Authors	records	% of 8060
CAMPBELL H	27	0.335
WRIGHT AE	23	0.285
KEITH A	20	0.248
PAVY FW	19	0.236
DUDGEON LS	18	0.223
MORISON A	18	0.223
OLIVER T	18	0.223
ROBSON AWM	18	0.223
BENNETT WH	15	0.186
LANE WA	15	0.186
WAKLEY T	15	0.186
WAKLEY TH	15	0.186
BARKER AE	14	0.174
BISHOP ES	14	0.174
EWART W	14	0.174
GOWERS WR	14	0.174
LAMB G	14	0.174
MALCOLM JD	14	0.174
MOYNIHAN BGA	14	0.174
STEPHENSON S	14	0.174
FOULERTON AGR	13	0.161
MOORE N	13	0.161
BATTLE WH	12	0.149
BRAMWELL B	12	0.149
CORNER EM	12	0.149
GARROD AE	12	0.149
HANDLEY WS	12	0.149
JONES R	12	0.149
LEWERS AHN	12	0.149
MOTT FW	12	0.149
OSLER W	12	0.149
BRADFORD JR	11	0.136
CARPENTER G	11	0.136
CHEYNE WW	11	0.136
HARRISON R	11	0.136
HEWITT FW	11	0.136
HUNTER W	11	0.136
LAKE R	11	0.136
OWEN E	11	0.136
PATERSON P	11	0.136
THRESH JC	11	0.136
WEBER FP	11	0.136
WILLIAMSON RT	11	0.136
ANDREWES FW	10	0.124
BALLANCE CA	10	0.124
BLAND-SUTTON J	10	0.124
CASTELLANI A	10	0.124
DUCKWORTH D	10	0.124
KEETLEY CB	10	0.124
MORRIS H	10	0.124
MOULLIN CWM	10	0.124
NEWMAN D	10	0.124
PHILLIPS J	10	0.124
POYNTON FJ	10	0.124
ROLLESTON HD	10	0.124
STILL GF	10	0.124
WEST S	10	0.124
WHITE WH	10	0.124
ALLBUTT TC	9	0.112
BONNEY V	9	0.112
BRUNTON L	9	0.112
BURGESS AH	9	0.112
CAUTLEY E	9	0.112
GRAY HMW	9	0.112
HARMAN NB	9	0.112
HAY J	9	0.112
HUTCHINSON J	9	0.112
LATHAM A	9	0.112
NASH WG	9	0.112
PARSONS JH	9	0.112
ROGERS L	9	0.112
SHAW HB	9	0.112
SHAW TC	9	0.112
THOMAS JL	9	0.112
BROWN WH	8	0.099
CAMMIDGE PJ	8	0.099
DORAN AHG	8	0.099
EDMUNDS W	8	0.099
FISHER T	8	0.099
GORDON W	8	0.099
HUNTER WK	8	0.099
KNAGGS RL	8	0.099
LEDIARD HA	8	0.099
LITTLEWOOD H	8	0.099
MOULLIN CM	8	0.099
MUMMERY JPL	8	0.099
PATERSON HJ	8	0.099
RAW N	8	0.099
SAVAGE GH	8	0.099
BASHFORD EF	7	0.087
BELL J	7	0.087
BRADSHAW TR	7	0.087
BUNCH JL	7	0.087
EYRE JWH	7	0.087
GOODHART JF	7	0.087
HALLIBURTON WD	7	0.087
HIRSCH CTW	7	0.087
HUTCHISON R	7	0.087
KEYSER CR	7	0.087
KLEIN E	7	0.087
KNOX R	7	0.087
LOW WS	7	0.087
MURRAY GR	7	0.087
NASH JTC	7	0.087
NEWBOLT GP	7	0.087
RUSSELL RH	7	0.087
SAVILL TD	7	0.087
SELIGMANN CG	7	0.087
STEVEN JL	7	0.087
TUBBY AH	7	0.087
TUNNICLIFFE FW	7	0.087
WALLIS FC	7	0.087
WATSON DC	7	0.087
WILSON T	7	0.087
BARKER AEJ	6	0.074
BAYLY HW	6	0.074
BELL WB	6	0.074
BOLTON C	6	0.074
BOSANQUET WC	6	0.074
BYERS JW	6	0.074
CARWARDINE T	6	0.074
CLARKE JJ	6	0.074
COLT GH	6	0.074
CROPPER J	6	0.074
DOBSON JF	6	0.074
ELLIOT RH	6	0.074
EMANUEL JG	6	0.074
FREYER PJ	6	0.074
GLYNN TR	6	0.074
GODLEE RJ	6	0.074
GROVES EWH	6	0.074
HAW WH	6	0.074
HELLIER JB	6	0.074
HOME WE	6	0.074
HORDER TJ	6	0.074
LEAF CH	6	0.074
LOCKWOOD CB	6	0.074
MACMUNN J	6	0.074
MCCARDIE WJ	6	0.074
MORISON R	6	0.074
OLIVER J	6	0.074
OVEREND W	6	0.074
PAINE A	6	0.074
PEARSON JS	6	0.074
POWELL RD	6	0.074
POWER D	6	0.074
REID J	6	0.074
RENTON JC	6	0.074
ROBINSON HB	6	0.074
ROSS HC	6	0.074
ROSS R	6	0.074
ROUGHTON EW	6	0.074
RUSSELL AE	6	0.074
SARGENT PWG	6	0.074
SAVILL AF	6	0.074
SIMPSON WJR	6	0.074
SLOAN S	6	0.074
SMITH FJ	6	0.074
SMITH GE	6	0.074
SNELL S	6	0.074
SPRIGGS EI	6	0.074
STEVENS BC	6	0.074
STRETTON JL	6	0.074
THOMSON HC	6	0.074
THOMSON S	6	0.074
WALKER CE	6	0.074
WALKER JWT	6	0.074
WARRINGTON WB	6	0.074
WASHBOURN JW	6	0.074
WETHERED FJ	6	0.074
WILLIAMS L	6	0.074
ALLAN J	5	0.062
ASHBY H	5	0.062
BARR J	5	0.062
BEARD J	5	0.062
BEEVOR CE	5	0.062
BOLTON JS	5	0.062
BOWLBY AA	5	0.062
BROADBENT W	5	0.062
BROWN WL	5	0.062
BUCK AH	5	0.062
BURNET J	5	0.062
BUTLIN HT	5	0.062
BUZZARD EF	5	0.062
CLOGG HS	5	0.062
COLLIER M	5	0.062
CORFIELD WH	5	0.062
DELEPINE S	5	0.062
DICKINSON WH	5	0.062
DUNN P	5	0.062
EDINGTON A	5	0.062
FORSTER WHC	5	0.062
FRENCH H	5	0.062
GIBSON GA	5	0.062
GORDON AK	5	0.062
GUTHRIE LG	5	0.062
HAWTHORNE CO	5	0.062
HEWLETT RT	5	0.062
HIGGINS H	5	0.062
JONES HM	5	0.062
LATHAM PW	5	0.062
LEGG TP	5	0.062
MACEWEN JAC	5	0.062
MADDEN FC	5	0.062
MANSON P	5	0.062
MAYOU MS	5	0.062
MORTON ER	5	0.062
MURRAY RW	5	0.062
O'CONOR J	5	0.062
OLIVER G	5	0.062
PAGE HW	5	0.062
PARAMORE RH	5	0.062
PARRY TW	5	0.062
PASTEUR W	5	0.062
PERNET G	5	0.062
PHILLIPS S	5	0.062
RAMSAY AM	5	0.062
ROBERTSON WF	5	0.062
ROLLESTON JD	5	0.062
ROSS FWF	5	0.062
RUSSELL JW	5	0.062
RUSSELL W	5	0.062
SHARP JG	5	0.062
SHEEN W	5	0.062
SHEILD AM	5	0.062
SINCLAIR WJ	5	0.062
SOUTHAM FA	5	0.062
STARLING EH	5	0.062
SUTTON JB	5	0.062
SYMONDS CJ	5	0.062
TAYLOR F	5	0.062
TILLEY H	5	0.062
TODD JL	5	0.062
TURNER WA	5	0.062
WALSHAM H	5	0.062
WARDEN AA	5	0.062
WILLCOX WH	5	0.062
WILLIAMS W	5	0.062
WRIGHT W	5	0.062
YONGE ES	5	0.062
ALLEN RW	4	0.050
ARMOUR DJ	4	0.050
ATKINSON JM	4	0.050
BAIN W	4	0.050
BARLING HG	4	0.050
BARNARD HL	4	0.050
BARWELL HS	4	0.050
BASTIAN HC	4	0.050
BATTEN FE	4	0.050
BENNION JM	4	0.050
BERRY J	4	0.050
BLACKER GF	4	0.050
BOUSFIELD EC	4	0.050
BOX CR	4	0.050
