Authors	records	% of 32018
AMIDEI D	130	0.406
GLADNEY L	129	0.403
BARBAROGALTIERI A	127	0.397
ALAM MS	125	0.390
WILSON R	125	0.390
BARNETT BA	123	0.384
BEHRENDS S	120	0.375
HYLEN J	118	0.369
POLING R	118	0.369
KASS R	117	0.365
KAGAN H	116	0.362
ERREDE S	115	0.359
HAUSER J	115	0.359
THORNDIKE EH	115	0.359
GOLDBERG M	112	0.350
HARTILL DL	112	0.350
STONE S	112	0.350
CASSEL DG	111	0.347
CIHANGIR S	111	0.347
MONETI GC	111	0.347
NORDBERG E	111	0.347
PLUNKETT R	111	0.347
AVERY P	110	0.344
BERKELMAN K	110	0.344
BODEK A	110	0.344
TIPTON P	110	0.344
BEBEK C	109	0.340
CSORNA SE	109	0.340
EHRLICH R	109	0.340
KREINICK DL	109	0.340
MISTRY NB	109	0.340
BINKLEY M	108	0.337
DEVLIN T	108	0.337
KANDASWAMY J	108	0.337
SADOFF AJ	108	0.337
KONDO K	107	0.334
PETERSON D	107	0.334
SLIWA K	107	0.334
HANDLER R	106	0.331
PONDROM L	106	0.331
BERETVAS A	105	0.328
FOSTER GW	105	0.328
GITTELMAN B	105	0.328
KESTEN P	105	0.328
LOCKYER N	105	0.328
COOPER J	104	0.325
ELIAS JE	104	0.325
ELY R	103	0.322
KINOSHITA K	103	0.322
MCINTYRE P	103	0.322
NODULMAN L	103	0.322
HU P	102	0.319
KUBOTA Y	102	0.319
TAKAHASHI T	102	0.319
WILLIAMS HH	102	0.319
BORTOLETTO D	101	0.315
GIOKARIS N	101	0.315
MATTHEWS JAJ	101	0.315
MILLER DH	101	0.315
SINERVO P	101	0.315
YAMAMOTO H	101	0.315
ABE F	100	0.312
CASTRO A	100	0.312
GROSSOPILCHER C	100	0.312
HELTSLEY BK	100	0.312
MIYASHITA S	100	0.312
BARNES VE	99	0.309
CARLSMITH D	99	0.309
CERVELLI F	99	0.309
GOULIANOS K	99	0.309
KADEL RW	99	0.309
LAASANEN AT	99	0.309
MORITA Y	99	0.309
WEBB R	99	0.309
YEH GP	99	0.309
BELLETTINI G	98	0.306
GARFINKEL AF	98	0.306
HABER C	98	0.306
KIRSCH L	98	0.306
MUKHERJEE A	98	0.306
NEWMANHOLMES C	98	0.306
PROUDFOOT J	98	0.306
WYSS J	98	0.306
CAMPBELL M	97	0.303
FUKUI Y	97	0.303
GRAY SW	97	0.303
HORWITZ N	97	0.303
JENSEN H	97	0.303
MAESHIMA K	97	0.303
TAKIKAWA K	97	0.303
THERIOT D	97	0.303
WAGNER RL	97	0.303
YASUOKA K	97	0.303
APOLLINARI G	96	0.300
BEDESCHI F	96	0.300
BELFORTE S	96	0.300
BLOCKER C	96	0.300
BRANDENBURG G	96	0.300
BYRUM KL	96	0.300
CHIARELLI G	96	0.300
CONTRERAS M	96	0.300
CORDELLI M	96	0.300
DEMORTIER L	96	0.300
FRANKLIN M	96	0.300
FREEMAN J	96	0.300
GIANNETTI P	96	0.300
GOLD M	96	0.300
HAHN SR	96	0.300
HARRIS RM	96	0.300
HOLLEBEEK R	96	0.300
HUTH J	96	0.300
JOSHI U	96	0.300
KAMON T	96	0.300
KEPHART R	96	0.300
KEUTELIAN H	96	0.300
MISCETTI S	96	0.300
PAOLETTI R	96	0.300
PATRICK J	96	0.300
PUNZI G	96	0.300
RAGAN K	96	0.300
RIMONDI F	96	0.300
RISTORI L	96	0.300
SCHLABACH P	96	0.300
SCHMIDT EE	96	0.300
SCRIBANO A	96	0.300
SEGLER S	96	0.300
SHOCHET M	96	0.300
SIEGRIST J	96	0.300
TOLLESTRUP A	96	0.300
WAGNER RG	96	0.300
WATTS T	96	0.300
WEINSTEIN AJ	96	0.300
ZETTI F	96	0.300
BELLINGER J	95	0.297
CARITHERS W	95	0.297
CHAPMAN J	95	0.297
DELLORSO M	95	0.297
FLAUGHER B	95	0.297
GIROMINI P	95	0.297
MENZIONE A	95	0.297
MISHINA M	95	0.297
MUELLER J	95	0.297
NAKANO I	95	0.297
SAKUMOTO WK	95	0.297
SANSONI A	95	0.297
STEFANINI A	95	0.297
UKEGAWA F	95	0.297
YOH J	95	0.297
BENSINGER J	94	0.294
BISELLO D	94	0.294
KUHLMANN SE	94	0.294
LORETI M	94	0.294
PHILLIPS TJ	94	0.294
SNIDER FD	94	0.294
BERTOLUCCI S	93	0.290
BESSON D	93	0.290
SKARHA J	93	0.290
SMITH JG	93	0.290
BERGE JP	92	0.287
FORD WT	92	0.287
VIDAL R	92	0.287
CAMPAGNARI C	91	0.284
DEJONGH F	91	0.284
SHAW NM	91	0.284
SKUBIC P	91	0.284
BEAN A	90	0.281
BUDD HS	90	0.281
MARRINER JP	90	0.281
ATAC M	89	0.278
HARA K	89	0.278
HARRAL B	89	0.278
LISS TM	89	0.278
BACCHETTA N	88	0.275
DEBARBARO P	88	0.275
ENO S	88	0.275
GEER S	88	0.275
PAULETTA G	88	0.275
RILEY D	88	0.275
TIMKO M	88	0.275
WOLINSKI J	88	0.275
CLARK AG	87	0.272
CRANE D	87	0.272
DELLAGNELLO S	87	0.272
HOLLOWAY L	87	0.272
KUNS E	87	0.272
LAMOUREUX JI	87	0.272
MATTINGLY R	87	0.272
MORRISON RJ	87	0.272
NELSON C	87	0.272
PERL ML	87	0.272
SEIYA Y	87	0.272
TKACZYK S	87	0.272
WANG CH	87	0.272
WITHERELL MS	87	0.272
YUN JC	87	0.272
DERWENT PF	86	0.269
GAN KK	86	0.269
HUFFMAN BT	86	0.269
HUGHES R	86	0.269
INCAGLI M	86	0.269
MANGANO M	86	0.269
PAPADIMITRIOU V	86	0.269
SHIBATA EI	86	0.269
THUN R	86	0.269
WESTER WC	86	0.269
WICKLUND AB	86	0.269
YAGIL A	86	0.269
BARINGER P	85	0.265
EIGEN G	85	0.265
FRISCH H	85	0.265
KONIGSBERG J	85	0.265
LEWIS JD	85	0.265
ZUCCHELLI S	85	0.265
BAUMANN T	84	0.262
NG CR	84	0.262
PESCARA L	84	0.262
WANG J	84	0.262
WICKLUND E	84	0.262
WINER BL	84	0.262
KIM SB	83	0.259
KOVACS E	83	0.259
ZANETTI A	83	0.259
BOLOGNESI V	82	0.256
BROWDER TE	82	0.256
BUSETTO G	82	0.256
HAWK C	82	0.256
KIM YK	82	0.256
KOPP S	82	0.256
LEONE S	82	0.256
STROYNOWSKI R	82	0.256
VEJCIK S	82	0.256
BAILEY MW	81	0.253
DICKSON M	81	0.253
GRASSMANN H	81	0.253
KATAYAMA N	81	0.253
LUKENS P	81	0.253
MARIOTTI M	81	0.253
SULLIVAN G	81	0.253
TARTARELLI F	81	0.253
TURINI N	81	0.253
WENZEL H	81	0.253
BUCKLEYGEER E	80	0.250
BYONWAGNER A	80	0.250
GERDES DW	80	0.250
RICHMAN JD	80	0.250
ROBERTSON WJ	80	0.250
BARTELT J	79	0.247
BOSWELL C	79	0.247
FELDMAN GJ	79	0.247
KEUP RM	79	0.247
PARK S	79	0.247
STRAIT J	79	0.247
WENDT C	79	0.247
WILSON P	79	0.247
AUCHINCLOSS P	78	0.244
BENJAMIN D	78	0.244
CANER A	78	0.244
EINSWEILER K	78	0.244
JESSOP CP	78	0.244
LIMON P	78	0.244
PTOHOS F	78	0.244
SCARPINE V	78	0.244
SUN CR	78	0.244
EISENSTEIN BI	77	0.240
OGG M	77	0.240
RANKIN P	77	0.240
RODRIGO T	77	0.240
SPHICAS P	77	0.240
DRELL PS	76	0.237
SHIPSEY IPJ	76	0.237
MULLER T	75	0.234
NEMATI B	75	0.234
SKWARNICKI T	75	0.234
ZHANG W	75	0.234
ARTUSO M	74	0.231
COBAL M	74	0.231
KARLINER I	74	0.231
KEEBLE L	74	0.231
KIM IJ	74	0.231
SHAPIRO M	74	0.231
SILL A	74	0.231
BAUER G	73	0.228
FRAUTSCHI M	73	0.228
KIM SH	73	0.228
PARA A	73	0.228
TETHER S	73	0.228
YELTON J	73	0.228
COFFMAN DM	72	0.225
ERREDE D	72	0.225
HONG S	72	0.225
KIM PC	72	0.225
OGRADY C	72	0.225
PATTERSON JR	72	0.225
SCHELLMAN H	72	0.225
SEIDEL S	72	0.225
SMITH DA	72	0.225
BADGETT W	71	0.222
DAVIS R	71	0.222
HAUGER SA	71	0.222
JAROS JA	71	0.222
KOSKA W	71	0.222
KRASBERG M	71	0.222
LAMMEL S	71	0.222
LINDGREN M	71	0.222
AMMAR R	70	0.219
BENLLOCH J	70	0.219
GARCIASCIVERES M	70	0.219
KATO Y	70	0.219
MIKAMO S	70	0.219
SONG T	70	0.219
STANCO L	70	0.219
SUMOROK K	70	0.219
TONNISON J	70	0.219
WU X	70	0.219
BIERY K	69	0.216
GONZALEZ J	69	0.216
HANSON G	69	0.216
MARKELOFF R	69	0.216
SGANOS G	69	0.216
TSENG J	69	0.216
YE Y	69	0.216
YOSHIDA T	69	0.216
COPPAGE D	68	0.212
JAIN V	68	0.212
KORDAS K	68	0.212
LEE J	68	0.212
MESCHI E	68	0.212
MILLER M	68	0.212
PARK H	68	0.212
PIPKIN FM	68	0.212
ALEXANDER JP	67	0.209
BADEN AR	67	0.209
FUJINO D	67	0.209
FULTON R	67	0.209
HANS RM	67	0.209
HURST P	67	0.209
LUCCHESI D	67	0.209
MIMASHI T	67	0.209
MORROW F	67	0.209
NELSON HN	67	0.209
NEUBERGER D	67	0.209
OGAWA S	67	0.209
DENBY B	66	0.206
GOSHAW AT	66	0.206
INNES WR	66	0.206
KARDELIS DA	66	0.206
ROSENSON L	66	0.206
WESTHUSING T	66	0.206
DORFAN JM	65	0.203
ERNST J	65	0.203
GIDAL G	65	0.203
HOUK G	65	0.203
KWAK N	65	0.203
MIAO T	65	0.203
ROSS WR	65	0.203
URHEIM J	65	0.203
BURKE DL	64	0.200
HONSCHEID K	64	0.200
KASHA H	64	0.200
LUDWIG GS	64	0.200
MILLER JS	64	0.200
SCHMIDT MP	64	0.200
SELEN M	64	0.200
BARISH B	63	0.197
CEN Y	63	0.197
DUNN A	63	0.197
KIM DH	63	0.197
NINOMIYA M	63	0.197
PERTICONE D	63	0.197
ZOELLER MM	63	0.197
BLAIR RE	62	0.194
DRUCKER RB	62	0.194
GOLDHABER G	62	0.194
MARTIN A	62	0.194
MASUI J	62	0.194
MCILWAIN RL	62	0.194
OKUSAWA T	62	0.194
WARBURTON A	62	0.194
CHADWICK K	61	0.191
HUSTON J	61	0.191
KADYK JA	61	0.191
LANKFORD AJ	61	0.191
LINGEL K	61	0.191
LOHNER M	61	0.191
LUTH V	61	0.191
MEVISSEN J	61	0.191
ROBERTS S	61	0.191
SCHRENK S	61	0.191
THALER JJ	61	0.191
ZHANG L	61	0.191
BUTLER F	60	0.187
CHINOWSKY W	60	0.187
CLARK AR	60	0.187
ENGELS E	60	0.187
GREEN J	60	0.187
LARSEN RR	60	0.187
LOKEN SC	60	0.187
LOW EH	60	0.187
MADARAS RJ	60	0.187
MELESE P	60	0.187
SHEN Q	60	0.187
TERAMOTO Y	60	0.187
TRILLING GH	60	0.187
WANG R	60	0.187
BENTON D	59	0.184
CHADHA M	59	0.184
CINABRO D	59	0.184
CRAWFORD G	59	0.184
HANCOCK N	59	0.184
PATTON S	59	0.184
SAVINOV V	59	0.184
SEVERINI H	59	0.184
STEVENSON ML	59	0.184
SUNG M	59	0.184
WURTHWEIN F	59	0.184
YAO W	59	0.184
GRONBERG J	58	0.181
ISO H	58	0.181
KENNEDY RD	58	0.181
KUTSCHKE R	58	0.181
LECOMPTE T	58	0.181
LUCHINI CB	58	0.181
MAAS P	58	0.181
MASEK G	58	0.181
MENARY S	58	0.181
ONEILL JJ	58	0.181
PIACENTINO G	58	0.181
SINGH P	58	0.181
STEELE J	58	0.181
YOVANOVITCH D	58	0.181
INCANDELA J	57	0.178
KANEKO T	57	0.178
MANSOUR J	57	0.178
MILLER R	57	0.178
MOULDING S	57	0.178
ROMANO J	57	0.178
SALTZBERG D	57	0.178
SHEAFF M	57	0.178
SWARTZ RL	57	0.178
YU I	57	0.178
ABE K	56	0.175
ANWAYWIESE C	56	0.175
AZFAR F	56	0.175
BAO J	56	0.175
BHATTI A	56	0.175
BURKETT K	56	0.175
CHIKAMATSU T	56	0.175
CHO HA	56	0.175
CHO K	56	0.175
DAHL OI	56	0.175
DANIELS T	56	0.175
DENINNO M	56	0.175
DONATI S	56	0.175
FAN Q	56	0.175
FUNAKI S	56	0.175
GOLLIN GD	56	0.175
GROER L	56	0.175
GUIDA JA	56	0.175
GUIDA JM	56	0.175
HOLSCHER A	56	0.175
KEYVAN F	56	0.175
KOEHN P	56	0.175
LATTERY M	56	0.175
LONG O	56	0.175
MAGHAKIAN A	56	0.175
OHL KE	56	0.175
OISHI R	56	0.175
PAGLIARONE C	56	0.175
PARTRIDGE R	56	0.175
PETERS MD	56	0.175
PILLAI M	56	0.175
SHEPARD PF	56	0.175
SHIMOJIMA M	56	0.175
SPALDING J	56	0.175
TITOV A	56	0.175
UEMURA N	56	0.175
WATTS G	56	0.175
YIN M	56	0.175
AIHARA H	55	0.172
BREIDENBACH M	55	0.172
ELIA R	55	0.172
FIORI I	55	0.172
FRIEDMAN J	55	0.172
GALLINARO M	55	0.172
GORDON A	55	0.172
HAMILTON R	55	0.172
HAUPTMAN JM	55	0.172
HEINRICH J	55	0.172
KESTENBAUM D	55	0.172
MITSUSHIO H	55	0.172
NAKAE LF	55	0.172
STUART D	55	0.172
VONDRACEK M	55	0.172
WANG QF	55	0.172
WILKINSON R	55	0.172
YANG S	55	0.172
ATHANAS M	54	0.169
CHAN S	54	0.169
FISK Z	54	0.169
FREYBERGER A	54	0.169
JONES CD	54	0.169
KAJFASZ E	54	0.169
LU J	54	0.169
NEMETHY P	54	0.169
OH SH	54	0.169
PANVINI RS	54	0.169
SONG L	54	0.169
UNAL G	54	0.169
WANG G	54	0.169
ABRAMS GS	53	0.166
BALEST R	53	0.166
CUNNINGHAM JD	53	0.166
DELCHAMPS S	53	0.166
DETROCONIZ JF	53	0.166
FAST J	53	0.166
GALIK RS	53	0.166
GLENZINSKI D	53	0.166
HE D	53	0.166
KOWALD W	53	0.166
NELSON JK	53	0.166
PAAR HP	53	0.166
SEIDEN A	53	0.166
STANLEY HE	53	0.166
TAJIMA H	53	0.166
WAINER N	53	0.166
WANG PN	53	0.166
CONWAY J	52	0.162
DOMINICK J	52	0.162
KIM HS	52	0.162
KROLL J	52	0.162
MICHAIL G	52	0.162
NELSON TK	52	0.162
PLOOG K	52	0.162
SCHINDLER RH	52	0.162
SPIEGEL L	52	0.162
UNDERWOOD D	52	0.162
WOOD DR	52	0.162
ALBROW MG	51	0.159
BIRGENEAU RJ	51	0.159
BROMBERG C	51	0.159
GALEOTTI S	51	0.159
JOHNSON RP	51	0.159
KRUSE M	51	0.159
MAKSIMOVIC P	51	0.159
OTT E	51	0.159
ROODMAN A	51	0.159
RYD A	51	0.159
SMITH A	51	0.159
WOOD M	51	0.159
YEH P	51	0.159
ANTOS J	50	0.156
CHENG MT	50	0.156
CRONINHENNESSY D	50	0.156
PAULINI M	50	0.156
SCHNEIDER O	50	0.156
STRAHL K	50	0.156
TAYLOR W	50	0.156
THOMAS TL	50	0.156
TOLLEFSON K	50	0.156
WANG MJ	50	0.156
WU DY	50	0.156
ZHANG S	50	0.156
BISHOP DJ	49	0.153
FERGUSON T	49	0.153
GOSSARD AC	49	0.153
LIU T	49	0.153
SAULNIER M	49	0.153
TENG PK	49	0.153
BOKHARI W	48	0.150
BURNETT TH	48	0.150
DEWIRE JW	48	0.150
GOBBI B	48	0.150
HOLLEBEEK RJ	48	0.150
JOHNSON DR	48	0.150
KELLY M	48	0.150
KIM SK	48	0.150
LOOMIS C	48	0.150
SHAPIRO MD	48	0.150
SILVERMAN A	48	0.150
AEPPLI G	47	0.147
BOYARSKI AM	47	0.147
CAMMERATA J	47	0.147
FU X	47	0.147
GLADDING G	47	0.147
KALBFLEISCH G	47	0.147
KWON Y	47	0.147
LAMBRECHT M	47	0.147
LI J	47	0.147
MARUYAMA T	47	0.147
MODESITT M	47	0.147
PITTS KT	47	0.147
PROCARIO M	47	0.147
RICHTER B	47	0.147
SAPPER M	47	0.147
TAMURA N	47	0.147
CARROLL JT	46	0.144
COPTY N	46	0.144
DAOUDI M	46	0.144
HADLEY NJ	46	0.144
KANG JS	46	0.144
LI W	46	0.144
MUKHIN Y	46	0.144
NELSON ME	46	0.144
PLAYFER S	46	0.144
ROWSON PC	46	0.144
SADROZINSKI HFW	46	0.144
SCHAFFNER SF	46	0.144
SCHAMBERGER RD	46	0.144
SHAPIRO G	46	0.144
TRISCHUK W	46	0.144
TUTS PM	46	0.144
WALKER RC	46	0.144
WHITE C	46	0.144
WISNIEWSKI WJ	46	0.144
BARKLOW T	45	0.141
GARREN L	45	0.141
LYS J	45	0.141
SANGHERA S	45	0.141
WEST KW	45	0.141
WOLF A	45	0.141
BHADRA S	44	0.137
BLAIR R	44	0.137
CHAO HY	44	0.137
DIAMOND RM	44	0.137
EDWARDS KW	44	0.137
HERRUP D	44	0.137
KOLTICK D	44	0.137
KUNORI S	44	0.137
MESTAYER MD	44	0.137
NAKANISHI S	44	0.137
PARK CH	44	0.137
SPADAFORA AL	44	0.137
STEPHENS FS	44	0.137
WANG C	44	0.137
WENZEL WA	44	0.137
AHLERS G	43	0.134
FARHAT B	43	0.134
FISK HE	43	0.134
GELBKE CK	43	0.134
JONES SL	43	0.134
JUNG CK	43	0.134
KOFLER RR	43	0.134
LAM H	43	0.134
LYNCH WG	43	0.134
PATEL PM	43	0.134
PFEIFFER LN	43	0.134
SCHUB MH	43	0.134
VOLOBOUEV I	43	0.134
WILCZEK F	43	0.134
WOODS M	43	0.134
AMENDOLIA SR	42	0.131
CALDWELL DO	42	0.131
FUESS TA	42	0.131
GILCHRIESE MGD	42	0.131
HAAS P	42	0.131
KEARNS E	42	0.131
LEE PA	42	0.131
LOBKOWICZ F	42	0.131
MEYER T	42	0.131
SCHEFFLER M	42	0.131
SCHUMM BA	42	0.131
SHELKOV V	42	0.131
WALSH J	42	0.131
WHITE JT	42	0.131
YOSEF C	42	0.131
BLOOM K	41	0.128
BROWN D	41	0.128
CHAIKIN PM	41	0.128
CHANG CC	41	0.128
CHIOU CN	41	0.128
COUYOUMTZELIS C	41	0.128
HENDERSON S	41	0.128
HEUSCH CA	41	0.128
HITLIN DG	41	0.128
HUBBARD B	41	0.128
JOHNSON JR	41	0.128
JOHNSON M	41	0.128
LAMI S	41	0.128
LIU YC	41	0.128
MACFARLANE DB	41	0.128
MARTIN JF	41	0.128
MOCKETT PM	41	0.128
PERUZZI I	41	0.128
PREPOST R	41	0.128
REDLINGER G	41	0.128
RHOADES J	41	0.128
RODRIGUEZ J	41	0.128
RUSSELL JJ	41	0.128
SATO H	41	0.128
BAND HR	40	0.125
BERGFELD T	40	0.125
BOOTH AW	40	0.125
CAREY R	40	0.125
CASHMORE R	40	0.125
CONNOR D	40	0.125
COOPER WE	40	0.125
COWEN DF	40	0.125
DAY C	40	0.125
DITTMANN JR	40	0.125
FRANZINI P	40	0.125
GAGLIARDI G	40	0.125
HESSING T	40	0.125
KANDA S	40	0.125
LU A	40	0.125
MARKOSKY LA	40	0.125
MOFFEIT KC	40	0.125
MOHAPATRA RN	40	0.125
MOUNTAIN R	40	0.125
MUHEIM F	40	0.125
PALMER M	40	0.125
PICCOLO M	40	0.125
QIAO C	40	0.125
QUARRIE D	40	0.125
QUINTAS PZ	40	0.125
READ AL	40	0.125
ROHALY T	40	0.125
SCHWITTERS R	40	0.125
STDENIS R	40	0.125
TSAY Y	40	0.125
AHARONY A	39	0.122
AZZI P	39	0.122
BRIERE RA	39	0.122
BUCHHOLZ D	39	0.122
FERBEL T	39	0.122
GREEN DR	39	0.122
HEMPSTEAD M	39	0.122
IKEDA H	39	0.122
JENSEN T	39	0.122
JOSTLEIN H	39	0.122
PIEKARZ H	39	0.122
ROBERTS D	39	0.122
ROSENFELD C	39	0.122
ROZEN Y	39	0.122
SANNES F	39	0.122
SCALAPINO DJ	39	0.122
TAREM S	39	0.122
WEI C	39	0.122
YELLIN SJ	39	0.122
ZHU G	39	0.122
BOLTON T	38	0.119
BORCHERDING F	38	0.119
CHEN W	38	0.119
CHRISTOFEK L	38	0.119
COOK V	38	0.119
CUTTS D	38	0.119
DIBITONTO D	38	0.119
HEDIN D	38	0.119
HOFTUN JS	38	0.119
LUSIN S	38	0.119
MACDONALD AH	38	0.119
OHSUGI T	38	0.119
OLTMAN E	38	0.119
SHUPE M	38	0.119
SNOW J	38	0.119
SOLOMON J	38	0.119
SPIES A	38	0.119
STONE R	38	0.119
STROVINK M	38	0.119
TSUI DC	38	0.119
YASUDA T	38	0.119
ADAMS DL	37	0.116
BANAVAR JR	37	0.116
BARNES AV	37	0.116
BATTLE M	37	0.116
BECKER U	37	0.116
DEMINA R	37	0.116
DORFAN DE	37	0.116
FREY R	37	0.116
ITO AS	37	0.116
JAWAHERY A	37	0.116
KAPITULNIK A	37	0.116
LIU Y	37	0.116
PADLEY P	37	0.116
ROUSE FR	37	0.116
VUCINIC D	37	0.116
WILSON RJ	37	0.116
YU J	37	0.116
AKERIB DS	36	0.112
ARONSON SH	36	0.112
BONVICINI G	36	0.112
CANNELL DS	36	0.112
DEMARTEAU M	36	0.112
DIEHL HT	36	0.112
ERTL G	36	0.112
GEISER B	36	0.112
GRUNER G	36	0.112
HAGOPIAN V	36	0.112
JOANNOPOULOS JD	36	0.112
JOHNS K	36	0.112
JONCKHEERE A	36	0.112
KIM S	36	0.112
LI H	36	0.112
MORETTO LG	36	0.112
