Authors	records	% of 9730
KRSTIC M	70	0.719
TEEL AR	59	0.606
CHEN J	45	0.462
HUANG J	44	0.452
LIN ZL	42	0.432
NESIC D	42	0.432
BASAR T	41	0.421
JIANG ZP	41	0.421
PETERSEN IR	40	0.411
ASTOLFI A	38	0.391
ATHANS M	38	0.391
LAM J	38	0.391
ANDERSON BDO	37	0.380
GEORGIOU TT	37	0.380
SHI P	37	0.380
SHAKED U	36	0.370
XIE LH	36	0.370
LAFORTUNE S	35	0.360
DAHLEH MA	34	0.349
JOHANSSON KH	34	0.349
KOKOTOVIC PV	34	0.349
KUMAR R	34	0.349
ORTEGA R	34	0.349
WEN CY	33	0.339
WONHAM WM	33	0.339
DAVISON EJ	31	0.319
REN W	31	0.319
WILLEMS JC	31	0.319
BEMPORAD A	29	0.298
FU MY	29	0.298
GOODWIN GC	29	0.298
LIN F	29	0.298
LIN W	29	0.298
SHI L	29	0.298
BHATTACHARYYA SP	28	0.288
CHEN TW	28	0.288
CAINES PE	27	0.277
CHEN HF	27	0.277
HEEMELS WPMH	27	0.277
KUMAR PR	27	0.277
KUSHNER HJ	27	0.277
MAZENC F	27	0.277
MIDDLETON RH	27	0.277
CHESI G	26	0.267
KAILATH T	26	0.267
LYGEROS J	26	0.267
MORSE AS	26	0.267
TEMPO R	26	0.267
ALLGOWER F	25	0.257
CAO XR	25	0.257
CHEN GR	25	0.257
GUO L	25	0.257
GUPTA V	25	0.257
KHARGONEKAR PP	25	0.257
TSITSIKLIS JN	25	0.257
WANG ZD	25	0.257
WILLSKY AS	25	0.257
ZHANG JF	25	0.257
ANGELI D	24	0.247
ANTSAKLIS PJ	24	0.247
CASSANDRAS CG	24	0.247
GAO HJ	24	0.247
HO YC	24	0.247
ISIDORI A	24	0.247
KHALIL HK	24	0.247
LIBERZON D	24	0.247
LJUNG L	24	0.247
MARCUS SI	24	0.247
MARINO R	24	0.247
NARENDRA KS	24	0.247
BULLO F	23	0.236
FRIDMAN E	23	0.236
RANTZER A	23	0.236
BERNSTEIN DS	22	0.226
BLANCHINI F	22	0.226
GEROMEL JC	22	0.226
HONG YG	22	0.226
JADBABAIE A	22	0.226
SZNAIER M	22	0.226
ARCAK M	21	0.216
CHENG DZ	21	0.216
DIXON WE	21	0.216
FERRANTE A	21	0.216
GLOVER K	21	0.216
HADDAD WM	21	0.216
HADJICOSTIS CN	21	0.216
HESPANHA JP	21	0.216
NEDIC A	21	0.216
PARISINI T	21	0.216
SILJAK DD	21	0.216
TARBOURIECH S	21	0.216
XU JX	21	0.216
ALTMAN E	20	0.206
BAI EW	20	0.206
CHEN ZY	20	0.206
ELLIOTT RJ	20	0.206
GIUA A	20	0.206
MORARI M	20	0.206
PAPPAS GJ	20	0.206
SABERI A	20	0.206
TABUADA P	20	0.206
TOMEI P	20	0.206
WANG LY	20	0.206
CHARALAMBOUS CD	19	0.195
DAROUACH M	19	0.195
LIU L	19	0.195
MALHAME RP	19	0.195
QIU L	19	0.195
QUEVEDO DE	19	0.195
SONTAG ED	19	0.195
SPEYER JL	19	0.195
TENEKETZIS D	19	0.195
WANG H	19	0.195
WANG L	19	0.195
WANG Y	19	0.195
XU SY	19	0.195
YANG GH	19	0.195
COLANERI P	18	0.185
CORTES J	18	0.185
FENG G	18	0.185
MAYNE DQ	18	0.185
MEYN SP	18	0.185
NICULESCU SI	18	0.185
PRALY L	18	0.185
PRIEUR C	18	0.185
QIAN CJ	18	0.185
YUKSEL S	18	0.185
ZHENG WX	18	0.185
BERTSEKAS DP	17	0.175
BOUKAS EK	17	0.175
BROCKETT RW	17	0.175
DAAFOUZ J	17	0.175
DUAN GR	17	0.175
DULLERUD GE	17	0.175
GUO BZ	17	0.175
IOANNOU PA	17	0.175
MEERKOV SM	17	0.175
MILLER DE	17	0.175
MIRKIN L	17	0.175
PAPACHRISTODOULOU A	17	0.175
PEARSON JB	17	0.175
SOH YC	17	0.175
SU HY	17	0.175
TAO G	17	0.175
VALCHER ME	17	0.175
ZHANG Y	17	0.175
CASAVOLA A	16	0.164
FRANCIS BA	16	0.164
HARA S	16	0.164
KREISSELMEIER G	16	0.164
LINDQUIST A	16	0.164
PERRUQUETTI W	16	0.164
POLYCARPOU MM	16	0.164
SRIKANT R	16	0.164
TAKAI S	16	0.164
YIN GG	16	0.164
ZAMES G	16	0.164
BAMIEH B	15	0.154
BARTOLINI G	15	0.154
BYRNES CI	15	0.154
EFIMOV D	15	0.154
FU MC	15	0.154
GU GX	15	0.154
HILL DJ	15	0.154
HJALMARSSON H	15	0.154
HO DWC	15	0.154
HU TS	15	0.154
IWASAKI T	15	0.154
KOUVARITAKIS B	15	0.154
KWON WH	15	0.154
LANZON A	15	0.154
MEGRETSKI A	15	0.154
MESBAHI M	15	0.154
MICHEL AN	15	0.154
MOOG CH	15	0.154
PAVON M	15	0.154
SARKAR S	15	0.154
SHAMMA JS	15	0.154
SHORTEN R	15	0.154
YU XH	15	0.154
ZHOU T	15	0.154
BENVENISTE A	14	0.144
CAO M	14	0.144
DING SX	14	0.144
DING ZT	14	0.144
FERRARA A	14	0.144
FREUDENBERG JS	14	0.144
FRIDMAN L	14	0.144
GERMANI A	14	0.144
GRIZZLE JW	14	0.144
HENRION D	14	0.144
JONES CN	14	0.144
KABAMBA PT	14	0.144
LEE JW	14	0.144
LEWIS FL	14	0.144
LORIA A	14	0.144
MALISOFF M	14	0.144
MEHTA PG	14	0.144
MOSCA E	14	0.144
PASSINO KM	14	0.144
SAFONOV MG	14	0.144
