Authors	records	% of 4430
KURTHS J	119	2.686
LAI YC	42	0.948
WANG J	40	0.903
CHEN GR	39	0.880
OTT E	36	0.813
DENG B	32	0.722
SMALL M	30	0.677
ZASLAVSKY GM	29	0.655
MALOMED BA	25	0.564
CARROLL TL	24	0.542
AIHARA K	22	0.497
BOCCALETTI S	22	0.497
DANA SK	22	0.497
LETELLIER C	22	0.497
WEI XL	21	0.474
GLASS L	19	0.429
GREBOGI C	19	0.429
HIRATA Y	18	0.406
PORTER MA	18	0.406
SCHOLL E	18	0.406
YU HT	18	0.406
BAPTISTA MS	17	0.384
SANJUAN MAF	17	0.384
HALLER G	16	0.361
PARMANANDA P	16	0.361
TANG M	16	0.361
ANTONSEN TM	15	0.339
ARECCHI FT	15	0.339
BOLLT EM	15	0.339
CRUTCHFIELD JP	15	0.339
FRASCA M	15	0.339
KISS IZ	15	0.339
PIKOVSKY A	15	0.339
SHOWALTER K	15	0.339
YAN ZY	15	0.339
EPSTEIN IR	14	0.316
LAI CH	14	0.316
LEHNERTZ K	14	0.316
NEISHTADT AI	14	0.316
PERC M	14	0.316
WANG XY	14	0.316
XU W	14	0.316
ZHAN M	14	0.316
CALDAS IL	13	0.293
CAO JD	13	0.293
EDELMAN M	13	0.293
FORTUNA L	13	0.293
GAUTHIER DJ	13	0.293
GIRVAN M	13	0.293
MARWAN N	13	0.293
MOSEKILDE E	13	0.293
PRASAD A	13	0.293
SUJITH RI	13	0.293
TEL T	13	0.293
WANG W	13	0.293
AGUIRRE LA	12	0.271
BULDU JM	12	0.271
DONNER RV	12	0.271
GARCIA-OJALVO J	12	0.271
KANTZ H	12	0.271
KAPITANIAK T	12	0.271
LAKSHMANAN M	12	0.271
LIU C	12	0.271
LU JA	12	0.271
LU JH	12	0.271
MEISS JD	12	0.271
OSIPOV GV	12	0.271
PARLITZ U	12	0.271
SORRENTINO F	12	0.271
WANG L	12	0.271
WU XQ	12	0.271
BLAKELY JN	11	0.248
CAI SM	11	0.248
CORRON NJ	11	0.248
FEUDEL U	11	0.248
