Authors	records	% of 17823
LOCKYER WJS	65	0.365
HEWLETT RT	49	0.275
DENNING WF	48	0.269
LOCKYER N	47	0.264
HADDON AC	43	0.241
CUNNINGHAM B	39	0.219
DAVISON C	39	0.219
JOHNSTON HH	39	0.219
CHREE C	37	0.208
SMITH EC	33	0.185
GREGORY JW	31	0.174
IMMS AD	28	0.157
LODGE O	26	0.146
BRAGG W	24	0.135
CARPENTER HCH	24	0.135
CROMMELIN ACD	24	0.135
BRYAN GH	23	0.129
RUTHERFORD E	23	0.129
MILNE J	22	0.123
RIDEAL EK	22	0.123
KEITH A	21	0.118
LOUIS H	21	0.118
CHAPMAN S	20	0.112
COLE GAJ	19	0.107
DINGLE H	19	0.107
GARDINER JS	19	0.107
GATES RR	19	0.107
LAPAGE G	19	0.107
NEEDHAM J	18	0.101
RUSSELL EJ	18	0.101
BOYS CV	17	0.095
CORNISH V	17	0.095
HALL HR	17	0.095
RAYLEIGH	17	0.095
SMITH GE	17	0.095
ARMSTRONG HE	16	0.090
ASHWORTH JH	16	0.090
JEANS JH	16	0.090
RAY SH	16	0.090
BONNEY TG	15	0.084
GOLD E	15	0.084
HILL AV	15	0.084
JONES HS	15	0.084
SOLOMON M	15	0.084
STAMP LD	15	0.084
THORPE TE	15	0.084
CRAWLEY AE	14	0.079
EDDINGTON AS	14	0.079
GREGORY R	14	0.079
OSBORN HF	14	0.079
ROLSTON WE	14	0.079
COBB JW	13	0.073
FOWLER A	13	0.073
KAYE GWC	13	0.073
PERKIN FM	13	0.073
TUTTON AEH	13	0.073
WEBB WM	13	0.073
HOWARD AL	12	0.067
POWELL CF	12	0.067
SIMMONDS C	12	0.067
BONACINA LCW	11	0.062
COLLINGE WE	11	0.062
DANIELL GF	11	0.062
FERGUSON A	11	0.062
GRIFFITH J	11	0.062
HODSMAN HJ	11	0.062
JEFFREYS H	11	0.062
MILNER HB	11	0.062
RITCHIE J	11	0.062
RUSSELL J	11	0.062
SEWARD AC	11	0.062
SHAW WN	11	0.062
SIMPSON GC	11	0.062
SODDY F	11	0.062
STEBBING EP	11	0.062
THOMSON JJ	11	0.062
WOODWARD AS	11	0.062
BAYLISS WM	10	0.056
BURKITT MC	10	0.056
BUTLER CP	10	0.056
DARLINGTON CD	10	0.056
HALDANE JBS	10	0.056
HALE GE	10	0.056
HARDING C	10	0.056
LEES CH	10	0.056
LOWRY TM	10	0.056
MATHER K	10	0.056
PIAGGIO HTH	10	0.056
REYNOLDS JH	10	0.056
ROSS R	10	0.056
WILSON J	10	0.056
YONGE CM	10	0.056
ASTON FW	9	0.050
BATHER FA	9	0.050
BROOKS CEP	9	0.050
DARWIN CG	9	0.050
DESCH CH	9	0.050
DONNAN FG	9	0.050
HILL L	9	0.050
HOLMES A	9	0.050
HOPKINS FG	9	0.050
JAMES TE	9	0.050
LARMOR J	9	0.050
MCKENDRICK JG	9	0.050
OLDHAM RD	9	0.050
PANETH FA	9	0.050
QUASTEL JH	9	0.050
RAWLINS FIG	9	0.050
SCHMIDT J	9	0.050
SCHUSTER A	9	0.050
SHAW N	9	0.050
STRATTON FJM	9	0.050
THOMPSON DW	9	0.050
WARDLAW CW	9	0.050
WERTHEIMER J	9	0.050
ARMSTRONG EF	8	0.045
BAIRSTOW L	8	0.045
BOWER FO	8	0.045
BRADFORD SC	8	0.045
BROOM R	8	0.045
CARR HW	8	0.045
COKER EG	8	0.045
CREW FAE	8	0.045
DARWIN GH	8	0.045
DINES WH	8	0.045
HAWKINS TH	8	0.045
HODGSON ES	8	0.045
JEANS J	8	0.045
MACBRIDE EW	8	0.045
MARTIN LC	8	0.045
MILL HR	8	0.045
MORGAN CL	8	0.045
PERRY J	8	0.045
READ J	8	0.045
TILLOTSON E	8	0.045
UVAROV BP	8	0.045
WADDINGTON CH	8	0.045
WIMPERIS HE	8	0.045
BATESON W	7	0.039
BERNAL JD	7	0.039
BORN M	7	0.039
BOYLAND E	7	0.039
BRAGG L	7	0.039
BRAGG WL	7	0.039
CAVE CJP	7	0.039
DENDY A	7	0.039
EVANS JW	7	0.039
FLEMING JA	7	0.039
GALTON F	7	0.039
GREENHILL G	7	0.039
HARDEN A	7	0.039
HARTRIDGE H	7	0.039
HEMSLEY WB	7	0.039
JONES C	7	0.039
JONES DC	7	0.039
KEEBLE F	7	0.039
KEILIN D	7	0.039
LONSDALE K	7	0.039
MARSHALL J	7	0.039
OCCHIALINI GPS	7	0.039
PEAR TH	7	0.039
RAMSAY W	7	0.039
ROSENHAIN W	7	0.039
