1.0,1.0,1.0,9.1667
2.0,1.0,-1.0,9.1667
1.0,2.0,1.0,21.587
3.0,2.0,-1.0,21.587
2.0,3.0,1.0,14.864
12.0,3.0,-1.0,14.864
3.0,4.0,1.0,8.8201
5.0,4.0,-1.0,8.8201
3.0,5.0,1.0,5.726
12.0,5.0,-1.0,5.726
4.0,6.0,1.0,119.5
5.0,6.0,-1.0,119.5
4.0,7.0,1.0,13.307
11.0,7.0,-1.0,13.307
5.0,8.0,1.0,17.661
6.0,8.0,-1.0,17.661
5.0,9.0,1.0,38.024
8.0,9.0,-1.0,38.024
5.0,10.0,1.0,13.469
11.0,10.0,-1.0,13.469
6.0,11.0,1.0,45.844
7.0,11.0,-1.0,45.844
7.0,12.0,1.0,27.635
12.0,12.0,-1.0,27.635
8.0,13.0,1.0,32.578
9.0,13.0,-1.0,32.578
8.0,14.0,1.0,19.697
30.0,14.0,-1.0,19.697
9.0,15.0,1.0,30.858
10.0,15.0,-1.0,30.858
11.0,16.0,1.0,46.715
12.0,16.0,-1.0,46.715
11.0,17.0,1.0,12.52
13.0,17.0,-1.0,12.52
12.0,18.0,1.0,12.947
14.0,18.0,-1.0,12.947
12.0,19.0,1.0,11.263
16.0,19.0,-1.0,11.263
12.0,20.0,1.0,6.769
117.0,20.0,-1.0,6.769
13.0,21.0,1.0,3.7446
15.0,21.0,-1.0,3.7446
14.0,22.0,1.0,4.6914
15.0,22.0,-1.0,4.6914
15.0,23.0,1.0,20.97
17.0,23.0,-1.0,20.97
15.0,24.0,1.0,23.226
19.0,24.0,-1.0,23.226
15.0,25.0,1.0,7.3525
33.0,25.0,-1.0,7.3525
16.0,26.0,1.0,5.2207
17.0,26.0,-1.0,5.2207
17.0,27.0,1.0,18.693
18.0,27.0,-1.0,18.693
17.0,28.0,1.0,26.847
30.0,28.0,-1.0,26.847
17.0,29.0,1.0,5.8591
31.0,29.0,-1.0,5.8591
17.0,30.0,1.0,30.423
113.0,30.0,-1.0,30.423
18.0,31.0,1.0,19.29
19.0,31.0,-1.0,19.29
19.0,32.0,1.0,8.1681
20.0,32.0,-1.0,8.1681
19.0,33.0,1.0,3.7051
34.0,33.0,-1.0,3.7051
20.0,34.0,1.0,11.256
21.0,34.0,-1.0,11.256
21.0,35.0,1.0,9.8519
22.0,35.0,-1.0,9.8519
22.0,36.0,1.0,6.0112
23.0,36.0,-1.0,6.0112
23.0,37.0,1.0,18.902
24.0,37.0,-1.0,18.902
23.0,38.0,1.0,12.042
25.0,38.0,-1.0,12.042
23.0,39.0,1.0,8.0635
32.0,39.0,-1.0,8.0635
24.0,40.0,1.0,2.4301
70.0,40.0,-1.0,2.4301
24.0,41.0,1.0,4.8042
72.0,41.0,-1.0,4.8042
25.0,42.0,1.0,27.269
26.0,42.0,-1.0,27.269
25.0,43.0,1.0,5.91
27.0,43.0,-1.0,5.91
26.0,44.0,1.0,11.528
30.0,44.0,-1.0,11.528
27.0,45.0,1.0,11.138
28.0,45.0,-1.0,11.138
27.0,46.0,1.0,12.129
32.0,46.0,-1.0,12.129
27.0,47.0,1.0,12.865
115.0,47.0,-1.0,12.865
28.0,48.0,1.0,9.9744
29.0,48.0,-1.0,9.9744
29.0,49.0,1.0,27.305
31.0,49.0,-1.0,27.305
30.0,50.0,1.0,18.383
38.0,50.0,-1.0,18.383
31.0,51.0,1.0,9.301
32.0,51.0,-1.0,9.301
32.0,52.0,1.0,4.512
113.0,52.0,-1.0,4.512
32.0,53.0,1.0,15.582
114.0,53.0,-1.0,15.582
33.0,54.0,1.0,6.4881
37.0,54.0,-1.0,6.4881
34.0,55.0,1.0,33.749
36.0,55.0,-1.0,33.749
34.0,56.0,1.0,99.037
37.0,56.0,-1.0,99.037
34.0,57.0,1.0,5.6102
43.0,57.0,-1.0,5.6102
35.0,58.0,1.0,93.529
36.0,58.0,-1.0,93.529
35.0,59.0,1.0,19.181
37.0,59.0,-1.0,19.181
37.0,60.0,1.0,28.52
38.0,60.0,-1.0,28.52
37.0,61.0,1.0,8.6415
39.0,61.0,-1.0,8.6415
37.0,62.0,1.0,5.2929
40.0,62.0,-1.0,5.2929
38.0,63.0,1.0,10.058
65.0,63.0,-1.0,10.058
39.0,64.0,1.0,15.13
40.0,64.0,-1.0,15.13
40.0,65.0,1.0,18.862
41.0,65.0,-1.0,18.862
40.0,66.0,1.0,5.0042
42.0,66.0,-1.0,5.0042
41.0,67.0,1.0,6.7819
42.0,67.0,-1.0,6.7819
42.0,68.0,1.0,5.9027
49.0,68.0,-1.0,5.9027
43.0,69.0,1.0,3.8393
44.0,69.0,-1.0,3.8393
44.0,70.0,1.0,10.453
45.0,70.0,-1.0,10.453
45.0,71.0,1.0,6.7843
46.0,71.0,-1.0,6.7843
45.0,72.0,1.0,4.7359
49.0,72.0,-1.0,4.7359
46.0,73.0,1.0,7.227
47.0,73.0,-1.0,7.227
46.0,74.0,1.0,4.8051
48.0,74.0,-1.0,4.8051
47.0,75.0,1.0,14.633
49.0,75.0,-1.0,14.633
47.0,76.0,1.0,3.2955
69.0,76.0,-1.0,3.2955
48.0,77.0,1.0,17.592
49.0,77.0,-1.0,17.592
49.0,78.0,1.0,11.809
50.0,78.0,-1.0,11.809
49.0,79.0,1.0,6.4834
51.0,79.0,-1.0,6.4834
49.0,80.0,1.0,6.4077
54.0,80.0,-1.0,6.4077
49.0,81.0,1.0,20.959
66.0,81.0,-1.0,20.959
49.0,82.0,1.0,2.8253
69.0,82.0,-1.0,2.8253
50.0,83.0,1.0,6.6328
57.0,83.0,-1.0,6.6328
51.0,84.0,1.0,15.196
52.0,84.0,-1.0,15.196
51.0,85.0,1.0,12.354
58.0,85.0,-1.0,12.354
52.0,86.0,1.0,5.7626
53.0,86.0,-1.0,5.7626
53.0,87.0,1.0,7.8327
54.0,87.0,-1.0,7.8327
54.0,88.0,1.0,13.38
55.0,88.0,-1.0,13.38
54.0,89.0,1.0,96.694
56.0,89.0,-1.0,96.694
54.0,90.0,1.0,4.1609
59.0,90.0,-1.0,4.1609
55.0,91.0,1.0,59.962
56.0,91.0,-1.0,59.962
55.0,92.0,1.0,4.4207
59.0,92.0,-1.0,4.4207
56.0,93.0,1.0,9.193
57.0,93.0,-1.0,9.193
56.0,94.0,1.0,9.193
58.0,94.0,-1.0,9.193
56.0,95.0,1.0,7.3553
59.0,95.0,-1.0,7.3553
59.0,96.0,1.0,6.582
60.0,96.0,-1.0,6.582
59.0,97.0,1.0,6.3624
61.0,97.0,-1.0,6.3624
59.0,98.0,1.0,26.986
63.0,98.0,-1.0,26.986
60.0,99.0,1.0,71.346
61.0,99.0,-1.0,71.346
60.0,100.0,1.0,17.008
62.0,100.0,-1.0,17.008
61.0,101.0,1.0,25.377
62.0,101.0,-1.0,25.377
61.0,102.0,1.0,37.882
64.0,102.0,-1.0,37.882
62.0,103.0,1.0,4.3734
66.0,103.0,-1.0,4.3734
62.0,104.0,1.0,8.1507
67.0,104.0,-1.0,8.1507
63.0,105.0,1.0,49.633
64.0,105.0,-1.0,49.633
64.0,106.0,1.0,32.852
65.0,106.0,-1.0,32.852
65.0,107.0,1.0,28.906
66.0,107.0,-1.0,28.906
65.0,108.0,1.0,62.038
68.0,108.0,-1.0,62.038
66.0,109.0,1.0,9.3947
67.0,109.0,-1.0,9.3947
68.0,110.0,1.0,28.906
69.0,110.0,-1.0,28.906
68.0,111.0,1.0,49.136
81.0,111.0,-1.0,49.136
68.0,112.0,1.0,245.19
116.0,112.0,-1.0,245.19
69.0,113.0,1.0,7.4579
70.0,113.0,-1.0,7.4579
69.0,114.0,1.0,7.3831
75.0,114.0,-1.0,7.3831
69.0,115.0,1.0,9.0536
77.0,115.0,-1.0,9.0536
70.0,116.0,1.0,26.531
71.0,116.0,-1.0,26.531
70.0,117.0,1.0,6.9226
74.0,117.0,-1.0,6.9226
70.0,118.0,1.0,6.4939
75.0,118.0,-1.0,6.4939
71.0,119.0,1.0,5.2342
72.0,119.0,-1.0,5.2342
71.0,120.0,1.0,21.253
73.0,120.0,-1.0,21.253
74.0,121.0,1.0,22.56
75.0,121.0,-1.0,22.56
75.0,122.0,1.0,4.5878
77.0,122.0,-1.0,4.5878
75.0,123.0,1.0,19.058
118.0,123.0,-1.0,19.058
76.0,124.0,1.0,6.1989
77.0,124.0,-1.0,6.1989
76.0,125.0,1.0,16.851
118.0,125.0,-1.0,16.851
77.0,126.0,1.0,73.855
78.0,126.0,-1.0,73.855
77.0,127.0,1.0,27.194
80.0,127.0,-1.0,27.194
77.0,128.0,1.0,10.448
82.0,128.0,-1.0,10.448
78.0,129.0,1.0,39.029
79.0,129.0,-1.0,39.029
79.0,130.0,1.0,13.54
80.0,130.0,-1.0,13.54
80.0,131.0,1.0,28.906
81.0,131.0,-1.0,28.906
80.0,132.0,1.0,5.292
96.0,132.0,-1.0,5.292
80.0,133.0,1.0,10.311
97.0,133.0,-1.0,10.311
80.0,134.0,1.0,8.8304
98.0,134.0,-1.0,8.8304
80.0,135.0,1.0,4.6295
99.0,135.0,-1.0,4.6295
82.0,136.0,1.0,24.955
83.0,136.0,-1.0,24.955
82.0,137.0,1.0,17.256
96.0,137.0,-1.0,17.256
83.0,138.0,1.0,6.1884
84.0,138.0,-1.0,6.1884
83.0,139.0,1.0,6.2308
85.0,139.0,-1.0,6.2308
84.0,140.0,1.0,12.767
85.0,140.0,-1.0,12.767
85.0,141.0,1.0,7.5211
86.0,141.0,-1.0,7.5211
85.0,142.0,1.0,9.4409
88.0,142.0,-1.0,9.4409
85.0,143.0,1.0,5.6721
89.0,143.0,-1.0,5.6721
86.0,144.0,1.0,4.7336
87.0,144.0,-1.0,4.7336
88.0,145.0,1.0,13.529
89.0,145.0,-1.0,13.529
89.0,146.0,1.0,14.433
90.0,146.0,-1.0,14.433
89.0,147.0,1.0,25.026
92.0,147.0,-1.0,25.026
90.0,148.0,1.0,10.951
91.0,148.0,-1.0,10.951
91.0,149.0,1.0,7.1956
92.0,149.0,-1.0,7.1956
92.0,150.0,1.0,10.793
