22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,160,117,110,24,131,26,31,38,10,103,47,2,134,13,17,37,67,136,101,14,55,158,46,85,12,114,51,86,97,128,98,3,77,33,6,148,20,28,93,99,74,78,72,100,165,41,91,5,119,81,107,19,154,92,109,32,115,54,23,34,120,7
