22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,24,2,39,108,52,47,135,77,143,109,149,157,68,145,99,152,66,130,163,95,58,84,92,119,46,45,111,21,86,127,20,64,18,139,38
