22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,71,18,107,89,12,57,35,96,14,114,154,117,2,20,69,104,23,94,7,33,109,40,139,93,51,108,140,37,43,87,90,135,119,130,24,80,30,5,100,19,11,103,38,126,44,152,111,77,131,98,147,115,123,153,6,4,163,39,101,72,120,27,124,48,16,155
