22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,79,148,109,77,96,94,110,72,15,3,75,33,17,120,4,12,81,101,84,143,142,162,100,18,119,11,16,66,20,126,19,89,92,40,5,145,121,31,32,37,153,123,128,55,23,85,64,141,130,136,69,159,39,36,45,86,161,115
