22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,118,163,17,9,134,148,8,152,87,14,92,128,48,88,49,13,122,19,20,71,91,38,5,124,7,115,81,35,149,67,131,15,36,96,98,68,101,39,105,135,120,97,57,90,102,29,110,77,114,23,59,119,41,103,43,44,156,78,66,37,26,111,52,32
