22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,119,135,117,102,111,39,82,23,155,18,80,133,81,6,88,131,134,153,75,59,58,145,71,36,100,89,114,123,7,16,29,63,5,143,104
