22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,16,26,135,97,23,115,130,57,18,38,145,67,43,102,163,15,88,45,37,153,81,77,75,119,19,35,104,31,160,108,71,32,85,136,44,40,123,30,109,7,42,47,133,33,6,100,49,64,110,152,74,141,125
