22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,155,38,130,32,118,139,23,134,76,6,71,47,40,159,117,26,135,57,8,80,111,1,72,69,74,37,12,119,5,14,165,147,97,79,93,84,123,92,43,164,120,148,96,115,109,104,58,94,162,103,153,158,154,86,63,50,131,46,45,67,110,20,156,30,19
