22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,6,8,3,88,130,148,111,158,107,139,54,47,27,23,117,104,43,91,31,93,40,1,153,52,33,19,35,9,69,143,115,95,49,84,135,96,58,53,65,29,133,109,18,86,20,145,94,124,125,163,26,71,76,97,99,17,41,122,60,157,77,108,156,72,154,83,48,128
