22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,33,10,115,7,118,96,35,30,83,84,87,5,18,68,82,92,12,40,98,26,155,93,109,37,125,78,157,153,141,1,124,123,160,152,162,57,2,51,21,65,111,39,23,63,110
