22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,1,111,3,109,17,74,44,19,38,89,110,139,153,39,163,27,2,83,43,33,155,32,20,13,15,52,102,82,96,165,142,55,85,66,101,126,117,47,57,37,134,152,78,65,60,63,31,125,93,162,86,94,45,26,92,72,14,23,10,145
