22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,114,131,37,33,154,99,23,5,125,12,117,135,21,101,47,66,17,136,7,15,20,49,140,94,78,119,105,14,86,142,164,39,160,95,80,139,83,26,61
