22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,117,17,8,71,110,57,130,37,147,141,91,83,109,11,115,139,97,143,111,108,100,157,136,16,6,59,103,48,161,153,114,122,14,51,10,5,27,163,50,88,18,42,140,119,92,45,30,23,164,77,67,78,156,76,127,26,38
