22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,154,18,16,57,63,109,48,139,68,119,38,78,80,19,1,118,77,54,110,89,32,148,90,128,72,163,97,115,66,40,61,82,9,117,162,149,14,5,21,39,160,130,24,161,76,105,49,15,133,157,31,30,43,123,67,145,7,101,46,107,99,29,34,135,20,104,45,131,47
