22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,100,67,109,14,159,23,99,68,121,95,106,17,147,108,157,2,84,145,4,66,11,28,163,48,94,1,93,69,114,5,156,92,9,8,119,16,10,27,131,122,29,82,127,61,75,104,141,31,110,15,50,55,96,64,24,111,19,18,130,134,103,21,164,12,52,135,43,133,87,36
