22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,11,71,1,5,2,84,114,154,101,63,147,122,110,21,8,127,86,96,33,49,57,103,99,123,93,14,88,115,164,139,145,159,10,111,75,162,94,69,72,9,97,23,27,30,50,4
