22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,34,133,120,121,59,61,95,72,127,110,68,152,50,74,90,6,45,77,31,86,78,38,20,100,92,9,114,63,42,67,153,7,23,4,106,37,130,125,83,154,21,124,101,24,156,128,51,58,131,17,158,122,115,143,103,53
