22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,115,110,54,57,68,20,149,148,152,100,119,1,114,11,39,19,23,16,161,87,63,43,15,111,24,141,163,46,51,135,60,59,107,92,134,8,91,96,130,17,128,2,81,90,85,72,44,118
