22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
22,25,56,62,70,73,112,113,116,129,132,137,138,144,146,150,151,76,109,5,18,149,94,1,3,122,108,118,145,84,35,96,104,15,157,31,92,17,40,47,6,20,164,133,163,102,41,110,74,30,88,79,100,154,67,78,125,131,12,39,115,19,43,106,26,52,50,80,45,103,13,60,42,114,160
