1.0,1.0,1.0,32.83
2.0,1.0,-1.0,32.83
1.0,2.0,1.0,10.584
15.0,2.0,-1.0,10.584
1.0,3.0,1.0,4.6295
16.0,3.0,-1.0,4.6295
1.0,4.0,1.0,8.8304
17.0,4.0,-1.0,8.8304
2.0,5.0,1.0,10.477
3.0,5.0,-1.0,10.477
3.0,6.0,1.0,24.983
4.0,6.0,-1.0,24.983
3.0,7.0,1.0,17.256
15.0,7.0,-1.0,17.256
4.0,8.0,1.0,6.1884
5.0,8.0,-1.0,6.1884
4.0,9.0,1.0,6.2308
6.0,9.0,-1.0,6.2308
4.0,10.0,1.0,4.2354
18.0,10.0,-1.0,4.2354
5.0,11.0,1.0,12.767
6.0,11.0,-1.0,12.767
6.0,12.0,1.0,9.4409
7.0,12.0,-1.0,9.4409
6.0,13.0,1.0,5.5666
8.0,13.0,-1.0,5.5666
7.0,14.0,1.0,13.529
8.0,14.0,-1.0,13.529
7.0,15.0,1.0,15.959
29.0,15.0,-1.0,15.959
8.0,16.0,1.0,19.069
9.0,16.0,-1.0,19.069
9.0,17.0,1.0,5.6815
10.0,17.0,-1.0,5.6815
9.0,18.0,1.0,10.793
11.0,18.0,-1.0,10.793
9.0,19.0,1.0,3.2338
12.0,19.0,-1.0,3.2338
9.0,20.0,1.0,5.7923
13.0,20.0,-1.0,5.7923
9.0,21.0,1.0,8.8285
55.0,21.0,-1.0,8.8285
10.0,22.0,1.0,7.5597
12.0,22.0,-1.0,7.5597
10.0,23.0,1.0,15.102
51.0,23.0,-1.0,15.102
11.0,24.0,1.0,12.501
13.0,24.0,-1.0,12.501
11.0,25.0,1.0,1.398
41.0,25.0,-1.0,1.398
11.0,26.0,1.0,6.8225
43.0,26.0,-1.0,6.8225
12.0,27.0,1.0,15.757
13.0,27.0,-1.0,15.757
12.0,28.0,1.0,11.725
16.0,28.0,-1.0,11.725
12.0,29.0,1.0,5.3247
17.0,29.0,-1.0,5.3247
13.0,30.0,1.0,21.09
14.0,30.0,-1.0,21.09
13.0,31.0,1.0,10.501
15.0,31.0,-1.0,10.501
13.0,32.0,1.0,5.8498
49.0,32.0,-1.0,5.8498
14.0,33.0,1.0,16.654
15.0,33.0,-1.0,16.654
14.0,34.0,1.0,15.117
46.0,34.0,-1.0,15.117
15.0,35.0,1.0,10.049
45.0,35.0,-1.0,10.049
18.0,36.0,1.0,1.0048
19.0,36.0,-1.0,1.0048
19.0,37.0,1.0,1.6167
20.0,37.0,-1.0,1.6167
20.0,38.0,1.0,1.2344
21.0,38.0,-1.0,1.2344
21.0,39.0,1.0,6.1237
22.0,39.0,-1.0,6.1237
22.0,40.0,1.0,46.194
23.0,40.0,-1.0,46.194
22.0,41.0,1.0,23.812
38.0,41.0,-1.0,23.812
23.0,42.0,1.0,2.75
24.0,42.0,-1.0,2.75
24.0,43.0,1.0,1.659
25.0,43.0,-1.0,1.659
24.0,44.0,1.0,20.27
26.0,44.0,-1.0,20.27
25.0,45.0,1.0,3.422
30.0,45.0,-1.0,3.422
26.0,46.0,1.0,2.7687
27.0,46.0,-1.0,2.7687
27.0,47.0,1.0,7.3837
28.0,47.0,-1.0,7.3837
28.0,48.0,1.0,11.304
29.0,48.0,-1.0,11.304
29.0,49.0,1.0,3.3535
52.0,49.0,-1.0,3.3535
30.0,50.0,1.0,1.4068
31.0,50.0,-1.0,1.4068
31.0,51.0,1.0,0.91286
32.0,51.0,-1.0,0.91286
32.0,52.0,1.0,12.709
33.0,52.0,-1.0,12.709
32.0,53.0,1.0,1.0762
34.0,53.0,-1.0,1.0762
34.0,54.0,1.0,8.8757
35.0,54.0,-1.0,8.8757
35.0,55.0,1.0,11.347
36.0,55.0,-1.0,11.347
36.0,56.0,1.0,16.785
37.0,56.0,-1.0,16.785
36.0,57.0,1.0,15.171
40.0,57.0,-1.0,15.171
37.0,58.0,1.0,6.9978
38.0,58.0,-1.0,6.9978
37.0,59.0,1.0,18.878
39.0,59.0,-1.0,18.878
38.0,60.0,1.0,13.741
44.0,60.0,-1.0,13.741
38.0,61.0,1.0,14.621
48.0,61.0,-1.0,14.621
38.0,62.0,1.0,3.9727
49.0,62.0,-1.0,3.9727
39.0,63.0,1.0,0.75307
57.0,63.0,-1.0,0.75307
40.0,64.0,1.0,0.87351
56.0,64.0,-1.0,0.87351
41.0,65.0,1.0,2.1109
42.0,65.0,-1.0,2.1109
41.0,66.0,1.0,2.4272
43.0,66.0,-1.0,2.4272
41.0,67.0,1.0,0.90414
56.0,67.0,-1.0,0.90414
42.0,68.0,1.0,2.0766
56.0,68.0,-1.0,2.0766
44.0,69.0,1.0,6.4288
45.0,69.0,-1.0,6.4288
46.0,70.0,1.0,13.196
47.0,70.0,-1.0,13.196
47.0,71.0,1.0,26.655
48.0,71.0,-1.0,26.655
48.0,72.0,1.0,5.4669
49.0,72.0,-1.0,5.4669
49.0,73.0,1.0,5.614
50.0,73.0,-1.0,5.614
50.0,74.0,1.0,3.254
51.0,74.0,-1.0,3.254
52.0,75.0,1.0,6.3529
53.0,75.0,-1.0,6.3529
53.0,76.0,1.0,2.604
54.0,76.0,-1.0,2.604
54.0,77.0,1.0,2.786
55.0,77.0,-1.0,2.786
56.0,78.0,1.0,2.6564
57.0,78.0,-1.0,2.6564
