Authors	records	% of 838
LIEBER CM	8	0.955
ALLIS CD	5	0.597
CUI Y	4	0.477
ERTL G	4	0.477
SCHON JH	4	0.477
ALIVISATOS AP	3	0.358
CLUTTON-BROCK TH	3	0.358
COSSART P	3	0.358
COX DR	3	0.358
DUAN XF	3	0.358
EISEN JA	3	0.358
HUANG Y	3	0.358
KROMER B	3	0.358
MCKNIGHT SL	3	0.358
POREDA RJ	3	0.358
ROBINSON M	3	0.358
SMITH DE	3	0.358
TESSIER-LAVIGNE M	3	0.358
WEAVER HA	3	0.358
WILSON IA	3	0.358
ZUBER MT	3	0.358
ANONYMOUS	2	0.239
ATLAS EL	2	0.239
AWSCHALOM DD	2	0.239
BARTEL DP	2	0.239
BATLOGG B	2	0.239
BECKER L	2	0.239
BRENNER M	2	0.239
BRODERSEN DE	2	0.239
BROTHERTON PNM	2	0.239
BROWN JH	2	0.239
BROWN MG	2	0.239
BUSHNELL DA	2	0.239
CACHERO TG	2	0.239
CAO YW	2	0.239
CARTER AP	2	0.239
CAUDY AA	2	0.239
CHAPMAN C	2	0.239
CHEN LF	2	0.239
CHEUNG CL	2	0.239
CHOW DC	2	0.239
CLARK NA	2	0.239
CLAVERIE JM	2	0.239
CLEMONS WM	2	0.239
COHEN JC	2	0.239
COHEN JD	2	0.239
COMBI MR	2	0.239
CRAMER P	2	0.239
CRAWLEY MJ	2	0.239
DAVIS RW	2	0.239
DEKKER C	2	0.239
DENG XW	2	0.239
DESHAIES RJ	2	0.239
DEVREOTES P	2	0.239
DOMINGUEZ R	2	0.239
EDWARDS RL	2	0.239
ELLEDGE SJ	2	0.239
FALKOWSKI PG	2	0.239
FELDMAN PD	2	0.239
FESTOU MC	2	0.239
FIELD CB	2	0.239
FRITH CD	2	0.239
GARCIA KC	2	0.239
GRAY WM	2	0.239
GREENE WC	2	0.239
GRENFELL BT	2	0.239
GREWAL SIS	2	0.239
HALLIDAY AN	2	0.239
HARTL DL	2	0.239
HAWKESWORTH C	2	0.239
HE XL	2	0.239
HEMLEY RJ	2	0.239
HUANG JL	2	0.239
HUANG W	2	0.239
HUTTON M	2	0.239
INGUSCIO M	2	0.239
IRION R	2	0.239
ITANO WM	2	0.239
JACOB HJ	2	0.239
JONES AM	2	0.239
KANWISHER N	2	0.239
KARIN M	2	0.239
KATO T	2	0.239
KIM KS	2	0.239
KIM M	2	0.239
KLOC C	2	0.239
KOBAYASHI A	2	0.239
KORNBERG RD	2	0.239
KRAMER A	2	0.239
KRONENBERG M	2	0.239
KUNIHOLM PI	2	0.239
LANE WS	2	0.239
LEE DC	2	0.239
LEE JS	2	0.239
LEHRACH H	2	0.239
LEIBLER S	2	0.239
LEWIS J	2	0.239
LEWIS MR	2	0.239
LI H	2	0.239
LISSE CM	2	0.239
LIU X	2	0.239
LIU XH	2	0.239
LLOYD AC	2	0.239
LYAPINA S	2	0.239
MANNING SW	2	0.239
MAO HK	2	0.239
MARLIERE P	2	0.239
MARTIN TFJ	2	0.239
MATSUMOTO K	2	0.239
MCCULLOCH MT	2	0.239
MCILRATH GM	2	0.239
MEECH KJ	2	0.239
MITCHELL M	2	0.239
MONNIN E	2	0.239
MURCHIE S	2	0.239
NELSON D	2	0.239
NEUMANN GA	2	0.239
NEWTON MW	2	0.239
NOHARA M	2	0.239
O'BRIEN SJ	2	0.239
OLIVIER M	2	0.239
OUYANG M	2	0.239
PAABO S	2	0.239
PARK HK	2	0.239
PAULSEN IT	2	0.239
POLLARD TD	2	0.239
POO MM	2	0.239
PROCKTER L	2	0.239
RAMAKRISHNAN V	2	0.239
REICK M	2	0.239
ROSSANT J	2	0.239
ROTERMUND HH	2	0.239
RUSSELL AF	2	0.239
SALZBERG SL	2	0.239
SATO S	2	0.239
SCHREIBER RD	2	0.239
SCOTT ML	2	0.239
SERINO G	2	0.239
SMITH JM	2	0.239
STEIN E	2	0.239
STEITZ JA	2	0.239
STRAHL BD	2	0.239
