Authors	records	% of 212
ARMSTRONG BG	4	1.887
HAINES A	4	1.887
PETO R	4	1.887
SMITH RD	4	1.887
TONNE C	4	1.887
ANTMAN EM	3	1.415
BAIGENT C	3	1.415
BRAUNWALD E	3	1.415
CALVERLEY PMA	3	1.415
CHALABI Z	3	1.415
CHOPRA M	3	1.415
JEWKES R	3	1.415
KITCHENER H	3	1.415
LEE K	3	1.415
POCOCK SJ	3	1.415
ROBERTS I	3	1.415
SMITH KR	3	1.415
WILKINSON P	3	1.415
ALBAIN KS	2	0.943
AMOS C	2	0.943
AMROLIA PJ	2	0.943
BARRETT M	2	0.943
BARRON P	2	0.943
BESSELL E	2	0.943
BOREHAM J	2	0.943
BRADSHAW D	2	0.943
BRUCE N	2	0.943
CARNEIRO I	2	0.943
CHANDRAMOHAN D	2	0.943
CHEN CS	2	0.943
CHEN J	2	0.943
CHEN JC	2	0.943
CHERIAN T	2	0.943
CHURCHYARD GJ	2	0.943
COHEN A	2	0.943
COLLINS R	2	0.943
COOVADIA H	2	0.943
COUTURE J	2	0.943
DANGOUR AD	2	0.943
DAVIES M	2	0.943
DE BACKER G	2	0.943
DE BACQUER D	2	0.943
DELORIA-KNOLL M	2	0.943
DEYO RA	2	0.943
DRAGER N	2	0.943
DUBIN G	2	0.943
DUDEK D	2	0.943
EGGER M	2	0.943
EMBERSON J	2	0.943
FABBRI LM	2	0.943
FLISHER AJ	2	0.943
FORD N	2	0.943
GAZIANO M	2	0.943
GIACAMAN R	2	0.943
GIBSON CM	2	0.943
GILBERT R	2	0.943
GOTTLIEB A	2	0.943
GREENWOOD B	2	0.943
GRIEVE R	2	0.943
GROBBEE DE	2	0.943
GROOME M	2	0.943
HE J	2	0.943
HENKLE E	2	0.943
HENNEKENS C	2	0.943
HOSSAIN MA	2	0.943
HUANG JF	2	0.943
IMAI K	2	0.943
JOKELA M	2	0.943
KARIM QA	2	0.943
KARIM SSA	2	0.943
KELLY TN	2	0.943
KHANNA S	2	0.943
KHATIB R	2	0.943
