Authors	records	% of 268
ABOUZAHR C	4	1.493
LAZZARIN A	4	1.493
LOPEZ AD	4	1.493
WILKINSON P	4	1.493
GUREJE O	3	1.119
HILL K	3	1.119
KATLAMA C	3	1.119
LIM SS	3	1.119
MILLS EJ	3	1.119
PAAVONEN J	3	1.119
PATEL V	3	1.119
ROTHWELL PM	3	1.119
SHIBUYA K	3	1.119
SINGH S	3	1.119
SMITH KR	3	1.119
SZRETER S	3	1.119
ADAMI J	2	0.746
AL-KHARUSI AM	2	0.746
ALWAIDH M	2	0.746
APPLETON R	2	0.746
BAJETTA E	2	0.746
BAKER GA	2	0.746
BARR E	2	0.746
BEAGLEHOLE R	2	0.746
BELLISSANT E	2	0.746
BERAL V	2	0.746
BEYRER C	2	0.746
BLACK RE	2	0.746
BOSCH FX	2	0.746
BRYAN J	2	0.746
CAMPBELL M	2	0.746
CHADWICK DW	2	0.746
CHISHOLM D	2	0.746
CLOTET B	2	0.746
COCKERELL OC	2	0.746
COOPER PN	2	0.746
COOVADIA HM	2	0.746
COULLARE F	2	0.746
CRAMP C	2	0.746
DALESIO O	2	0.746
DE SMEDT G	2	0.746
DOUGHTY J	2	0.746
EATON B	2	0.746
FISHER M	2	0.746
GAKIDOU E	2	0.746
GAMBLE C	2	0.746
GAZIANO TA	2	0.746
GILES MF	2	0.746
GOULDING PJ	2	0.746
GREEN J	2	0.746
GRINSZTEJN B	2	0.746
GROBBEE DE	2	0.746
HAINES A	2	0.746
HALL WD	2	0.746
HARPER DM	2	0.746
HAUBRICH R	2	0.746
HERNANDEZ-AVILA M	2	0.746
HOWELL SJL	2	0.746
HUGHES A	2	0.746
JACKSON M	2	0.746
JACOBY A	2	0.746
JHA P	2	0.746
JOHNSON M	2	0.746
JUNI P	2	0.746
KAUFMANN M	2	0.746
KELLETT M	2	0.746
KITAMURA S	2	0.746
KOK FJ	2	0.746
KUNZLI N	2	0.746
LAWSON GR	2	0.746
LEACH JP	2	0.746
LEFEBVRE E	2	0.746
MACFARLANE SB	2	0.746
MADRUGA JV	2	0.746
MARSON AG	2	0.746
MARTIN C	2	0.746
MCMICHAEL AJ	2	0.746
MEIER B	2	0.746
MITCHELL P	2	0.746
MOLL A	2	0.746
MURRAY CJL	2	0.746
NICOLAIDES P	2	0.746
NOTZON FC	2	0.746
NYREN O	2	0.746
PEETERS M	2	0.746
PEREZ G	2	0.746
POCOCK SJ	2	0.746
PRENTICE AM	2	0.746
REDDY KS	2	0.746
ROBERTS I	2	0.746
ROBERTS R	2	0.746
RODGERS A	2	0.746
SAITO Y	2	0.746
SCHRAPPE M	2	0.746
SHACKLEY P	2	0.746
SHEN J	2	0.746
SMITH CT	2	0.746
SMITH DF	2	0.746
SMITH I	2	0.746
SMITH PEM	2	0.746
STARY J	2	0.746
STOLTZFUS RJ	2	0.746
