Authors	records	% of 41851
AMIDEI D	183	0.437
WILSON R	180	0.430
BARNETT BA	174	0.416
ALAM MS	172	0.411
POLING R	171	0.409
BODEK A	170	0.406
KASS R	170	0.406
KAGAN H	169	0.404
ERREDE S	168	0.401
HAUSER J	168	0.401
THORNDIKE EH	168	0.401
PETERSON D	163	0.389
STONE S	163	0.389
CSORNA SE	162	0.387
EHRLICH R	162	0.387
HARTILL DL	162	0.387
KREINICK DL	162	0.387
MISTRY NB	162	0.387
TIPTON P	162	0.387
BEBEK C	161	0.385
CASSEL DG	161	0.385
AVERY P	160	0.382
BERKELMAN K	160	0.382
NORDBERG E	160	0.382
SADOFF AJ	160	0.382
SLIWA K	160	0.382
BINKLEY M	159	0.380
KONDO K	159	0.380
DEVLIN T	158	0.378
FOSTER GW	158	0.378
GITTELMAN B	158	0.378
LOCKYER N	158	0.378
BERETVAS A	157	0.375
CASTRO A	157	0.375
HANDLER R	156	0.373
KUBOTA Y	156	0.373
PLUNKETT R	155	0.370
PONDROM L	155	0.370
SAKUMOTO WK	155	0.370
TAKAHASHI T	155	0.370
WYSS J	155	0.370
BEAN A	154	0.368
MORITA Y	154	0.368
SINERVO P	154	0.368
BORTOLETTO D	153	0.366
ELIAS JE	153	0.366
HELTSLEY BK	153	0.366
MATTHEWS JAJ	153	0.366
MONETI GC	153	0.366
WILLIAMS HH	153	0.366
CARLSMITH D	152	0.363
HARA K	152	0.363
MUKHERJEE A	152	0.363
YEH GP	152	0.363
BARNES VE	151	0.361
BELLETTINI G	151	0.361
FUKUI Y	151	0.361
GOULIANOS K	151	0.361
HABER C	151	0.361
KIRSCH L	151	0.361
LAASANEN AT	151	0.361
NODULMAN L	151	0.361
WEBB R	151	0.361
BISELLO D	150	0.358
CAMPBELL M	150	0.358
GOLD M	150	0.358
LORETI M	150	0.358
MAESHIMA K	150	0.358
PROUDFOOT J	150	0.358
TAKIKAWA K	150	0.358
BELFORTE S	149	0.356
BLOCKER C	149	0.356
BYRUM KL	149	0.356
CHIARELLI G	149	0.356
COOPER J	149	0.356
CORDELLI M	149	0.356
DEMORTIER L	149	0.356
FREEMAN J	149	0.356
GARFINKEL AF	149	0.356
HAHN SR	149	0.356
HARRIS RM	149	0.356
HOLLEBEEK R	149	0.356
JOSHI U	149	0.356
KAMON T	149	0.356
NAKANO I	149	0.356
PAOLETTI R	149	0.356
PATRICK J	149	0.356
PUNZI G	149	0.356
RIMONDI F	149	0.356
RISTORI L	149	0.356
SCHLABACH P	149	0.356
SCHMIDT EE	149	0.356
SCRIBANO A	149	0.356
SEGLER S	149	0.356
SHOCHET M	149	0.356
TOLLESTRUP A	149	0.356
WAGNER RL	149	0.356
WATTS T	149	0.356
WEINSTEIN AJ	149	0.356
APOLLINARI G	148	0.354
BELLINGER J	148	0.354
BRANDENBURG G	148	0.354
CARITHERS W	148	0.354
CIHANGIR S	148	0.354
FLAUGHER B	148	0.354
GRAY SW	148	0.354
HUTH J	148	0.354
KEPHART R	148	0.354
MCINTYRE P	148	0.354
MISCETTI S	148	0.354
SANSONI A	148	0.354
SIEGRIST J	148	0.354
STEFANINI A	148	0.354
WAGNER RG	148	0.354
YOH J	148	0.354
ZETTI F	148	0.354
BEDESCHI F	147	0.351
BENSINGER J	147	0.351
CHAPMAN J	147	0.351
FRANKLIN M	147	0.351
GIANNETTI P	147	0.351
KINOSHITA K	147	0.351
KUHLMANN SE	147	0.351
MENZIONE A	147	0.351
MILLER DH	147	0.351
PHILLIPS TJ	147	0.351
UKEGAWA F	147	0.351
BESSON D	146	0.349
SNIDER FD	146	0.349
BEHRENDS S	145	0.346
VIDAL R	145	0.346
MISHINA M	144	0.344
YAMAMOTO H	144	0.344
JENSEN H	143	0.342
BERGE JP	142	0.339
BUDD HS	142	0.339
DEJONGH F	142	0.339
KANDASWAMY J	142	0.339
LISS TM	142	0.339
RAGAN K	142	0.339
RILEY D	142	0.339
BACCHETTA N	141	0.337
SKUBIC P	141	0.337
SMITH JG	141	0.337
WOLINSKI J	141	0.337
CLARK AG	140	0.335
FORD WT	140	0.335
GIROMINI P	140	0.335
GLADNEY L	140	0.335
HOLLOWAY L	140	0.335
