Authors	records	% of 899
COLLINS FH	6	0.667
WANG J	5	0.556
KAFATOS FC	4	0.445
MIRKIN CA	4	0.445
REES DC	4	0.445
SALZBERG SL	4	0.445
WHITESIDES GM	4	0.445
ADAMS MD	3	0.334
BIRNEY E	3	0.334
BLASS C	3	0.334
BORK P	3	0.334
CHRISTOPHIDES GK	3	0.334
DEISENHOFER J	3	0.334
DIETZ HC	3	0.334
DILLIN A	3	0.334
EISAKI H	3	0.334
GU ZP	3	0.334
HEMLEY RJ	3	0.334
HOLT RA	3	0.334
KENYON C	3	0.334
KRAFT CL	3	0.334
LAI ZW	3	0.334
LETUNIC I	3	0.334
LI J	3	0.334
LIU Y	3	0.334
MURAMATSU M	3	0.334
MYERS EW	3	0.334
PARK SJ	3	0.334
ROSENFELD MG	3	0.334
SUTTON GG	3	0.334
UCHIDA S	3	0.334
WIDES R	3	0.334
YANDELL M	3	0.334
ZHANG Y	3	0.334
AEPPLI G	2	0.222
AJAYAN PM	2	0.222
ARAVIND L	2	0.222
ATWOOD JL	2	0.222
BACHILO SM	2	0.222
BADEN H	2	0.222
BALTIMORE D	2	0.222
BARBOUR LJ	2	0.222
BARILLAS-MURY C	2	0.222
BARNSTEAD M	2	0.222
BASSEL-DUBY R	2	0.222
BENNER LAM	2	0.222
BENOIST C	2	0.222
BERSON DM	2	0.222
BOESCH C	2	0.222
BOLANOS R	2	0.222
BOONE C	2	0.222
BOYNTON WV	2	0.222
BRENNER MB	2	0.222
BREY PT	2	0.222
BROWN M	2	0.222
BROWN MS	2	0.222
BURGESS R	2	0.222
CAI S	2	0.222
CARTIGNY P	2	0.222
CASEY WH	2	0.222
CENTER A	2	0.222
CHAPMAN J	2	0.222
CHARLAB R	2	0.222
CHEN JY	2	0.222
CHRYSTAL MA	2	0.222
COHEN P	2	0.222
COLUZZI M	2	0.222
COOPER A	2	0.222
CRAVCHIK A	2	0.222
DANA A	2	0.222
DARST SA	2	0.222
DAVIS JC	2	0.222
DEHAL P	2	0.222
DELLA TORRE A	2	0.222
DESHAIES RJ	2	0.222
DETTER C	2	0.222
DICKSON JAD	2	0.222
DIMOPOULOS G	2	0.222
DOGGETT N	2	0.222
DUSTIN ML	2	0.222
EBBESEN TW	2	0.222
EINSLE O	2	0.222
ELOWITZ MB	2	0.222
ERDJUMENT-BROMAGE H	2	0.222
EVANGELISTA M	2	0.222
EVANS CA	2	0.222
FELDMAN MW	2	0.222
FELDMAN WC	2	0.222
FENG CG	2	0.222
FEYEREISEN R	2	0.222
FRASER CM	2	0.222
FRISCHMEYER PA	2	0.222
GASNAULT O	2	0.222
GHOSH P	2	0.222
GIORGINI JD	2	0.222
GLIMCHER LH	2	0.222
GOLDSTEIN JL	2	0.222
GOSELE U	2	0.222
GREENBERG ME	2	0.222
GREWAL SIS	2	0.222
GRINVALD A	2	0.222
GUAN P	2	0.222
GURNIS M	2	0.222
HAFEN E	2	0.222
HALL IM	2	0.222
