Authors	records	% of 69670
LI J	382	0.548
BANERJEE S	359	0.515
ALAM MS	338	0.485
KASS R	330	0.474
KAGAN H	329	0.472
AMIDEI D	321	0.461
HARA K	319	0.458
FORD WT	314	0.451
SMITH JG	314	0.451
GLADNEY L	313	0.449
BARNETT BA	312	0.448
BODEK A	311	0.446
ERREDE S	306	0.439
KONDO K	303	0.435
HOCKER A	301	0.432
JESSOP CP	300	0.431
TIPTON P	300	0.431
SLIWA K	298	0.428
BINKLEY M	297	0.426
CASTRO A	297	0.426
EIGEN G	297	0.426
SAKUMOTO WK	296	0.425
BERETVAS A	295	0.423
ZHANG J	295	0.423
MUKHERJEE A	293	0.421
NAKANO I	292	0.419
PONDROM L	292	0.419
BORTOLETTO D	291	0.418
LEE J	291	0.418
SINERVO P	291	0.418
WILLIAMS HH	291	0.418
CARLSMITH D	290	0.416
YEH GP	290	0.416
BARNES VE	289	0.415
BELLETTINI G	289	0.415
GOULIANOS K	289	0.415
HABER C	289	0.415
KIRSCH L	289	0.415
LAASANEN AT	289	0.415
MAESHIMA K	289	0.415
NODULMAN L	289	0.415
TANAKA M	289	0.415
BISELLO D	288	0.413
CAMPBELL M	288	0.413
GOLD M	288	0.413
KAMON T	288	0.413
LORETI M	288	0.413
PROUDFOOT J	288	0.413
BLOCKER C	287	0.412
BYRUM KL	287	0.412
CHIARELLI G	287	0.412
CORDELLI M	287	0.412
DEMORTIER L	287	0.412
GARFINKEL AF	287	0.412
HAHN SR	287	0.412
HARRIS RM	287	0.412
PATRICK J	287	0.412
PUNZI G	287	0.412
RIMONDI F	287	0.412
RISTORI L	287	0.412
SCHLABACH P	287	0.412
SCHMIDT EE	287	0.412
SCRIBANO A	287	0.412
SHOCHET M	287	0.412
WAGNER RL	287	0.412
APOLLINARI G	286	0.411
BELLINGER J	286	0.411
WAGNER RG	286	0.411
YOH J	286	0.411
BEDESCHI F	285	0.409
GIANNETTI P	285	0.409
MENZIONE A	285	0.409
PHILLIPS TJ	285	0.409
UKEGAWA F	285	0.409
FRANKLIN M	284	0.408
SNIDER FD	284	0.408
HAUSER J	283	0.406
VIDAL R	283	0.406
KEPHART R	282	0.405
OLSEN J	282	0.405
BUDD HS	280	0.402
KATO Y	280	0.402
BAUER G	278	0.399
SEIYA Y	278	0.399
YOSHIDA T	278	0.399
DERWENT PF	277	0.398
HONSCHEID K	277	0.398
TKACZYK S	277	0.398
WICKLUND AB	277	0.398
WINER BL	277	0.398
PAULETTA G	276	0.396
CAMPAGNARI C	275	0.395
KIM SH	275	0.395
KIM YK	275	0.395
LEWIS JD	275	0.395
PAPADIMITRIOU V	275	0.395
WICKLUND E	275	0.395
MULLER T	274	0.393
WESTER WC	274	0.393
ZANETTI A	274	0.393
BUSETTO G	273	0.392
LEONE S	273	0.392
KONIGSBERG J	272	0.390
LUKENS P	272	0.390
TURINI N	272	0.390
ZUCCHELLI S	272	0.390
HANDLER R	271	0.389
PATEL PM	270	0.388
STROM D	270	0.388
WILSON P	270	0.388
BENJAMIN D	269	0.386
KIM H	269	0.386
RICHMAN JD	269	0.386
MCINTYRE P	268	0.385
RODRIGO T	267	0.383
SUZUKI T	267	0.383
PTOHOS F	266	0.382
GAN KK	265	0.380
KINOSHITA K	264	0.379
SEVERINI H	264	0.379
WANG CH	264	0.379
KIM DH	263	0.377
LINDGREN M	263	0.377
SEIDEL S	263	0.377
WU X	263	0.377
BEAN A	262	0.376
LAMMEL S	262	0.376
LONG O	262	0.376
ERREDE D	261	0.375
WARBURTON A	259	0.372
LUCCHESI D	258	0.370
SKUBIC P	257	0.369
GOSHAW AT	256	0.367
KIM SB	255	0.366
LECOMPTE T	255	0.366
MARTIN A	255	0.366
MIAO T	255	0.366
BLAIR RE	253	0.363
HUSTON J	253	0.363
MILLER R	253	0.363
OKUSAWA T	253	0.363
PAAR HP	253	0.363
SCHMIDT MP	253	0.363
KUHLMANN SE	252	0.362
ROODMAN A	252	0.362
YAGIL A	252	0.362
COCHRAN J	250	0.359
JONES M	250	0.359
BROWDER TE	249	0.357
PIACENTINO G	249	0.357
SHARMA V	249	0.357
HUFFMAN BT	248	0.356
INCANDELA J	248	0.356
BHATTI A	247	0.355
BURKETT K	247	0.355
DONATI S	247	0.355
HEINRICH J	247	0.355
YU I	247	0.355
BACCHETTA N	246	0.353
GALLINARO M	246	0.353
SHEPARD PF	246	0.353
SHIMOJIMA M	246	0.353
TENG PK	245	0.352
CONWAY J	244	0.350
DENINNO M	244	0.350
KIM HS	244	0.350
BARINGER P	243	0.349
FREY R	243	0.349
GIROMINI P	243	0.349
KROLL J	243	0.349
KRUSE M	242	0.347
MAKSIMOVIC P	242	0.347
ZHANG L	242	0.347
ANTOS J	241	0.346
MARSISKE H	241	0.346
POLING R	241	0.346
STUART D	241	0.346
TOLLEFSON K	241	0.346
BROMBERG C	240	0.344
OH SH	240	0.344
PAULINI M	240	0.344
LANKFORD AJ	239	0.343
PETERSON D	239	0.343
INNES WR	238	0.342
LAMI S	238	0.342
LUTH V	238	0.342
THORNDIKE EH	238	0.342
WISNIEWSKI WJ	238	0.342
NARSKY I	237	0.340
BRANDENBURG G	236	0.339
LYS J	236	0.339
RYD A	236	0.339
SCHUMM BA	236	0.339
EHRLICH R	235	0.337
MACFARLANE DB	235	0.337
PREPOST R	235	0.337
SCHINDLER RH	235	0.337
SPALDING J	235	0.337
BAND HR	234	0.336
LIU Y	234	0.336
SEIDEN A	234	0.336
FOSTER GW	233	0.334
PERAZZO A	233	0.334
STONE S	233	0.334
ENO S	232	0.333
HARTILL DL	232	0.333
KREINICK DL	232	0.333
CASSEL DG	231	0.332
JAMES E	231	0.332
FINOCCHIARO G	230	0.330
SADOFF AJ	230	0.330
SOFFER A	230	0.330
WILSON RJ	230	0.330
NAUENBERG U	229	0.329
AZFAR F	228	0.327
PAGLIARONE C	228	0.327
PLAYFER S	228	0.327
PRELL S	228	0.327
ABE K	227	0.326
PARK H	227	0.326
CULBERTSON R	226	0.324
KUBOTA Y	226	0.324
PICCOLO M	226	0.324
BROWN D	225	0.323
ROSER R	225	0.323
TAKIKAWA K	225	0.323
ALBROW MG	224	0.322
BELFORTE S	224	0.322
GODANG R	224	0.322
SCHELLMAN H	224	0.322
YOUNG CC	224	0.322
DITTMANN JR	223	0.320
HELTSLEY BK	223	0.320
HITLIN DG	223	0.320
LANGE DJ	223	0.320
SANTI L	223	0.320
HEUSCH CA	222	0.319
YUN JC	222	0.319
ABRAMS GS	221	0.317
WURTHWEIN F	221	0.317
ASHMANSKAS W	220	0.316
BURCHAT PR	220	0.316
MURAT P	220	0.316
NEAL H	220	0.316
VELEV G	220	0.316
WAGNER SR	220	0.316
WU J	220	0.316
BLOOM K	219	0.314
JAWAHERY A	219	0.314
SOKOLOFF MD	219	0.314
BOUDREAU J	218	0.313
GRAY SW	218	0.313
INTROZZI G	218	0.313
IZEN JM	218	0.313
TAKAHASHI T	218	0.313
VOLOBOUEV I	218	0.313
CAUZ D	217	0.311
CHEN S	217	0.311
DORIGO T	217	0.311
MILLER DH	217	0.311
ROLLI S	217	0.311
BESSON D	216	0.310
GIOKARIS N	216	0.310
YAMAMOTO RK	216	0.310
LOU XC	215	0.309
RILEY D	215	0.309
TAYLOR W	215	0.309
SCHALK T	214	0.307
SNYDER A	214	0.307
TOBACK D	214	0.307
MESSNER R	213	0.306
TERAMOTO Y	213	0.306
ASTON D	212	0.304
CALCATERRA A	212	0.304
KANDASWAMY J	212	0.304
LYNCH HL	212	0.304
MOGGI N	212	0.304
PAOLETTI R	212	0.304
RATCLIFF BN	212	0.304
SINEV NB	212	0.304
BERKELMAN K	211	0.303
CHAPMAN J	211	0.303
CIHANGIR S	211	0.303
LISS TM	211	0.303
MANCINELLI G	211	0.303
PUROHIT MV	211	0.303
ZETTI F	211	0.303
CSORNA SE	210	0.301
KORYTOV A	210	0.301
SU D	210	0.301
BOLLA G	209	0.300
BROWN DN	209	0.300
KERTH LT	208	0.299
AHMED S	207	0.297
PIEMONTESE L	207	0.297
SHAPIRO MD	207	0.297
STEELE J	207	0.297
HAPPACHER F	206	0.296
MALLIK U	206	0.296
MEADOWS BT	206	0.296
PORTER FC	206	0.296
TRISCHUK W	206	0.296
AVERY P	205	0.294
BADGETT W	205	0.294
WENZEL WA	205	0.294
CARPINELLI M	204	0.293
FIELD RC	204	0.293
SPAAN B	204	0.293
XIE Y	204	0.293
YU J	204	0.293
LYON AL	203	0.291
VASSEUR G	203	0.291
WON E	203	0.291
EISENSTEIN BI	202	0.290
KIM P	202	0.290
LOCKMAN WS	202	0.290
OGAWA S	202	0.290
VILAR R	202	0.290
EISNER AM	201	0.289
GLENZINSKI D	201	0.289
KAJFASZ E	201	0.289
KOWALEWSKI R	201	0.289
LANCASTER M	201	0.289
MARUYAMA T	201	0.289
SUMMERS DJ	201	0.289
WATTS T	201	0.289
YU Z	201	0.289
KARLINER I	200	0.287
MISCETTI S	200	0.287
WATTS G	200	0.287
CHEN A	199	0.286
LOSECCO JM	199	0.286
STOKER DP	199	0.286
AIHARA H	198	0.284
CHRISTOFEK L	198	0.284
CONVERY MR	198	0.284
HAUPTMAN JM	198	0.284
HEARTY C	198	0.284
JENSEN H	198	0.284
KADEL RW	198	0.284
KATAYAMA N	198	0.284
MORII M	198	0.284
MUHEIM F	198	0.284
PARTRIDGE R	198	0.284
SMITH AJS	198	0.284
SNIHUR R	198	0.284
ARTUSO M	197	0.283
CHAUVEAU J	197	0.283
DASU S	197	0.283
DE BARBARO P	197	0.283
LIU F	197	0.283
MCKENNA JA	197	0.283
RONAN MT	197	0.283
SCHWIENING J	197	0.283
SHIPSEY IPJ	197	0.283
SKWARNICKI T	197	0.283
SOHA A	197	0.283
BLAYLOCK G	196	0.281
DEMINA R	196	0.281
GITTELMAN B	196	0.281
HAWKES CM	196	0.281
KOZANECKI W	196	0.281
LIU T	196	0.281
SULLIVAN MK	196	0.281
VARNES EW	196	0.281
WOOD DR	196	0.281
YELTON J	196	0.281
PATTERSON JR	195	0.280
TAKASHIMA R	195	0.280
TORRENCE E	195	0.280
WILSON R	195	0.280
ARISAWA T	194	0.278
BAUER JM	194	0.278
LATINO G	194	0.278
WANG P	194	0.278
CHERTOK M	193	0.277
HERTZBACH SS	193	0.277
KLIMENKO S	193	0.277
MAZZANTI P	193	0.277
ROBERTSON WJ	193	0.277
VA'VRA J	193	0.277
WEAVER M	193	0.277
ZALLO A	193	0.277
BUCHHOLZ D	192	0.276
CERRI A	192	0.276
COOPER WE	192	0.276
DE SANGRO R	192	0.276
DUNWOODIE W	192	0.276
TECCHIO M	192	0.276
BRAU J	191	0.274
CHEN YC	191	0.274
DELL'ORSO M	191	0.274
HOU S	191	0.274
MCFARLAND KS	191	0.274
SALTZBERG D	191	0.274
GROSSO-PILCHER C	190	0.273
KELSEY MH	190	0.273
KIM SK	190	0.273
SCHAMBERGER RD	190	0.273
TUTS PM	190	0.273
WATANABE Y	190	0.273
ALEXANDER JP	189	0.271
BARBARO-GALTIERI A	189	0.271
CHOI S	189	0.271
FEILD RG	189	0.271
JOHNSON M	189	0.271
LEITH DWGS	189	0.271
ROBERTS DA	189	0.271
STROLOGAS J	189	0.271
TERASHI K	189	0.271
TETHER S	189	0.271
CHLEBANA F	188	0.270
DAGENHART D	188	0.270
DALLAPICCOLA C	188	0.270
MANDELKERN M	188	0.270
NICHOLSON H	188	0.270
PATRIGNANI C	188	0.270
YASUDA T	188	0.270
BONNEAUD GR	187	0.268
CHO K	187	0.268
PAN Y	187	0.268
ROSENBERG EI	187	0.268
SELEN M	187	0.268
TARAS P	187	0.268
WRIGHT DH	187	0.268
ABBOTT B	186	0.267
BERNARD D	186	0.267
CAVOTO G	186	0.267
CHEN C	186	0.267
CHENG CH	186	0.267
JACOBSEN RG	186	0.267
KOCH H	186	0.267
LATH A	186	0.267
MADARAS RJ	186	0.267
WRIGHT DM	186	0.267
ANASTASSOV A	185	0.266
BLANC F	185	0.266
ESCHRICH I	185	0.266
FISK HE	185	0.266
FRANEK B	185	0.266
KHAN A	185	0.266
PAYNE DJ	185	0.266
SUMOROK K	185	0.266
WORMSER G	185	0.266
COWAN R	184	0.264
KOLOMENSKY YG	184	0.264
LEPELTIER V	184	0.264
POSOCCO M	184	0.264
ROBUTTI E	184	0.264
SPINELLA F	184	0.264
WU SL	184	0.264
CRAWLEY HB	183	0.263
GOLUBEV VB	183	0.263
GROSDIDIER G	183	0.263
HADLEY NJ	183	0.263
MATTISON TS	183	0.263
MORANDIN M	183	0.263
MORGANTI M	183	0.263
PADLEY P	183	0.263
PALOMBO F	183	0.263
PIREDDA G	183	0.263
SALNIKOV AA	183	0.263
SCHUBERT KR	183	0.263
SEREDNYAKOV SI	183	0.263
SLAUGHTER AJ	183	0.263
STROILI R	183	0.263
TOKI WH	183	0.263
VOCI C	183	0.263
WALDI R	183	0.263
ADYE T	182	0.261
ALBERT J	182	0.261
ANGELINI C	182	0.261
ANULLI F	182	0.261
AUBERT B	182	0.261
BARTOLDUS R	182	0.261
BATIGNANI G	182	0.261
BETTARINI S	182	0.261
BONDIOLI M	182	0.261
BOZZI C	182	0.261
CALDERINI G	182	0.261
CARTARO C	182	0.261
CINABRO D	182	0.261
CLARK PJ	182	0.261
CONTRI R	182	0.261
COWAN G	182	0.261
CREMALDI L	182	0.261
DATTA M	182	0.261
DAUNCEY PD	182	0.261
DAVIS CL	182	0.261
DORFAN J	182	0.261
EMERY S	182	0.261
FACCINI R	182	0.261
FLAUGHER B	182	0.261
FLOOD KT	182	0.261
FRY JR	182	0.261
GABATHULER E	182	0.261
GAMBA D	182	0.261
GIORGI MA	182	0.261
HAMON O	182	0.261
HARRISON PF	182	0.261
JOHNS K	182	0.261
KANG JH	182	0.261
KARYOTAKIS Y	182	0.261
KIRKBY D	182	0.261
KROEGER R	182	0.261
LANCERI L	182	0.261
LEES JP	182	0.261
LISTA L	182	0.261
LU C	182	0.261
LUTZ AM	182	0.261
MARTINEZ-VIDAL F	182	0.261
MAZZONI MA	182	0.261
MEYER WT	182	0.261
MORGANTI S	182	0.261
MULLER DR	182	0.261
O'GRADY CP	182	0.261
PALANO A	182	0.261
PASSAGGIO S	182	0.261
PERUZZI IM	182	0.261
RAMA M	182	0.261
RAVEN G	182	0.261
RIZZO G	182	0.261
RONEY JM	182	0.261
ROTONDO M	182	0.261
SANDERS DA	182	0.261
SCHUNE MH	182	0.261
SCHWIERZ R	182	0.261
SCIACCA C	182	0.261
SCIOLLA G	182	0.261
SIMONETTO F	182	0.261
SNOW J	182	0.261
SPANIER SM	182	0.261
STUGU B	182	0.261
TELNOV AV	182	0.261
TOURAMANIS C	182	0.261
VERDERI M	182	0.261
VOENA C	182	0.261
WATSON AT	182	0.261
WILSON FF	182	0.261
ZITO M	182	0.261
BALDINI-FERROLI R	181	0.260
BARLOW RJ	181	0.260
BLINOV VE	181	0.260
DIEHL HT	181	0.260
FERBEL T	181	0.260
FERRONI F	181	0.260
