Authors	records	% of 13127
PETO R	43	0.328
WILLIAMS R	41	0.312
RAJU TNK	38	0.289
WHITE NJ	37	0.282
COLLINS R	35	0.267
YUSUF S	33	0.251
BERAL V	25	0.190
REMUZZI G	23	0.175
ADAMI HO	22	0.168
HAMPTON JR	22	0.168
WARRELL DA	22	0.168
WEATHERALL DJ	22	0.168
SLEIGHT P	21	0.160
SMITH GD	21	0.160
WILL RG	21	0.160
BLOOM SR	20	0.152
BOTTAZZO GF	20	0.152
TEDDER RS	20	0.152
CUZICK J	19	0.145
TOGNONI G	19	0.145
TOPOL EJ	19	0.145
CAMPBELL S	18	0.137
GREENWOOD BM	18	0.137
RODECK CH	18	0.137
MARMOT MG	17	0.130
SMITH A	17	0.130
WARLOW CP	17	0.130
BARNES PJ	16	0.122
CAMM AJ	16	0.122
COOMBES RC	16	0.122
LOOAREESUWAN S	16	0.122
MACMAHON S	16	0.122
MARSH K	16	0.122
NICHOLSON KG	16	0.122
VANDENBROUCKE JP	16	0.122
BULLER HR	15	0.114
CALIFF RM	15	0.114
GALE RP	15	0.114
GOLDHIRSCH A	15	0.114
HALL AJ	15	0.114
HORTON R	15	0.114
JICK H	15	0.114
MEADE TW	15	0.114
SCHULZ KF	15	0.114
SMITH PG	15	0.114
TUOMILEHTO J	15	0.114
WEISS RA	15	0.114
WHITTLE HC	15	0.114
ALBERTI KGMM	14	0.107
ANDERSON J	14	0.107
BIGGAR RJ	14	0.107
FENTIMAN IS	14	0.107
FISCHER A	14	0.107
GAZET JC	14	0.107
GAZZARD B	14	0.107
GRAY R	14	0.107
HENNEKENS CH	14	0.107
HOFMAN A	14	0.107
MACGREGOR GA	14	0.107
MELBYE M	14	0.107
NICOLAIDES KH	14	0.107
PHILLIPS AN	14	0.107
QUINN TC	14	0.107
ROWE B	14	0.107
STARZL TE	14	0.107
ALTMAN DG	13	0.099
BLACK RE	13	0.099
BOYLE P	13	0.099
GALLO RC	13	0.099
GRIFFITHS PD	13	0.099
GRIMES DA	13	0.099
HOFFBRAND AV	13	0.099
HOWELL A	13	0.099
IRONSIDE JW	13	0.099
JULIAN DG	13	0.099
KUMAR S	13	0.099
MCPHERSON K	13	0.099
MILLER E	13	0.099
PETO J	13	0.099
POCOCK SJ	13	0.099
REISS P	13	0.099
SANDERCOCK P	13	0.099
SIMOONS ML	13	0.099
VANGIJN J	13	0.099
COOPER DA	12	0.091
DAHLOF B	12	0.091
GASBARRINI G	12	0.091
GOLDMAN JM	12	0.091
HANSSON L	12	0.091
HODSON ME	12	0.091
JONES P	12	0.091
KAMM MA	12	0.091
KREMSNER PG	12	0.091
LEVIN M	12	0.091
LUBSEN J	12	0.091
LUCAS A	12	0.091
MARSDEN CD	12	0.091
MCMASTER P	12	0.091
PECKHAM CS	12	0.091
PELTOLA H	12	0.091
PETERS TJ	12	0.091
POLAK JM	12	0.091
PRENTICE HG	12	0.091
PUI CH	12	0.091
SMITH S	12	0.091
WALLENTIN L	12	0.091
WARLOW C	12	0.091
YUEN KY	12	0.091
AABY P	11	0.084
BAUM M	11	0.084
BRAUNWALD E	11	0.084
BRODIE MJ	11	0.084
COHEN J	11	0.084
COLLINGE J	11	0.084
DOLL R	11	0.084
EKBOM A	11	0.084
ELBOURNE D	11	0.084
GOEDERT JJ	11	0.084
HARRIS AL	11	0.084
JOHNSON AM	11	0.084
LEVINE MM	11	0.084
MCCARTHY M	11	0.084
MCMICHAEL AJ	11	0.084
MOXON ER	11	0.084
MURRAY CJL	11	0.084
MURRAY RM	11	0.084
NOSTEN F	11	0.084
OLSEN J	11	0.084
PALMER SR	11	0.084
PEPYS MB	11	0.084
PIKE MC	11	0.084
PRESCOTT RJ	11	0.084
ROBERTS CJ	11	0.084
ROSE G	11	0.084
ROSENDAAL FR	11	0.084
SERJEANT GR	11	0.084
SHANN F	11	0.084
SHORVON SD	11	0.084
STAMPFER MJ	11	0.084
STEEL CM	11	0.084
STEWART PM	11	0.084
THOMAS HC	11	0.084
THOMPSON SG	11	0.084
TRICHOPOULOS D	11	0.084
TURNER RC	11	0.084
WALD NJ	11	0.084
WILLIAMS G	11	0.084
AMOUYEL P	10	0.076
AXON ATR	10	0.076
