Authors	records	% of 19519
GALLO RC	61	0.313
PETERS R	57	0.292
SIKORSKI R	57	0.292
WONGSTAAL F	38	0.195
VOGELSTEIN B	36	0.184
SCHULTZ PG	30	0.154
AARONSON SA	28	0.143
KANDEL ER	28	0.143
WHITESIDES GM	27	0.138
LERNER RA	26	0.133
MAO HK	26	0.133
TJIAN R	25	0.128
CECH TR	24	0.123
KINZLER KW	24	0.123
SNYDER SH	24	0.123
BALTIMORE D	23	0.118
HEAD JW	23	0.118
JOHNSON TV	23	0.118
ESSEX M	22	0.113
ANONYMOUS	21	0.108
COHEN J	21	0.108
INGERSOLL AP	21	0.108
LIEBER CM	20	0.102
NAKAMURA Y	20	0.102
SCHUBERT G	20	0.102
ZARE RN	20	0.102
CROCE CM	19	0.097
HEMLEY RJ	19	0.097
VENTER JC	19	0.097
BROWN RH	18	0.092
HOOD L	18	0.092
JEANLOZ R	18	0.092
LEFKOWITZ RJ	18	0.092
ROSENFELD MG	18	0.092
SCHREIBER SL	18	0.092
SEEBURG PH	18	0.092
SEIDMAN JG	18	0.092
BROWN AM	17	0.087
BUSECK PR	17	0.087
HAMILTON SR	17	0.087
HOLDEN C	17	0.087
KLAUSNER RD	17	0.087
VEVERKA J	17	0.087
CLORE GM	16	0.082
DAVIS RW	16	0.082
GRONENBORN AM	16	0.082
KIM PS	16	0.082
MILLER LH	16	0.082
NICOLL RA	16	0.082
POPOVIC M	16	0.082
SMITH DE	16	0.082
YANCOPOULOS GD	16	0.082
CAMPBELL DB	15	0.077
CHEN ISY	15	0.077
CRISP D	15	0.077
CURRAN T	15	0.077
GOEDDEL DV	15	0.077
GREENBERG ME	15	0.077
HADDON RC	15	0.077
LEVY JA	15	0.077
MAK TW	15	0.077
MCCORMICK F	15	0.077
MORAD M	15	0.077
MOSS B	15	0.077
REES DC	15	0.077
SALAHUDDIN SZ	15	0.077
SMALLEY RE	15	0.077
STEITZ TA	15	0.077
ULLRICH A	15	0.077
WELLS JA	15	0.077
WILLIAMS LT	15	0.077
WILSON IA	15	0.077
DAVIS RJ	14	0.072
FAUCI AS	14	0.072
GILMAN AG	14	0.072
GREENGARD P	14	0.072
HOOD LE	14	0.072
KOSHLAND DE	14	0.072
LEE TH	14	0.072
POLLACK JB	14	0.072
RIVIER J	14	0.072
SAYKALLY RJ	14	0.072
SCHIMMEL P	14	0.072
SOLOMON SC	14	0.072
VALE W	14	0.072
BENKOVIC SJ	13	0.067
BROWN MS	13	0.067
COLLINS FS	13	0.067
DAVIES ME	13	0.067
HASELTINE WA	13	0.067
HUNTEN DM	13	0.067
KARIN M	13	0.067
LANGER R	13	0.067
LANZEROTTI LJ	13	0.067
LEONARD WJ	13	0.067
MARSHALL E	13	0.067
MCKNIGHT SL	13	0.067
PRESTON RA	13	0.067
REDDY EP	13	0.067
RUTTER WJ	13	0.067
SHARP PA	13	0.067
STONE R	13	0.067
TANAKA K	13	0.067
