1.0,1.0,131.1474500556592
2524.0,1.0,-22.2761194721262
2679.0,1.0,-108.871330583533
2.0,2.0,190.86266303875152
576.0,2.0,-62.2339071073271
1611.0,2.0,-24.7505568109054
2799.0,2.0,-103.878199120519
3.0,3.0,487.113663111671
2045.0,3.0,-487.113663111671
4.0,4.0,1426.747116831395
2738.0,4.0,-750.297833926389
2863.0,4.0,-676.449282905006
5.0,5.0,3091.0824383391764
1149.0,5.0,-694.192530718807
1894.0,5.0,-1721.9787100455
2176.0,5.0,-674.911197574869
6.0,6.0,149.123784072008
658.0,6.0,-149.123784072008
7.0,7.0,650.2546892604154
774.0,7.0,-41.0975425506137
1314.0,7.0,-100.059091625963
1427.0,7.0,-67.9932516459497
1554.0,7.0,-163.505697094655
1584.0,7.0,-248.616521738898
2042.0,7.0,-28.982584604336
8.0,8.0,174.322267361788
381.0,8.0,-61.933694182154
2859.0,8.0,-112.388573179634
9.0,9.0,1136.0606314418994
74.0,9.0,-1031.33498252363
433.0,9.0,-8.10040216537855
676.0,9.0,-50.8366079033943
2411.0,9.0,-7.3012957434588
2715.0,9.0,-32.2498956688235
2809.0,9.0,-6.23744743721456
10.0,10.0,653.244231705931
1035.0,10.0,-593.173067741105
2170.0,10.0,-60.0711639648261
11.0,11.0,4237.407081115627
24.0,11.0,-2132.19613198668
788.0,11.0,-79.3554814011646
1321.0,11.0,-62.4193213043645
1764.0,11.0,-1070.08956055733
1880.0,11.0,-893.346585866088
12.0,12.0,241.7235621752672
373.0,12.0,-67.0431510176332
2529.0,12.0,-174.680411157634
13.0,13.0,236.1398389923855
664.0,13.0,-76.3959606018615
1819.0,13.0,-159.743878390524
14.0,14.0,251.74532598665868
321.0,14.0,-36.2958982905306
488.0,14.0,-49.1190593116688
1105.0,14.0,-41.9570077695822
1635.0,14.0,-34.9661294034722
1945.0,14.0,-43.9116744289906
2662.0,14.0,-45.4955567824143
15.0,15.0,206.9984178005154
785.0,15.0,-35.9873377160129
1745.0,15.0,-59.7461898613385
1897.0,15.0,-111.264890223164
16.0,16.0,4174.853429829623
58.0,16.0,-28.1054131752705
282.0,16.0,-150.981644483233
778.0,16.0,-3769.86822442603
2224.0,16.0,-24.0361354884902
2657.0,16.0,-51.7820981959679
2795.0,16.0,-150.079914060631
17.0,17.0,109.1605079188453
1257.0,17.0,-40.3274289661614
