629.5631167473797,-614.1095411653102,-4.443494536590461,-0.0,-11.010081045478909,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-614.1095411653102,626.3224634068982,-0.0,-7.343557661559956,-0.0,-4.869364580028007,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-4.443494536590461,-0.0,24.19521911789436,-0.0,-0.0,-0.0,-0.0,-0.0,-7.8417238715303155,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.910000709773582
-0.0,-7.343557661559956,-0.0,16.07618057035136,-0.0,-0.0,-0.0,-0.0,-8.732622908791404,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-11.010081045478909,-0.0,-0.0,-0.0,21.588231365459876,-0.0,-0.0,-0.0,-0.0,-10.578150319980967,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-4.869364580028007,-0.0,-0.0,-0.0,25.411062655524198,-0.0,-0.0,-0.0,-20.541698075496193,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.314314191360674,-15.314314191360674,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.314314191360674,26.69757594822851,-5.691630878433919,-5.691630878433919,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-7.8417238715303155,-8.732622908791404,-0.0,-0.0,-0.0,-5.691630878433919,46.085979078302806,-0.0,-11.910000709773582,-11.910000709773582,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-10.578150319980967,-20.541698075496193,-0.0,-5.691630878433919,-0.0,60.63148069345824,-11.910000709773582,-11.910000709773582,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.910000709773582,-11.910000709773582,68.18946234214225,-0.0,-20.757155062639942,-23.612305859955143,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.910000709773582,-11.910000709773582,-0.0,54.7226738392032,-20.697911845941093,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.20476057371494,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-20.757155062639942,-20.697911845941093,52.85367477496039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.398607866379352,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-23.612305859955143,-0.0,-0.0,48.97640045026526,-0.0,-25.36409459031012,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,64.98533171462546,-5.7898506824364455,-0.0,-0.0,-0.0,-0.0,-40.20739761948241,-0.0,-0.0,-18.988083412706597
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-25.36409459031012,-5.7898506824364455,111.98431270975063,-38.03663971107427,-0.0,-42.793727725929784,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-38.03663971107427,115.86608858975379,-68.45698246949406,-0.0,-0.0,-0.0,-9.372466409185447,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-68.45698246949406,144.2944162359434,-0.0,-0.0,-75.83743376644934,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-42.793727725929784,-0.0,-0.0,92.44202825796441,-49.64830053203464,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-49.64830053203464,140.6310977167417,-0.0,-0.0,-90.98279718470707,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-40.20739761948241,-0.0,-0.0,-75.83743376644934,-0.0,-0.0,130.59975414722055,-14.554922761288818,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.372466409185447,-0.0,-0.0,-0.0,-14.554922761288818,23.927389170474264,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.20476057371494,-11.398607866379352,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-90.98279718470707,-0.0,-0.0,112.58616562480137,-0.0
-0.0,-0.0,-11.910000709773582,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-18.988083412706597,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,30.898084122480178
