Authors	records	% of 54206
WILSON R	197	0.363
ALAM MS	186	0.343
AMIDEI D	183	0.338
BODEK A	182	0.336
BARNETT BA	180	0.332
HARTILL DL	180	0.332
THORNDIKE EH	179	0.330
BERKELMAN K	171	0.315
CASSEL DG	171	0.315
KAGAN H	171	0.315
POLING R	171	0.315
BINKLEY M	170	0.314
KASS R	170	0.314
MILLER DH	170	0.314
KONDO K	169	0.312
ERREDE S	168	0.310
HAUSER J	168	0.310
STONE S	167	0.308
SADOFF AJ	166	0.306
BARNES VE	164	0.303
ELIAS JE	164	0.303
GITTELMAN B	164	0.303
NORDBERG E	163	0.301
PERL ML	163	0.301
PETERSON D	163	0.301
AVERY P	162	0.299
CSORNA SE	162	0.299
DEVLIN T	162	0.299
EHRLICH R	162	0.299
HANDLER R	162	0.299
KREINICK DL	162	0.299
MISTRY NB	162	0.299
PONDROM L	162	0.299
TIPTON P	162	0.299
WILLIAMS HH	162	0.299
BEBEK C	161	0.297
GOULIANOS K	161	0.297
MONETI GC	161	0.297
BERETVAS A	160	0.295
GARFINKEL AF	160	0.295
SLIWA K	160	0.295
MATTHEWS JAJ	159	0.293
FOSTER GW	158	0.291
LOCKYER N	158	0.291
MCINTYRE P	158	0.291
NODULMAN L	158	0.291
CASTRO A	157	0.290
TAKAHASHI T	157	0.290
KUBOTA Y	156	0.288
FORD WT	155	0.286
LAASANEN AT	155	0.286
PLUNKETT R	155	0.286
SAKUMOTO WK	155	0.286
WYSS J	155	0.286
BEAN A	154	0.284
MORITA Y	154	0.284
SINERVO P	154	0.284
BERGE JP	153	0.282
BORTOLETTO D	153	0.282
GRAY SW	153	0.282
HELTSLEY BK	153	0.282
KIRSCH L	153	0.282
SIEGRIST J	153	0.282
CARLSMITH D	152	0.280
HARA K	152	0.280
MUKHERJEE A	152	0.280
WEBB R	152	0.280
YEH GP	152	0.280
BELLETTINI G	151	0.279
BISELLO D	151	0.279
FUKUI Y	151	0.279
HABER C	151	0.279
LORETI M	151	0.279
PROUDFOOT J	151	0.279
TAKIKAWA K	151	0.279
CAMPBELL M	150	0.277
COOPER J	150	0.277
GOLD M	150	0.277
MAESHIMA K	150	0.277
TOLLESTRUP A	150	0.277
WAGNER RL	150	0.277
WICKLUND AB	150	0.277
BELFORTE S	149	0.275
BLOCKER C	149	0.275
BRANDENBURG G	149	0.275
BYRUM KL	149	0.275
CHIARELLI G	149	0.275
CORDELLI M	149	0.275
DEMORTIER L	149	0.275
FREEMAN J	149	0.275
HAHN SR	149	0.275
HARRIS RM	149	0.275
HOLLEBEEK R	149	0.275
JOSHI U	149	0.275
KAMON T	149	0.275
NAKANO I	149	0.275
PAOLETTI R	149	0.275
PATRICK J	149	0.275
PUNZI G	149	0.275
RIMONDI F	149	0.275
RISTORI L	149	0.275
SCHLABACH P	149	0.275
SCHMIDT EE	149	0.275
SCRIBANO A	149	0.275
SEGLER S	149	0.275
SHOCHET M	149	0.275
WAGNER RG	149	0.275
WATTS T	149	0.275
WEINSTEIN AJ	149	0.275
APOLLINARI G	148	0.273
BELLINGER J	148	0.273
CARITHERS W	148	0.273
CIHANGIR S	148	0.273
FLAUGHER B	148	0.273
HUTH J	148	0.273
KEPHART R	148	0.273
MISCETTI S	148	0.273
SANSONI A	148	0.273
STEFANINI A	148	0.273
YOH J	148	0.273
ZETTI F	148	0.273
BEDESCHI F	147	0.271
BENSINGER J	147	0.271
CHAPMAN J	147	0.271
FRANKLIN M	147	0.271
GIANNETTI P	147	0.271
KINOSHITA K	147	0.271
KUHLMANN SE	147	0.271
MENZIONE A	147	0.271
MORRISON RJ	147	0.271
PHILLIPS TJ	147	0.271
SHIBATA EI	147	0.271
UKEGAWA F	147	0.271
BESSON D	146	0.269
SKUBIC P	146	0.269
SNIDER FD	146	0.269
THERIOT D	146	0.269
BEHRENDS S	145	0.267
MISHINA M	145	0.267
VIDAL R	145	0.267
YAMAMOTO H	144	0.266
HOLLOWAY L	143	0.264
JENSEN H	143	0.264
KANDASWAMY J	143	0.264
SMITH JG	143	0.264
BUDD HS	142	0.262
DEJONGH F	142	0.262
LISS TM	142	0.262
RAGAN K	142	0.262
RILEY D	142	0.262
BACCHETTA N	141	0.260
NELSON C	141	0.260
PAULETTA G	141	0.260
WOLINSKI J	141	0.260
CLARK AG	140	0.258
GIROMINI P	140	0.258
GLADNEY L	140	0.258
SEIYA Y	140	0.258
TKACZYK S	140	0.258
DERWENT PF	139	0.256
GAN KK	139	0.256
HUGHES R	139	0.256
MANGANO M	139	0.256
WESTER WC	139	0.256
ROBERTSON WJ	138	0.255
KONIGSBERG J	137	0.253
LEWIS JD	137	0.253
PAPADIMITRIOU V	137	0.253
PESCARA L	137	0.253
WANG CH	137	0.253
WICKLUND E	137	0.253
WINER BL	137	0.253
BARINGER P	136	0.251
KIM YK	136	0.251
KOPP S	136	0.251
KOVACS E	136	0.251
ZANETTI A	136	0.251
ZUCCHELLI S	136	0.251
ATAC M	135	0.249
BUSETTO G	135	0.249
ELY R	135	0.249
LEE J	135	0.249
LEONE S	135	0.249
STROYNOWSKI R	135	0.249
BAUER G	134	0.247
LUKENS P	134	0.247
MARIOTTI M	134	0.247
TURINI N	134	0.247
VEJCIK S	134	0.247
BARBAROGALTIERI A	133	0.245
EISENSTEIN BI	133	0.245
GERDES DW	133	0.245
LAMOUREUX JI	133	0.245
WENZEL H	133	0.245
YAGIL A	133	0.245
EINSWEILER K	132	0.244
GEER S	132	0.244
BENJAMIN D	131	0.242
KARLINER I	131	0.242
WILSON P	131	0.242
GOLDBERG M	130	0.240
MULLER T	130	0.240
PTOHOS F	130	0.240
DRELL PS	129	0.238
KIM SH	129	0.238
RODRIGO T	129	0.238
SPHICAS P	129	0.238
BAILEY MW	128	0.236
BERTOLUCCI S	128	0.236
KATO Y	128	0.236
ARTUSO M	127	0.234
JESSOP CP	127	0.234
MIYASHITA S	127	0.234
SHIPSEY IPJ	127	0.234
SILL A	127	0.234
SKWARNICKI T	127	0.234
WARBURTON A	127	0.234
BROWDER TE	126	0.232
GIOKARIS N	126	0.232
GOSHAW AT	126	0.232
PATTERSON JR	126	0.232
TETHER S	126	0.232
YELTON J	126	0.232
YOSHIDA T	126	0.232
ABE F	125	0.231
ENO S	125	0.231
LINDGREN M	125	0.231
SEIDEL S	125	0.231
AMMAR R	124	0.229
EIGEN G	124	0.229
KASHA H	124	0.229
LAMMEL S	124	0.229
THALER JJ	124	0.229
ERREDE D	123	0.227
ROSENSON L	123	0.227
CONTRERAS M	122	0.225
HANS RM	122	0.225
SUMOROK K	122	0.225
TSENG J	122	0.225
WU X	122	0.225
YASUOKA K	122	0.225
ERNST J	121	0.223
INCAGLI M	121	0.223
HYLEN J	120	0.221
LUCCHESI D	120	0.221
NEUBERGER D	120	0.221
WANG J	120	0.221
ALEXANDER JP	119	0.220
DICKSON M	119	0.220
GROER L	118	0.218
SCHMIDT MP	118	0.218
URHEIM J	118	0.218
HONSCHEID K	117	0.216
LECOMPTE T	117	0.216
MARTIN A	117	0.216
MIAO T	117	0.216
SELEN M	117	0.216
ENGELS E	116	0.214
FELDMAN GJ	116	0.214
MARRINER JP	116	0.214
SHAW NM	116	0.214
