Authors	records	% of 44813
AMIDEI D	191	0.426
WILSON R	191	0.426
ALAM MS	183	0.408
BARNETT BA	182	0.406
POLING R	182	0.406
KASS R	181	0.404
BODEK A	180	0.402
KAGAN H	180	0.402
THORNDIKE EH	179	0.399
ERREDE S	176	0.393
HAUSER J	176	0.393
TAKAHASHI T	176	0.393
PETERSON D	175	0.391
STONE S	174	0.388
CSORNA SE	173	0.386
EHRLICH R	173	0.386
HARTILL DL	173	0.386
KREINICK DL	173	0.386
MISTRY NB	173	0.386
CASSEL DG	172	0.384
AVERY P	171	0.382
BERKELMAN K	171	0.382
NORDBERG E	171	0.382
SADOFF AJ	171	0.382
HARA K	170	0.379
TIPTON P	170	0.379
GITTELMAN B	169	0.377
BEBEK C	168	0.375
SLIWA K	168	0.375
BINKLEY M	167	0.373
KONDO K	167	0.373
KUBOTA Y	167	0.373
DEVLIN T	166	0.370
FOSTER GW	166	0.370
BERETVAS A	165	0.368
CASTRO A	165	0.368
SAKUMOTO WK	165	0.368
HANDLER R	164	0.366
HELTSLEY BK	164	0.366
KINOSHITA K	164	0.366
WYSS J	163	0.364
LOCKYER N	162	0.362
MORITA Y	162	0.362
MUKHERJEE A	162	0.362
PONDROM L	162	0.362
SINERVO P	162	0.362
BORTOLETTO D	161	0.359
MATTHEWS JAJ	161	0.359
WILLIAMS HH	161	0.359
BEAN A	160	0.357
CARLSMITH D	160	0.357
ELIAS JE	160	0.357
WEINSTEIN AJ	160	0.357
YEH GP	160	0.357
BARNES VE	159	0.355
BELLETTINI G	159	0.355
BRANDENBURG G	159	0.355
FUKUI Y	159	0.355
GOULIANOS K	159	0.355
GRAY SW	159	0.355
HABER C	159	0.355
KIRSCH L	159	0.355
LAASANEN AT	159	0.355
NODULMAN L	159	0.355
BISELLO D	158	0.353
CAMPBELL M	158	0.353
GOLD M	158	0.353
LORETI M	158	0.353
MAESHIMA K	158	0.353
MILLER DH	158	0.353
PROUDFOOT J	158	0.353
