Authors	records	% of 58803
ALAM MS	271	0.461
KASS R	263	0.447
KAGAN H	262	0.446
LI J	255	0.434
AMIDEI D	247	0.420
FORD WT	247	0.420
SMITH JG	247	0.420
GLADNEY L	246	0.418
GAN KK	241	0.410
BARNETT BA	238	0.405
HARA K	238	0.405
BODEK A	236	0.401
TANAKA M	236	0.401
JESSOP CP	233	0.396
ERREDE S	232	0.395
HAUSER J	232	0.395
ZHANG J	232	0.395
EIGEN G	230	0.391
LEE J	227	0.386
TIPTON P	226	0.384
BRANDENBURG G	225	0.383
KINOSHITA K	225	0.383
KONDO K	225	0.383
SLIWA K	224	0.381
BINKLEY M	223	0.379
WANG CH	223	0.379
CASTRO A	222	0.378
FOSTER GW	222	0.378
BERETVAS A	221	0.376
SAKUMOTO WK	221	0.376
BANERJEE S	220	0.374
HANDLER R	220	0.374
MUKHERJEE A	218	0.371
NAKANO I	218	0.371
PONDROM L	218	0.371
BORTOLETTO D	217	0.369
POLING R	217	0.369
SINERVO P	217	0.369
WILLIAMS HH	217	0.369
CARLSMITH D	216	0.367
YEH GP	216	0.367
BARNES VE	215	0.366
BELLETTINI G	215	0.366
GOULIANOS K	215	0.366
HABER C	215	0.366
KIRSCH L	215	0.366
LAASANEN AT	215	0.366
NODULMAN L	215	0.366
OLSEN J	215	0.366
BISELLO D	214	0.364
CAMPBELL M	214	0.364
GOLD M	214	0.364
LORETI M	214	0.364
MAESHIMA K	214	0.364
PETERSON D	214	0.364
PROUDFOOT J	214	0.364
TAKIKAWA K	214	0.364
THORNDIKE EH	214	0.364
BELFORTE S	213	0.362
BLOCKER C	213	0.362
BYRUM KL	213	0.362
CHIARELLI G	213	0.362
CORDELLI M	213	0.362
DEMORTIER L	213	0.362
GARFINKEL AF	213	0.362
HAHN SR	213	0.362
HARRIS RM	213	0.362
KAMON T	213	0.362
PATRICK J	213	0.362
PUNZI G	213	0.362
RIMONDI F	213	0.362
RISTORI L	213	0.362
SCHLABACH P	213	0.362
SCHMIDT EE	213	0.362
SCRIBANO A	213	0.362
SHOCHET M	213	0.362
WAGNER RL	213	0.362
APOLLINARI G	212	0.361
BELLINGER J	212	0.361
PAOLETTI R	212	0.361
WAGNER RG	212	0.361
YOH J	212	0.361
ABE K	211	0.359
BEDESCHI F	211	0.359
CHAPMAN J	211	0.359
FRANKLIN M	211	0.359
GIANNETTI P	211	0.359
KUHLMANN SE	211	0.359
MENZIONE A	211	0.359
PHILLIPS TJ	211	0.359
UKEGAWA F	211	0.359
ZETTI F	211	0.359
HONSCHEID K	210	0.357
SNIDER FD	210	0.357
BROWDER TE	209	0.355
EHRLICH R	209	0.355
STONE S	209	0.355
VIDAL R	209	0.355
CAMPAGNARI C	208	0.354
CSORNA SE	208	0.354
HARTILL DL	208	0.354
KEPHART R	208	0.354
KREINICK DL	208	0.354
CASSEL DG	207	0.352
PAAR HP	207	0.352
