Authors	records	% of 369
BROWN H	4	1.084
COLLINS R	4	1.084
GUAN Y	4	1.084
PETO R	4	1.084
YUEN KY	4	1.084
BABIKER A	3	0.813
BLACK N	3	0.813
BLACK RE	3	0.813
CHAN KH	3	0.813
CHEN L	3	0.813
EGGER M	3	0.813
ELZINGA G	3	0.813
EVANS T	3	0.813
HAINES A	3	0.813
JOHNSON MA	3	0.813
KRISHNA S	3	0.813
SEWANKAMBO N	3	0.813
WHITE NJ	3	0.813
ADAM T	2	0.542
ANAND S	2	0.542
BAKER D	2	0.542
BARTON S	2	0.542
BATTEGAY M	2	0.542
BERAL V	2	0.542
BHUTTA Z	2	0.542
BINGLEY PJ	2	0.542
BOERMA JT	2	0.542
BROWN P	2	0.542
BRUNNER HR	2	0.542
BURMESTER GR	2	0.542
BYRNE D	2	0.542
CARR A	2	0.542
CASANOVA JL	2	0.542
CHARBONNIER A	2	0.542
CHOI HK	2	0.542
CHOWDHURY M	2	0.542
DABIS F	2	0.542
DAY N	2	0.542
DE SAVIGNY D	2	0.542
DESLYS JP	2	0.542
DIENER HC	2	0.542
DOHERTY M	2	0.542
DONNAN G	2	0.542
DORSEY G	2	0.542
DUSSAULT G	2	0.542
EDWARDS P	2	0.542
EHRSAM E	2	0.542
EKMAN S	2	0.542
ENGLISH M	2	0.542
ESAMAI F	2	0.542
EVANS R	2	0.542
FORD I	2	0.542
GALE EAM	2	0.542
GARNETT GP	2	0.542
GATELL JM	2	0.542
GHYS PD	2	0.542
GILLESPIE KM	2	0.542
GILMAN RH	2	0.542
GIMONA A	2	0.542
GITTON X	2	0.542
GRIFFITHS PD	2	0.542
GUTNIKOV SA	2	0.542
HABTE D	2	0.542
HANKINS C	2	0.542
HANSSON L	2	0.542
HASSAN M	2	0.542
HAWKEN S	2	0.542
HAWKEY CJ	2	0.542
HOCHBERG MC	2	0.542
HORBAN A	2	0.542
HORTON R	2	0.542
HUA TS	2	0.542
HUGHES S	2	0.542
JACOBS M	2	0.542
JAMES P	2	0.542
JOHNSON AM	2	0.542
JULIUS S	2	0.542
KAMYA MR	2	0.542
KASTE M	2	0.542
KATLAMA C	2	0.542
KEYNES M	2	0.542
KJELDSEN SE	2	0.542
KOOPMANS M	2	0.542
KRAMMER G	2	0.542
KREMSNER PG	2	0.542
LANGE JMA	2	0.542
LASMEZAS CI	2	0.542
LAU SKP	2	0.542
LAUPACIS A	2	0.542
LAW M	2	0.542
LEE DS	2	0.542
LEVIN M	2	0.542
LEWIN MR	2	0.542
MARSH K	2	0.542
MATCHABA P	2	0.542
MCINNES GT	2	0.542
MCKEE M	2	0.542
MELLEIN B	2	0.542
MILLER M	2	0.542
MILLER S	2	0.542
MILLS A	2	0.542
MIRO JM	2	0.542
MITCHELL L	2	0.542
MOLYNEUX ME	2	0.542
MPOUDI-NGOLE E	2	0.542
MSHINDA H	2	0.542
MULCAHY F	2	0.542
MYSLER E	2	0.542
NOSTEN F	2	0.542
NUNN AJ	2	0.542
OGUTU B	2	0.542
OSTERHAUS ADME	2	0.542
OUNPUU S	2	0.542
PABLOS-MENDEZ A	2	0.542
PEIRIS JSM	2	0.542
PESHU N	2	0.542
PLAT F	2	0.542
RASHID M	2	0.542
RAVIGLIONE MC	2	0.542
ROGERS T	2	0.542
ROSENTHAL PJ	2	0.542
ROTHWELL PM	2	0.542
RUGER JP	2	0.542
SABIN CA	2	0.542
SANDERCOCK PAG	2	0.542
SANDERS D	2	0.542
SCHMIDT M	2	0.542
SHAW A	2	0.542
SLEIGHT P	2	0.542
SMITH B	2	0.542
SNOW RW	2	0.542
SOLIMANO G	2	0.542
STELLBRINK HJ	2	0.542
TAYLOR S	2	0.542
VAN BELKUM A	2	0.542
VAN LUNZEN J	2	0.542
VENNEMA H	2	0.542
VERBRUGH HA	2	0.542
VICTORA C	2	0.542
WALKER AS	2	0.542
WAMAE A	2	0.542
WARLOW CP	2	0.542
WASUNNA A	2	0.542
WERE F	2	0.542
WIBULPOLPRASERT S	2	0.542
WILSON P	2	0.542
WONG SSY	2	0.542
WOO PCY	2	0.542
YAJNIK CS	2	0.542
YOUNG M	2	0.542
YUNUS M	2	0.542
YUSUF S	2	0.542
ZANCHETTI A	2	0.542
AAGENES O	1	0.271
AARON R	1	0.271
AAS M	1	0.271
ABAZA AH	1	0.271
ABBADESSA V	1	0.271
ABDULLAH J	1	0.271
ABDULLAH M	1	0.271
ABEL PM	1	0.271
ABELI C	1	0.271
ABELLA J	1	0.271
ABERNETHY J	1	0.271
ABRAHAM D	1	0.271
ABRAHAM S	1	0.271
ABRAHAM VJ	1	0.271
ABRESCIA N	1	0.271
ACIL Y	1	0.271
ADAMS K	1	0.271
ADAMS O	1	0.271
ADCOCK IM	1	0.271
ADDO MM	1	0.271
ADDO-YOBO E	1	0.271
ADEOLU A	1	0.271
ADEYEMI-DORO O	1	0.271
ADJUIK M	1	0.271
AFOLABI L	1	0.271
AGID Y	1	0.271
AGNAMEY P	1	0.271
AGRANOFF D	1	0.271
AGREDANO F	1	0.271
AGUADO IH	1	0.271
AGUILAR AM	1	0.271
AGUILU E	1	0.271
AHARINEJAD S	1	0.271
AHERN M	1	0.271
AHMADZADEH F	1	0.271
AHMED K	1	0.271
AHMED M	1	0.271
AIDE P	1	0.271
AKELSEN HE	1	0.271
AL GHONAIUM A	1	0.271
AL-YAFI W	1	0.271
ALAMIN M	1	0.271
ALBERICI F	1	0.271
ALBERS G	1	0.271
ALBILLOS A	1	0.271
ALBRIGHT N	1	0.271
ALDRICH A	1	0.271
ALEMAN BMP	1	0.271
ALESSANDRI G	1	0.271
ALESSANDRINI A	1	0.271
ALEXANDER C	1	0.271
ALEXANDER N	1	0.271
ALEXANDER S	1	0.271
ALFIREVIC Z	1	0.271
ALI K	1	0.271
ALI M	1	0.271
ALI MS	1	0.271
ALI RR	1	0.271
ALIZADEH AA	1	0.271
ALKIRE S	1	0.271
ALLEGAERT K	1	0.271
ALLEN D	1	0.271
ALLEN E	1	0.271
ALLEN SA	1	0.271
ALLEN TM	1	0.271
ALLEY ES	1	0.271
ALLOUECHE A	1	0.271
ALMAHMEED WA	1	0.271
ALONSO JJ	1	0.271
ALONSO PL	1	0.271
ALONSO-BRIALES J	1	0.271
ALTFELD M	1	0.271
ALTHABE F	1	0.271
ALVAREZ-MON M	1	0.271
ALVARO LC	1	0.271
ALWATIDY S	1	0.271
AMAR K	1	0.271
AMOUYEL P	1	0.271
AN DTH	1	0.271
ANAND I	1	0.271
ANAND KJS	1	0.271
ANDERSON H	1	0.271
ANDERSON J	1	0.271
ANDERSON JP	1	0.271
ANDERSON JR	1	0.271
ANDERSON K	1	0.271
ANDERSON RE	1	0.271
ANDERSON S	1	0.271
ANDREJSOVA H	1	0.271
ANDREWS DW	1	0.271
ANDREWS N	1	0.271
ANDREWS NJ	1	0.271
ANDRIEUX J	1	0.271
ANDRIEUX-MEYER I	1	0.271
ANGARANO G	1	0.271
ANGUS DC	1	0.271
ANNETTA MG	1	0.271
ANONYMOUS	1	0.271
ANSLOW P	1	0.271
ANTINORI A	1	0.271
ANTLOGA K	1	0.271
ANTONUCCI G	1	0.271
ANTUNES F	1	0.271
APONTE JJ	1	0.271
ARAMESH A	1	0.271
ARANGO M	1	0.271
ARANKALLE VA	1	0.271
ARBERY J	1	0.271
ARCHONTAKIS G	1	0.271
ARDRON M	1	0.271
ARDUINI D	1	0.271
ARIAS A	1	0.271
ARICI C	1	0.271
ARLOTTI M	1	0.271
ARLT W	1	0.271
ARMENDARIZ R	1	0.271
ARMITAGE J	1	0.271
ARMSTRONG PW	1	0.271
ARNOLD AER	1	0.271
ARSENIEV L	1	0.271
ARTEAGA JC	1	0.271
