Authors	records	% of 18660
GALLO RC	61	0.327
PETERS R	57	0.305
SIKORSKI R	57	0.305
WONGSTAAL F	38	0.204
VOGELSTEIN B	34	0.182
AARONSON SA	28	0.150
KANDEL ER	28	0.150
SCHULTZ PG	27	0.145
WHITESIDES GM	25	0.134
CECH TR	24	0.129
LERNER RA	24	0.129
MAO HK	24	0.129
SNYDER SH	24	0.129
BALTIMORE D	23	0.123
TJIAN R	23	0.123
ESSEX M	22	0.118
JOHNSON TV	22	0.118
KINZLER KW	22	0.118
COHEN J	21	0.113
HEAD JW	21	0.113
INGERSOLL AP	21	0.113
ZARE RN	20	0.107
ANONYMOUS	19	0.102
CROCE CM	19	0.102
NAKAMURA Y	19	0.102
BROWN RH	18	0.096
HEMLEY RJ	18	0.096
HOOD L	18	0.096
LIEBER CM	18	0.096
SCHUBERT G	18	0.096
SEIDMAN JG	18	0.096
BROWN AM	17	0.091
BUSECK PR	17	0.091
HAMILTON SR	17	0.091
HOLDEN C	17	0.091
JEANLOZ R	17	0.091
KLAUSNER RD	17	0.091
LEFKOWITZ RJ	17	0.091
ROSENFELD MG	17	0.091
SCHREIBER SL	17	0.091
SEEBURG PH	17	0.091
VENTER JC	17	0.091
CLORE GM	16	0.086
GRONENBORN AM	16	0.086
KIM PS	16	0.086
MILLER LH	16	0.086
POPOVIC M	16	0.086
YANCOPOULOS GD	16	0.086
CHEN ISY	15	0.080
CRISP D	15	0.080
CURRAN T	15	0.080
DAVIS RW	15	0.080
GOEDDEL DV	15	0.080
GREENBERG ME	15	0.080
LEVY JA	15	0.080
MCCORMICK F	15	0.080
MORAD M	15	0.080
MOSS B	15	0.080
NICOLL RA	15	0.080
REES DC	15	0.080
SALAHUDDIN SZ	15	0.080
SMALLEY RE	15	0.080
ULLRICH A	15	0.080
VEVERKA J	15	0.080
WILLIAMS LT	15	0.080
CAMPBELL DB	14	0.075
FAUCI AS	14	0.075
GILMAN AG	14	0.075
HADDON RC	14	0.075
HOOD LE	14	0.075
KOSHLAND DE	14	0.075
LEE TH	14	0.075
POLLACK JB	14	0.075
RIVIER J	14	0.075
SAYKALLY RJ	14	0.075
SCHIMMEL P	14	0.075
SMITH DE	14	0.075
VALE W	14	0.075
WELLS JA	14	0.075
BENKOVIC SJ	13	0.070
BROWN MS	13	0.070
COLLINS FS	13	0.070
GREENGARD P	13	0.070
HASELTINE WA	13	0.070
HUNTEN DM	13	0.070
KARIN M	13	0.070
LANGER R	13	0.070
LANZEROTTI LJ	13	0.070
LEONARD WJ	13	0.070
MAK TW	13	0.070
MARSHALL E	13	0.070
PRESTON RA	13	0.070
REDDY EP	13	0.070
RUTTER WJ	13	0.070
SHARP PA	13	0.070
SOLOMON SC	13	0.070
STEITZ TA	13	0.070
STONE R	13	0.070
TANAKA K	13	0.070
WILSON IA	13	0.070
ALKON DL	12	0.064
BARINAGA M	12	0.064
BRINSTER RL	12	0.064
CASKEY CT	12	0.064
CRABTREE GR	12	0.064
DAVIES ME	12	0.064
DERVAN PB	12	0.064
EVANS RM	12	0.064
FINK GR	12	0.064
GUSELLA JF	12	0.064
HANSMA PK	12	0.064
KIM SH	12	0.064
LEDERER WJ	12	0.064
LEISEROWITZ L	12	0.064
MCKNIGHT SL	12	0.064
PAUL SM	12	0.064
RAJEWSKY K	12	0.064
SARNGADHARAN MG	12	0.064
SHOWS TB	12	0.064
SLAMON DJ	12	0.064
SLEIGHT AW	12	0.064
YUNG YL	12	0.064
ALLAN JS	11	0.059
ANDERSON JD	11	0.059
BLAMONT JE	11	0.059
CARON MG	11	0.059
CATTERALL WA	11	0.059
CHEN Y	11	0.059
CHOI DW	11	0.059
COHEN ML	11	0.059
CRAIG H	11	0.059
DALLAFAVERA R	11	0.059
DARNELL JE	11	0.059
DAVIS RJ	11	0.059
DEGRADO WF	11	0.059
GOLDSTEIN JL	11	0.059
GRAY HB	11	0.059
HENDRICKSON WA	11	0.059
HO DD	11	0.059
HUNKAPILLER MW	11	0.059
JABLONSKI D	11	0.059
JANDA KD	11	0.059
KERR RA	11	0.059
KOOB GF	11	0.059
KUMAR A	11	0.059
LAHAV M	11	0.059
LANDER ES	11	0.059
LEDER P	11	0.059
MARDER SR	11	0.059
MARRACK P	11	0.059
MATTHEWS BW	11	0.059
MAYEWSKI PA	11	0.059
MCLANE MF	11	0.059
MYERS RM	11	0.059
NORMILE D	11	0.059
OSTRO SJ	11	0.059
PETERSON PA	11	0.059
PHILLIPS RJ	11	0.059
SCHLESSINGER J	11	0.059
SIMON MI	11	0.059
STROMINGER JL	11	0.059
STUCKY GD	11	0.059
SUDHOF TC	11	0.059
TANIGUCHI T	11	0.059
TANZI RE	11	0.059
VANDEWOUDE GF	11	0.059
WALDROP MM	11	0.059
WALKER RJ	11	0.059
WHITE R	11	0.059
ANDERSON JG	10	0.054
APPELLA E	10	0.054
BLOOM BR	10	0.054
CARLSON RW	10	0.054
CERAMI A	10	0.054
CHAMBON P	10	0.054
COLLINS F	10	0.054
DAVIS MM	10	0.054
EDWARDS RL	10	0.054
EISNER T	10	0.054
ERIKSON J	10	0.054
GEORGOPOULOS AP	10	0.054
GILBERT W	10	0.054
GOLDE DW	10	0.054
GREELEY R	10	0.054
JOHNSON RE	10	0.054
KADONAGA JT	10	0.054
KARPLUS M	10	0.054
KENT SBH	10	0.054
KISHIMOTO T	10	0.054
KUHAR MJ	10	0.054
LOH DY	10	0.054
LOWY DR	10	0.054
MACKINNON R	10	0.054
MANIATIS T	10	0.054
MAY RM	10	0.054
MORRISON D	10	0.054
MULLIGAN RC	10	0.054
NOLLER HF	10	0.054
ORTON GS	10	0.054
PABO CO	10	0.054
PALMITER RD	10	0.054
PASTAN I	10	0.054
PETTENGILL GH	10	0.054
RAKIC P	10	0.054
RENNE PR	10	0.054
RINE J	10	0.054
ROSEN CA	10	0.054
SAKMANN B	10	0.054
SCHELLER RH	10	0.054
SEPKOSKI JJ	10	0.054
SHAW GM	10	0.054
SHOEMAKER EM	10	0.054
SODERBLOM LA	10	0.054
SODROSKI J	10	0.054
STONE EC	10	0.054
TYLER GL	10	0.054
VERMA IM	10	0.054
WEINBERG RA	10	0.054
WEINTRAUB H	10	0.054
WEISS RA	10	0.054
WITTE ON	10	0.054
WOFSY SC	10	0.054
WUDL F	10	0.054
YEOMANS DK	10	0.054
ZINKERNAGEL RM	10	0.054
ABELSON J	9	0.048
ACUNA MH	9	0.048
ADAMS MD	9	0.048
ALLEY RB	9	0.048
ALT FW	9	0.048
ANDERSON DL	9	0.048
ARMSTRONG TP	9	0.048
BELTON MJS	9	0.048
BENOIST C	9	0.048
BINZEL RP	9	0.048
BOTSTEIN D	9	0.048
BUSTAMANTE C	9	0.048
CARR MH	9	0.048
CODINA J	9	0.048
CONNERNEY JEP	9	0.048
CULOTTA E	9	0.048
DAHLBERG JE	9	0.048
DESROSIERS RC	9	0.048
ELLEDGE SJ	9	0.048
ERTL G	9	0.048
FAIRBANKS RG	9	0.048
FANALE FP	9	0.048
FISHMAN MC	9	0.048
FLAVELL RA	9	0.048
FRANCKE U	9	0.048
FRASER CM	9	0.048
FRIEDMAN JM	9	0.048
GEBALLE TH	9	0.048
GETZOFF ED	9	0.048
GREENBERG R	9	0.048
GROOPMAN JE	9	0.048
GURNETT DA	9	0.048
HAHN BH	9	0.048
HENGARTNER H	9	0.048
HUNT DF	9	0.048
JOSEPHS SF	9	0.048
KUMAR S	9	0.048
LANE WS	9	0.048
LEE S	9	0.048
LETVIN NL	9	0.048
LEVINE M	9	0.048
LEWIS RS	9	0.048
LI J	9	0.048
LOSICK R	9	0.048
MATHIS D	9	0.048
MATSON DL	9	0.048
MONTAGNIER L	9	0.048
NABEL GJ	9	0.048
NAKAMURA M	9	0.048
NAKAMURA S	9	0.048
NAKAYAMA K	9	0.048
NELSON RM	9	0.048
NUSSENZWEIG V	9	0.048
OLNEY JW	9	0.048
OMALLEY BW	9	0.048
OWEN T	9	0.048
PACE NR	9	0.048
PAPAS TS	9	0.048
POO MM	9	0.048
PRICE DL	9	0.048
RAUSCHER FJ	9	0.048
REBEK J	9	0.048
REINHERZ EL	9	0.048
RISCH N	9	0.048
ROSS J	9	0.048
RUDDLE FH	9	0.048
SAFINYA CR	9	0.048
SCHELL J	9	0.048
SEIFF A	9	0.048
SHABANOWITZ J	9	0.048
SHAPIRO II	9	0.048
SHATZ CJ	9	0.048
SKOLNICK P	9	0.048
SLADE MA	9	0.048
SMITH AB	9	0.048
SMITH HO	9	0.048
SMITH RG	9	0.048
SMITH SD	9	0.048
SPIEGELMAN BM	9	0.048
SQUIRE LR	9	0.048
TAINER JA	9	0.048
TAKAHASHI JS	9	0.048
THOMPSON CB	9	0.048
TONEGAWA S	9	0.048
WANG J	9	0.048
WELSH MJ	9	0.048
WHETTEN RL	9	0.048
WHITE O	9	0.048
WINOGRAD IJ	9	0.048
YAMAMOTO KR	9	0.048
YATANI A	9	0.048
ALVAREZ W	8	0.043
ANDERS E	8	0.043
BARD AJ	8	0.043
BARRESINOUSSI F	8	0.043
BASU AR	8	0.043
BEAUDOIN RL	8	0.043
BIRNBAUMER L	8	0.043
BLACK IB	8	0.043
