Authors	records	% of 60363
WILLIAMS R	95	0.157
SHERLOCK S	78	0.129
CAMPBELL H	54	0.089
WRIGHT AE	53	0.088
BLOOM SR	44	0.073
COLEBROOK L	44	0.073
DYKE SC	44	0.073
HALL R	42	0.070
ISRAELS MCG	42	0.070
KEITH A	42	0.070
ROGERS L	42	0.070
WEBER FP	41	0.068
DODDS EC	40	0.066
MARSHALL J	40	0.066
MCCANCE RA	39	0.065
RAJU TNK	37	0.061
WAKELEY CPG	37	0.061
WILKINSON JF	37	0.061
BONNEY V	36	0.060
POYNTON FJ	36	0.060
RYLE JA	36	0.060
DUDGEON LS	35	0.058
FRASER R	35	0.058
BROOKE BN	34	0.056
FINDLAY GM	33	0.055
HOLBOROW EJ	33	0.055
HURST AF	32	0.053
MORRIS JN	32	0.053
OLIVER T	32	0.053
WEATHERALL DJ	32	0.053
DOLLERY CT	31	0.051
HALL AJ	31	0.051
HAMPTON JR	31	0.051
HOFFBRAND AV	31	0.051
LANE WA	31	0.051
MCINTOSH J	31	0.051
OLIVER MF	31	0.051
BATTLE WH	30	0.050
CAMPBELL S	30	0.050
GOLDBERG A	30	0.050
HANDLEY WS	30	0.050
PETO R	30	0.050
TURNER P	30	0.050
WALTON AJ	30	0.050
WITTS LJ	30	0.050
ABRAHAMS A	29	0.048
FLEMING A	29	0.048
TYRRELL DAJ	29	0.048
COOKE WT	28	0.046
HARRIS W	28	0.046
MACKAY IR	28	0.046
TAYLOR S	28	0.046
WHITE NJ	28	0.046
BENNETT TI	27	0.045
BOURNE G	27	0.045
FORREST APM	27	0.045
LEVER AF	27	0.045
MOLLISON PL	27	0.045
MOTT FW	27	0.045
CAMMIDGE PJ	26	0.043
DOLL R	26	0.043
GOOD RA	26	0.043
HOBBS JR	26	0.043
JULIAN DG	26	0.043
KNOX R	26	0.043
LEHMANN H	26	0.043
SANDLER M	26	0.043
BRUMFITT W	25	0.041
BUZZARD EF	25	0.041
CRUICKSHANK R	25	0.041
HARRIS LJ	25	0.041
HAYWARD JL	25	0.041
IRVINE WJ	25	0.041
MORRIS PJ	25	0.041
ROBERTSON JD	25	0.041
ANDREWES CH	24	0.040
BOTTAZZO GF	24	0.040
BULBROOK RD	24	0.040
CORNER EM	24	0.040
GREENWOOD BM	24	0.040
GROVES EWH	24	0.040
KEEN H	24	0.040
LEWIS B	24	0.040
LOWBURY EJL	24	0.040
MACFARLANE RG	24	0.040
TAYLOR J	24	0.040
WHITE WH	24	0.040
ALBERTI KGMM	23	0.038
ARNEIL GC	23	0.038
BURRELL LST	23	0.038
GARROD AE	23	0.038
JONES R	23	0.038
KERR DNS	23	0.038
LAWRENCE RD	23	0.038
MACINTYRE I	23	0.038
OSLER W	23	0.038
PEART WS	23	0.038
PHILLIPS J	23	0.038
POLAK JM	23	0.038
SHUSTER S	23	0.038
SMITH R	23	0.038
SOOTHILL JF	23	0.038
THOMSON S	23	0.038
TURNER GG	23	0.038
WHITBY LEH	23	0.038
WIDDOWSON EM	23	0.038
ANDERSON J	22	0.036
BERLYNE GM	22	0.036
BESSER GM	22	0.036
CALNE RY	22	0.036
CAMPBELL M	22	0.036
CHANDLER FG	22	0.036
DREYER G	22	0.036
DUDLEY HAF	22	0.036
FILDES P	22	0.036
LOW GC	22	0.036
MACGREGOR GA	22	0.036
OGILVIE WH	22	0.036
WRIGHT R	22	0.036
BARKER AE	21	0.035
BELL WB	21	0.035
BERAL V	21	0.035
BROWN JJ	21	0.035
CAIRNS H	21	0.035
CAMERON JS	21	0.035
CHAKRABARTI R	21	0.035
FEARNLEY GR	21	0.035
JICK H	21	0.035
KING EJ	21	0.035
MEADE TW	21	0.035
MORISON A	21	0.035
NABARRO JDN	21	0.035
PANNETT CA	21	0.035
PHILLIPS I	21	0.035
READ AE	21	0.035
ROLLESTON HD	21	0.035
RUSSELL WR	21	0.035
SMITH H	21	0.035
SMITH S	21	0.035
STARZL TE	21	0.035
STILL GF	21	0.035
VESSEY MP	21	0.035
