Authors	records	% of 538
GRIMES DA	9	1.673
SCHULZ KF	9	1.673
COLLINS R	5	0.929
PETO R	4	0.743
CUZICK J	3	0.558
MCCARTHY M	3	0.558
REMUZZI G	3	0.558
RUGGENENTI P	3	0.558
SLEIGHT P	3	0.558
TOPOL EJ	3	0.558
WHITE H	3	0.558
ALTMAN DG	2	0.372
ANDERSON RM	2	0.372
ARMITAGE J	2	0.372
BABIKER A	2	0.372
BAUER KA	2	0.372
BAUM M	2	0.372
BEEVERS G	2	0.372
BLANK L	2	0.372
BOOTH J	2	0.372
BORRMANN S	2	0.372
BOSCH FX	2	0.372
CALIFF RM	2	0.372
CHERRY N	2	0.372
CHINTU C	2	0.372
CLAYTON TC	2	0.372
CLELAND JGF	2	0.372
COHEN J	2	0.372
COLL S	2	0.372
COOVADIA HM	2	0.372
DABIS F	2	0.372
DAHLOF B	2	0.372
DAUGHERTY JR	2	0.372
DE FAIRE U	2	0.372
DEVEREUX RB	2	0.372
EDWARDS R	2	0.372
ELBOURNE D	2	0.372
ERIKSSON BI	2	0.372
FLOYD K	2	0.372
FOLLATH F	2	0.372
FORBES J	2	0.372
FORD I	2	0.372
FRANCESCHI S	2	0.372
FYHRQUIST F	2	0.372
GARNETT GP	2	0.372
GRATWOHL A	2	0.372
GRAY R	2	0.372
GRIFFIN MR	2	0.372
GRIP L	2	0.372
HALL AJ	2	0.372
HALL K	2	0.372
HERRERO R	2	0.372
HOD H	2	0.372
HOFMAN A	2	0.372
IBSEN H	2	0.372
JEWKES R	2	0.372
JOHNSON A	2	0.372
JONES D	2	0.372
JONES P	2	0.372
JULIUS S	2	0.372
KARALLIEDDE L	2	0.372
KARIUKI S	2	0.372
KINZLER KW	2	0.372
KJELDSEN SE	2	0.372
KLAUSS V	2	0.372
KREMSNER PG	2	0.372
KRISTIANSSON K	2	0.372
LASSEN MR	2	0.372
LEDERBALLE-PEDERSEN O	2	0.372
LELL B	2	0.372
LEUNG WK	2	0.372
LINDHOLM LH	2	0.372
LOGAN S	2	0.372
MACAYA C	2	0.372
MATSIEGUI PB	2	0.372
MEIJER CJLM	2	0.372
MELBYE M	2	0.372
MISSINOU MA	2	0.372
MOLITERNO DJ	2	0.372
MORENO V	2	0.372
MUNOZ N	2	0.372
NAHLEN BL	2	0.372
NEUMANN FJ	2	0.372
NGWIRA B	2	0.372
NIEMINEN MS	2	0.372
NUNN A	2	0.372
OLLIARO P	2	0.372
OMVIK P	2	0.372
OPARIL S	2	0.372
PARISH S	2	0.372
PARMAR MKB	2	0.372
PHAIR J	2	0.372
PHILLIPS AN	2	0.372
PHILLIPS MR	2	0.372
POCOCK SJ	2	0.372
POULTON R	2	0.372
RAHI JS	2	0.372
RAY WA	2	0.372
RUSSELL-EGGITT I	2	0.372
SABIN CA	2	0.372
SCHREIBER S	2	0.372
SCHWARTLANDER B	2	0.372
SCOTT J	2	0.372
SEARS MR	2	0.372
SEYMOUR MT	2	0.372
SILOVE D	2	0.372
SIMES J	2	0.372
SIMOONS ML	2	0.372
SINGER M	2	0.372
SINGH S	2	0.372
STEIN CM	2	0.372
STENNING SP	2	0.372
STERNE JAC	2	0.372
SUNG JJY	2	0.372
SWERDLOW AJ	2	0.372
TAYLOR D	2	0.372
THOMAS D	2	0.372
THOMAS DL	2	0.372
THOMPSON S	2	0.372
TIMMS C	2	0.372
TURPIE AGG	2	0.372
UDHAYAKUMAR V	2	0.372
VAN DUIJN CM	2	0.372
VERHEUGT FWA	2	0.372
VILMER E	2	0.372
VOGELSTEIN B	2	0.372
WAGNER H	2	0.372
WALKER N	2	0.372
WANG JX	2	0.372
WEDEL H	2	0.372
WEIDLE PJ	2	0.372
WEINBERG JB	2	0.372
WILSON D	2	0.372
YEUNG AC	2	0.372
ZHANG YP	2	0.372
ZUMLA A	2	0.372
ZWI AB	2	0.372
AABY P	1	0.186
AARONSON NK	1	0.186
ABBATE M	1	0.186
ABDALLA M	1	0.186
ABDUL-GAFFAR N	1	0.186
ABED Y	1	0.186
ABNET CC	1	0.186
ABOUD N	1	0.186
ABOULHAB J	1	0.186
ABOULKER JP	1	0.186
ABRAHAM J	1	0.186
ABRAMS KR	1	0.186
ABRAMSKY L	1	0.186
ACEVEDO B	1	0.186
ADAM A	1	0.186
ADAMI HO	1	0.186
ADAMS M	1	0.186
ADAMSKI J	1	0.186
ADEGNIKA AA	1	0.186
ADJUIK M	1	0.186
ADLARD P	1	0.186
AFRA D	1	0.186
AGBARIA A	1	0.186
AGER A	1	0.186
AGERBO E	1	0.186
AGID Y	1	0.186
AGNAMEY P	1	0.186
AGOSTONI A	1	0.186
AGUILAR JC	1	0.186
AGUILERA JF	1	0.186
AGUZZI A	1	0.186
AHMAD K	1	0.186
AHMED M	1	0.186
AHR A	1	0.186
AIDOO M	1	0.186
AITKEN C	1	0.186
AKASHI H	1	0.186
AKOSAH K	1	0.186
AL OZAIRI O	1	0.186
AL-HASSANI M	1	0.186
AL-JILAIHAWI AN	1	0.186
ALARCON E	1	0.186
ALARY M	1	0.186
ALBAN A	1	0.186
ALIABADI DG	1	0.186
ALLIES E	1	0.186
ALLILAIRE JF	1	0.186
ALLISON SP	1	0.186
ALONSO M	1	0.186
ALPERT M	1	0.186
ALT M	1	0.186
ALTEN R	1	0.186
