Authors	records	% of 38856
AMIDEI D	173	0.445
BARNETT BA	164	0.422
ERREDE S	158	0.407
HAUSER J	158	0.407
WILSON R	158	0.407
BODEK A	156	0.401
PLUNKETT R	154	0.396
TIPTON P	153	0.394
ALAM MS	151	0.389
POLING R	150	0.386
SLIWA K	150	0.386
BINKLEY M	149	0.383
KASS R	149	0.383
CIHANGIR S	148	0.381
COOPER J	148	0.381
DEVLIN T	148	0.381
FOSTER GW	148	0.381
KAGAN H	148	0.381
KONDO K	148	0.381
LOCKYER N	148	0.381
BERETVAS A	147	0.378
CASTRO A	147	0.378
THORNDIKE EH	147	0.378
HANDLER R	146	0.376
BEHRENDS S	145	0.373
PONDROM L	145	0.373
WYSS J	145	0.373
SINERVO P	144	0.371
WILLIAMS HH	144	0.371
BORTOLETTO D	143	0.368
ELIAS JE	143	0.368
MATTHEWS JAJ	143	0.368
MORITA Y	143	0.368
CARLSMITH D	142	0.365
MONETI GC	142	0.365
PETERSON D	142	0.365
STONE S	142	0.365
TAKAHASHI T	142	0.365
YEH GP	142	0.365
BARNES VE	141	0.363
BEBEK C	141	0.363
BELLETTINI G	141	0.363
CSORNA SE	141	0.363
EHRLICH R	141	0.363
GOULIANOS K	141	0.363
HABER C	141	0.363
HARTILL DL	141	0.363
KIRSCH L	141	0.363
KREINICK DL	141	0.363
LAASANEN AT	141	0.363
MISTRY NB	141	0.363
MUKHERJEE A	141	0.363
NODULMAN L	141	0.363
WEBB R	141	0.363
AVERY P	140	0.360
BISELLO D	140	0.360
CAMPBELL M	140	0.360
CASSEL DG	140	0.360
FUKUI Y	140	0.360
GARFINKEL AF	140	0.360
GOLD M	140	0.360
LORETI M	140	0.360
MAESHIMA K	140	0.360
NORDBERG E	140	0.360
PROUDFOOT J	140	0.360
SAKUMOTO WK	140	0.360
TAKIKAWA K	140	0.360
BELFORTE S	139	0.358
BERKELMAN K	139	0.358
BLOCKER C	139	0.358
BYRUM KL	139	0.358
CHIARELLI G	139	0.358
