Authors	records	% of 48165
WILSON R	162	0.336
AMIDEI D	155	0.322
ALAM MS	153	0.318
BARNETT BA	152	0.316
BODEK A	148	0.307
HARTILL DL	147	0.305
THORNDIKE EH	146	0.303
BEHRENDS S	144	0.299
PERL ML	144	0.299
BINKLEY M	142	0.295
ERREDE S	140	0.291
HAUSER J	140	0.291
KONDO K	140	0.291
TAKAHASHI T	139	0.289
BERKELMAN K	138	0.287
CASSEL DG	138	0.287
KAGAN H	138	0.287
MONETI GC	138	0.287
POLING R	138	0.287
KASS R	137	0.284
MILLER DH	137	0.284
BARNES VE	136	0.282
ELIAS JE	136	0.282
PLUNKETT R	136	0.282
CIHANGIR S	135	0.280
TIPTON P	135	0.280
WILLIAMS HH	135	0.280
DEVLIN T	134	0.278
ELY R	134	0.278
GOULIANOS K	134	0.278
HANDLER R	134	0.278
PONDROM L	134	0.278
SADOFF AJ	134	0.278
STONE S	134	0.278
BARBAROGALTIERI A	133	0.276
GARFINKEL AF	133	0.276
BERETVAS A	132	0.274
SLIWA K	132	0.274
COOPER J	131	0.272
GITTELMAN B	131	0.272
GLADNEY L	131	0.272
MATTHEWS JAJ	131	0.272
NORDBERG E	131	0.272
AVERY P	130	0.270
FOSTER GW	130	0.270
GOLDBERG M	130	0.270
LOCKYER N	130	0.270
MCINTYRE P	130	0.270
NODULMAN L	130	0.270
BEBEK C	129	0.268
CASTRO A	129	0.268
CSORNA SE	129	0.268
EHRLICH R	129	0.268
KREINICK DL	129	0.268
MISTRY NB	129	0.268
PETERSON D	128	0.266
THERIOT D	128	0.266
FORD WT	127	0.264
KANDASWAMY J	127	0.264
LAASANEN AT	127	0.264
WYSS J	127	0.264
SINERVO P	126	0.262
BERGE JP	125	0.260
BORTOLETTO D	125	0.260
GIOKARIS N	125	0.260
KIRSCH L	125	0.260
MIYASHITA S	125	0.260
MORITA Y	125	0.260
SIEGRIST J	125	0.260
ABE F	124	0.257
BISELLO D	124	0.257
CARLSMITH D	124	0.257
WEBB R	124	0.257
YEH GP	124	0.257
BELLETTINI G	123	0.255
HABER C	123	0.255
KINOSHITA K	123	0.255
LORETI M	123	0.255
MUKHERJEE A	123	0.255
PROUDFOOT J	123	0.255
TAKIKAWA K	123	0.255
CAMPBELL M	122	0.253
FUKUI Y	122	0.253
GOLD M	122	0.253
KUBOTA Y	122	0.253
MAESHIMA K	122	0.253
SAKUMOTO WK	122	0.253
TOLLESTRUP A	122	0.253
WAGNER RL	122	0.253
WICKLUND AB	122	0.253
BEDESCHI F	121	0.251
BELFORTE S	121	0.251
BLOCKER C	121	0.251
BYRUM KL	121	0.251
CHIARELLI G	121	0.251
CORDELLI M	121	0.251
DEMORTIER L	121	0.251
FREEMAN J	121	0.251
HAHN SR	121	0.251
HARRIS RM	121	0.251
HOLLEBEEK R	121	0.251
JENSEN H	121	0.251
JOSHI U	121	0.251
KAMON T	121	0.251
KEPHART R	121	0.251
MISCETTI S	121	0.251
NAKANO I	121	0.251
PAOLETTI R	121	0.251
PATRICK J	121	0.251
PUNZI G	121	0.251
RAGAN K	121	0.251
RIMONDI F	121	0.251
RISTORI L	121	0.251
SCHLABACH P	121	0.251
SCHMIDT EE	121	0.251
SCRIBANO A	121	0.251
SEGLER S	121	0.251
SHOCHET M	121	0.251
WAGNER RG	121	0.251
WATTS T	121	0.251
YAMAMOTO H	121	0.251
YASUOKA K	121	0.251
ZETTI F	121	0.251
APOLLINARI G	120	0.249
BELLINGER J	120	0.249
CARITHERS W	120	0.249
CONTRERAS M	120	0.249
FLAUGHER B	120	0.249
GIANNETTI P	120	0.249
GRAY SW	120	0.249
HELTSLEY BK	120	0.249
HUTH J	120	0.249
HYLEN J	120	0.249
MENZIONE A	120	0.249
MISHINA M	120	0.249
SANSONI A	120	0.249
STEFANINI A	120	0.249
UKEGAWA F	120	0.249
YOH J	120	0.249
BENSINGER J	119	0.247
CHAPMAN J	119	0.247
FRANKLIN M	119	0.247
KUHLMANN SE	119	0.247
PHILLIPS TJ	119	0.247
SNIDER FD	119	0.247
BERTOLUCCI S	118	0.245
ATAC M	117	0.243
GIROMINI P	117	0.243
VIDAL R	117	0.243
BARINGER P	116	0.241
BRANDENBURG G	116	0.241
FELDMAN GJ	116	0.241
HARA K	116	0.241
WEINSTEIN AJ	116	0.241
DEJONGH F	115	0.239
HOLLOWAY L	115	0.239
MARRINER JP	115	0.239
SHAW NM	115	0.239
SMITH JG	115	0.239
BUDD HS	114	0.237
LISS TM	114	0.237
MORRISON RJ	114	0.237
SHIBATA EI	114	0.237
BACCHETTA N	113	0.235
BESSON D	113	0.235
GEER S	113	0.235
NELSON C	113	0.235
PAULETTA G	113	0.235
SKUBIC P	113	0.235
WANG CH	113	0.235
WOLINSKI J	113	0.235
CLARK AG	112	0.233
LAMOUREUX JI	112	0.233
SEIYA Y	112	0.233
TIMKO M	112	0.233
TKACZYK S	112	0.233
BAUMANN T	111	0.230
DERWENT PF	111	0.230
HUGHES R	111	0.230
INCAGLI M	111	0.230
KUNS E	111	0.230
MANGANO M	111	0.230
WESTER WC	111	0.230
YAGIL A	111	0.230
BEAN A	110	0.228
HUFFMAN BT	110	0.228
KONIGSBERG J	110	0.228
PAPADIMITRIOU V	110	0.228
ROBERTSON WJ	110	0.228
LEWIS JD	109	0.226
PESCARA L	109	0.226
WICKLUND E	109	0.226
WINER BL	109	0.226
ENO S	108	0.224
KIM YK	108	0.224
KOVACS E	108	0.224
RILEY D	108	0.224
ZANETTI A	108	0.224
ZUCCHELLI S	108	0.224
BUSETTO G	107	0.222
HU P	107	0.222
KESTEN P	107	0.222
LEONE S	107	0.222
FRISCH H	106	0.220
GAN KK	106	0.220
LUKENS P	106	0.220
MARIOTTI M	106	0.220
TURINI N	106	0.220
VEJCIK S	106	0.220
BAILEY MW	105	0.218
EIGEN G	105	0.218
GERDES DW	105	0.218
TARTARELLI F	105	0.218
WENZEL H	105	0.218
EINSWEILER K	104	0.216
GRASSMANN H	104	0.216
KOPP S	104	0.216
NG CR	104	0.216
WANG J	104	0.216
WILSON P	104	0.216
BAUER G	103	0.214
BENJAMIN D	103	0.214
CANER A	103	0.214
BROWDER TE	102	0.212
HORWITZ N	102	0.212
KADEL RW	102	0.212
PIPKIN FM	102	0.212
PTOHOS F	102	0.212
SPHICAS P	102	0.212
STROYNOWSKI R	102	0.212
CERVELLI F	101	0.210
DICKSON M	101	0.210
EISENSTEIN BI	101	0.210
GROSSOPILCHER C	101	0.210
MULLER T	101	0.210
RODRIGO T	101	0.210
BOSWELL C	100	0.208
HANSON G	100	0.208
COBAL M	99	0.206
KIM SH	99	0.206
SILL A	99	0.206
GOSHAW AT	98	0.203
JESSOP CP	98	0.203
KARLINER I	98	0.203
KEUTELIAN H	98	0.203
MUELLER J	98	0.203
NEWMANHOLMES C	98	0.203
TETHER S	98	0.203
KATO Y	97	0.201
LIMON P	97	0.201
OGG M	97	0.201
SEIDEL S	97	0.201
DRELL PS	96	0.199
GOLDHABER G	96	0.199
KASHA H	96	0.199
LAMMEL S	96	0.199
LINDGREN M	96	0.199
SHIPSEY IPJ	96	0.199
BARTELT J	95	0.197
DELLORSO M	95	0.197
ERREDE D	95	0.197
ROSENSON L	95	0.197
SKWARNICKI T	95	0.197
STANCO L	95	0.197
SUMOROK K	95	0.197
TRILLING GH	95	0.197
WU X	95	0.197
YOSHIDA T	95	0.197
ARTUSO M	94	0.195
COPPAGE D	94	0.195
LEE J	94	0.195
SCHELLMAN H	94	0.195
SKARHA J	94	0.195
STEVENSON ML	94	0.195
THUN R	94	0.195
TSENG J	94	0.195
WITHERELL MS	94	0.195
BIERY K	93	0.193
CAMPAGNARI C	93	0.193
KADYK JA	93	0.193
KIM SB	93	0.193
KORDAS K	93	0.193
MESCHI E	93	0.193
PARA A	93	0.193
WARBURTON A	93	0.193
YELTON J	93	0.193
DAVIS R	92	0.191
LUCCHESI D	92	0.191
NEUBERGER D	92	0.191
PATTERSON JR	92	0.191
AMMAR R	91	0.189
HARRAL B	91	0.189
THALER JJ	91	0.189
MADARAS RJ	90	0.187
MIAO T	90	0.187
SCHMIDT MP	90	0.187
CRANE D	89	0.185
HANS RM	89	0.185
MARKELOFF R	89	0.185
MARTIN A	89	0.185
MATTINGLY R	89	0.185
YUN JC	89	0.185
DEBARBARO P	88	0.183
ENGELS E	88	0.183
TITOV A	88	0.183
ALEXANDER JP	87	0.181
BLAIR RE	87	0.181
DELLAGNELLO S	87	0.181
ERNST J	87	0.181
HUSTON J	87	0.181
KWAK N	87	0.181
NELSON HN	87	0.181
OKUSAWA T	87	0.181
CHINOWSKY W	86	0.179
LARSEN RR	86	0.179
LUTH V	86	0.179
NEMATI B	86	0.179
RICHMAN JD	86	0.179
ABRAMS GS	85	0.176
BREIDENBACH M	85	0.176
JAROS JA	85	0.176
MILLER R	85	0.176
URHEIM J	85	0.176
BOLOGNESI V	84	0.174
DAHL OI	84	0.174
HAWK C	84	0.174
HONSCHEID K	84	0.174
KANEKO T	84	0.174
KATAYAMA N	84	0.174
MELESE P	84	0.174
SELEN M	84	0.174
SINGH P	84	0.174
TERAMOTO Y	84	0.174
BROMBERG C	83	0.172
GOBBI B	83	0.172
KENNEDY RD	83	0.172
KIM PC	83	0.172
LECOMPTE T	83	0.172
MILLER JS	83	0.172
PARK S	83	0.172
PIACENTINO G	83	0.172
SALTZBERG D	83	0.172
SHEPARD PF	83	0.172
STEELE J	83	0.172
STRAIT J	83	0.172
SULLIVAN G	83	0.172
CLARK AR	82	0.170
YAO W	82	0.170
ZOELLER MM	82	0.170
BHATTI A	81	0.168
BURKETT K	81	0.168
DENINNO M	81	0.168
DONATI S	81	0.168
FAN Q	81	0.168
GROER L	81	0.168
INCANDELA J	81	0.168
KOEHN P	81	0.168
LINGEL K	81	0.168
OISHI R	81	0.168
PAAR HP	81	0.168
PAGLIARONE C	81	0.168
PARK H	81	0.168
RICHTER B	81	0.168
SCHRENK S	81	0.168
SHIMOJIMA M	81	0.168
SPALDING J	81	0.168
YU I	81	0.168
BUCKLEYGEER E	80	0.166
BYONWAGNER A	80	0.166
DANIELS T	80	0.166
FIORI I	80	0.166
FRIEDMAN J	80	0.166
GALLINARO M	80	0.166
GORDON A	80	0.166
HEINRICH J	80	0.166
JAIN V	80	0.166
LOHNER M	80	0.166
LONG O	80	0.166
PETERS MD	80	0.166
PILLAI M	80	0.166
STUART D	80	0.166
SUN CR	80	0.166
CINABRO D	79	0.164
FUJINO D	79	0.164
HAMILTON R	79	0.164
KESTENBAUM D	79	0.164
KEUP RM	79	0.164
OH SH	79	0.164
ROBERTS S	79	0.164
SAVINOV V	79	0.164
SEVERINI H	79	0.164
WENDT C	79	0.164
WILKINSON R	79	0.164
WURTHWEIN F	79	0.164
AUCHINCLOSS P	78	0.162
GRONBERG J	78	0.162
KAJFASZ E	78	0.162
KOWALD W	78	0.162
MASEK G	78	0.162
NEMETHY P	78	0.162
RANKIN P	78	0.162
SCARPINE V	78	0.162
SPIEGEL L	78	0.162
CONWAY J	77	0.160
KIM HS	77	0.160
KIM IJ	77	0.160
KROLL J	77	0.160
LOKEN SC	77	0.160
ZHANG W	77	0.160
ALBROW MG	76	0.158
GALEOTTI S	76	0.158
GOLLIN GD	76	0.158
GUIDA JA	76	0.158
GUIDA JM	76	0.158
HAUPTMAN JM	76	0.158
KRUSE M	76	0.158
MAKSIMOVIC P	76	0.158
MICHAIL G	76	0.158
PARTRIDGE R	76	0.158
PITTS KT	76	0.158
ROSS WR	76	0.158
SHAPIRO M	76	0.158
WATTS G	76	0.158
YEH P	76	0.158
ANTOS J	75	0.156
BOYARSKI AM	75	0.156
CHAN S	75	0.156
CHENG MT	75	0.156
FERBEL T	75	0.156
FRAUTSCHI M	75	0.156
LIU YC	75	0.156
TAYLOR W	75	0.156
TOLLEFSON K	75	0.156
WANG MJ	75	0.156
ATHANAS M	74	0.154
BUCHHOLZ D	74	0.154
HONG S	74	0.154
KEEBLE L	74	0.154
PAULINI M	74	0.154
TENG PK	74	0.154
THOMAS TL	74	0.154
BADGETT W	73	0.152
BOKHARI W	73	0.152
COFFMAN DM	73	0.152
FAST J	73	0.152
GIDAL G	73	0.152
HAUGER SA	73	0.152
JONES CD	73	0.152
KRASBERG M	73	0.152
SHAPIRO MD	73	0.152
SMITH DA	73	0.152
WANG G	73	0.152
BENLLOCH J	72	0.149
BIRGENEAU RJ	72	0.149
DORFAN JM	72	0.149
EDWARDS KW	72	0.149
INNES WR	72	0.149
KOSKA W	72	0.149
LAMI S	72	0.149
LI J	72	0.149
LOBKOWICZ F	72	0.149
NELSON TK	72	0.149
OGRADY C	72	0.149
PATTON S	72	0.149
SMITH A	72	0.149
SONG T	72	0.149
WOOD DR	72	0.149
CHADHA M	71	0.147
GONZALEZ J	71	0.147
JUNG CK	71	0.147
LYS J	71	0.147
SGANOS G	71	0.147
STANLEY HE	71	0.147
SUNG M	71	0.147
TONNISON J	71	0.147
YE Y	71	0.147
BARISH B	70	0.145
GARCIASCIVERES M	70	0.145
MIKAMO S	70	0.145
OGAWA S	70	0.145
SATO H	70	0.145
TRISCHUK W	70	0.145
FISK HE	69	0.143
IKEDA H	69	0.143
KIM SK	69	0.143
WANG C	69	0.143
WANG R	69	0.143
AIHARA H	68	0.141
CHAO HY	68	0.141
FULTON R	68	0.141
MILLER M	68	0.141
PATEL PM	68	0.141
SCHAMBERGER RD	68	0.141
STEPHENS FS	68	0.141
WOLF A	68	0.141
YOSEF C	68	0.141
AMENDOLIA SR	67	0.139
AZFAR F	67	0.139
BADEN AR	67	0.139
COOPER WE	67	0.139
HOUK G	67	0.139
HURST P	67	0.139
JOSTLEIN H	67	0.139
KIM DH	67	0.139
KWON Y	67	0.139
MIMASHI T	67	0.139
MORROW F	67	0.139
ABE K	66	0.137
BARTLETT JF	66	0.137
DENBY B	66	0.137
DIAMOND RM	66	0.137
HADLEY NJ	66	0.137
KARDELIS DA	66	0.137
KOLTICK D	66	0.137
LOOMIS C	66	0.137
OTT E	66	0.137
TUTS PM	66	0.137
WESTHUSING T	66	0.137
CEN Y	65	0.135
CHIOU CN	65	0.135
COUYOUMTZELIS C	65	0.135
DITTMANN JR	65	0.135
DUNN A	65	0.135
HE D	65	0.135
JAMES E	65	0.135
KALBFLEISCH G	65	0.135
LUDWIG GS	65	0.135
MCILWAIN RL	65	0.135
MIAO C	65	0.135
NINOMIYA M	65	0.135
OHSUGI T	65	0.135
BURKE DL	64	0.133
LIU Y	64	0.133
SHEN Q	64	0.133
WEI C	64	0.133
CHRISTOFEK L	63	0.131
CRAWFORD G	63	0.131
DRUCKER RB	63	0.131
GREEN J	63	0.131
KUNORI S	63	0.131
LUSIN S	63	0.131
MASUI J	63	0.131
PERTICONE D	63	0.131
WHITE JT	63	0.131
ZHANG L	63	0.131
BLOOM K	62	0.129
CUTTS D	62	0.129
DEMINA R	62	0.129
HAGOPIAN V	62	0.129
HANCOCK N	62	0.129
JOHNSON M	62	0.129
MEVISSEN J	62	0.129
SILVERMAN A	62	0.129
SOLOMON J	62	0.129
STROVINK M	62	0.129
VUCINIC D	62	0.129
YU J	62	0.129
ANDERSON EW	61	0.127
BENTON D	61	0.127
CHADWICK K	61	0.127
CHO HA	61	0.127
GREEN DR	61	0.127
LANKFORD AJ	61	0.127
MENARY S	61	0.127
QUINTAS PZ	61	0.127
SHEAFF M	61	0.127
VOLOBOUEV I	61	0.127
WEST KW	61	0.127
AKIMOTO H	60	0.125
BALEST R	60	0.125
BERGFELD T	60	0.125
BUTLER F	60	0.125
CULBERTSON R	60	0.125
ENGELMANN R	60	0.125
FISK Z	60	0.125
GAY C	60	0.125
ITO AS	60	0.125
LOW EH	60	0.125
MARUYAMA T	60	0.125
MOUNTAIN R	60	0.125
PALMER M	60	0.125
PANVINI RS	60	0.125
SCHINDLER RH	60	0.125
TRIPPE TG	60	0.125
UNDERWOOD D	60	0.125
YOVANOVITCH D	60	0.125
BAO J	59	0.122
BRIERE RA	59	0.122
CHEN W	59	0.122
CLINE D	59	0.122
COHEN ML	59	0.122
GLENN S	59	0.122
GOSSARD AC	59	0.122
KUTSCHKE R	59	0.122
MAAS P	59	0.122
MANSOUR J	59	0.122
PIEKARZ H	59	0.122
ROBERTS D	59	0.122
ROMANO J	59	0.122
ROSER R	59	0.122
RYD A	59	0.122
SCULLI J	59	0.122
SHAPIRO G	59	0.122
SUZUKI J	59	0.122
SUZUKI T	59	0.122
YASUDA T	59	0.122
ADAMS DL	58	0.120
BORCHERDING F	58	0.120
CALDWELL DO	58	0.120
CHIKAMATSU T	58	0.120
FUNAKI S	58	0.120
HEDIN D	58	0.120
HOFTUN JS	58	0.120
ISO H	58	0.120
KEYVAN F	58	0.120
LUCHINI CB	58	0.120
LYON AL	58	0.120
MAGHAKIAN A	58	0.120
MAO HS	58	0.120
OHL KE	58	0.120
ONEILL JJ	58	0.120
PAPPAS SP	58	0.120
