Authors	records	% of 881
LANGEVIN Y	8	0.908
BIBRING JP	7	0.795
BERRIMAN M	6	0.681
POULET F	6	0.681
QUAIL MA	6	0.681
SALZBERG SL	6	0.681
FRASER CM	5	0.568
GONDET B	5	0.568
GURNETT DA	5	0.568
HALL N	5	0.568
IP WH	5	0.568
RABBINOWITSCH E	5	0.568
WEST R	5	0.568
BARBARA J	4	0.454
BARRELL B	4	0.454
BELLUCCI G	4	0.454
BRAHIC A	4	0.454
CHARNOZ S	4	0.454
GARCIA KC	4	0.454
GENDRIN A	4	0.454
JACOBSON RA	4	0.454
JOHNSON TV	4	0.454
KANAMORI H	4	0.454
LARKE N	4	0.454
LORD A	4	0.454
MANGOLD N	4	0.454
NORBERTCZAK H	4	0.454
OWEN WM	4	0.454
PERRIMON N	4	0.454
PERRY J	4	0.454
PORCO CC	4	0.454
PRICE C	4	0.454
RAJANDREAM MA	4	0.454
VEVERKA J	4	0.454
A'HEARN MF	3	0.341
AGGARWAL G	3	0.341
ANUPAMA A	3	0.341
AVERKAMP TF	3	0.341
BAKER E	3	0.341
BARTHOLOMEU DC	3	0.341
BATALOV S	3	0.341
BEURLE K	3	0.341
BLANDIN G	3	0.341
BORK P	3	0.341
BRINGAUD F	3	0.341
BURNS JA	3	0.341
CADAG E	3	0.341
CALER E	3	0.341
CARLTON JM	3	0.341
CHEN L	3	0.341
CHURCHER C	3	0.341
COOPER N	3	0.341
CRABTREE J	3	0.341
CRONIN A	3	0.341
DAWSON DD	3	0.341
DEL GENIO AD	3	0.341
DENK T	3	0.341
DOGGETT J	3	0.341
DONES L	3	0.341
DOUGHERTY MK	3	0.341
DROSSART P	3	0.341
DYUDINA U	3	0.341
EL-SAYED NM	3	0.341
EVANS MW	3	0.341
FLAVELL RA	3	0.341
FRASER A	3	0.341
GHEDIN E	3	0.341
GHOSH S	3	0.341
GIESE B	3	0.341
GRAZIER K	3	0.341
GREEN RE	3	0.341
GWYNNE P	3	0.341
HAAS B	3	0.341
HAYASHIZAKI Y	3	0.341
HERTZ-FOWLER C	3	0.341
HUGHES TP	3	0.341
INGERSOLL AP	3	0.341
IWASAKI H	3	0.341
JOHNSON D	3	0.341
JORDAN KD	3	0.341
JOUZEL J	3	0.341
KAWAKITA H	3	0.341
KRIMIGIS SM	3	0.341
KURTH WS	3	0.341
LIU J	3	0.341
MASSON-DELMOTTE V	3	0.341
MCEWEN A	3	0.341
MEECH KJ	3	0.341
MEEHL GA	3	0.341
MURRAY CD	3	0.341
MYLER PJ	3	0.341
NEUBAUER FM	3	0.341
ORMOND D	3	0.341
ORTON GS	3	0.341
PAIN A	3	0.341
PERSOON AM	3	0.341
PICARDI G	3	0.341
RENAULD H	3	0.341
ROATSCH T	3	0.341
ROELOF EC	3	0.341
SPITALE J	3	0.341
SQUYRES S	3	0.341
STUART KD	3	0.341
SUZUKI H	3	0.341
TERRIER R	3	0.341
THOMAS PC	3	0.341
TISCARENO M	3	0.341
TURTLE E	3	0.341
VASAVADA AR	3	0.341
WAGNER R	3	0.341
WANG J	3	0.341
WASHINGTON WM	3	0.341
WHITE O	3	0.341
WOODWARD C	3	0.341
WOODWARD J	3	0.341
WORTHEY EA	3	0.341
WORTMAN JR	3	0.341
YAMASHITA T	3	0.341
YATES JR	3	0.341
ZHANG J	3	0.341
ZHANG Y	3	0.341
ABBAS MM	2	0.227
ACHILLEOS N	2	0.227
ACHTERBERG RK	2	0.227
ADAMS EJ	2	0.227
ADE P	2	0.227
AGUZZI A	2	0.227
AHARONIAN F	2	0.227
AHN C	2	0.227
AKHPERJANIAN AG	2	0.227
ALLEN JE	2	0.227
ALSMARK UCM	2	0.227
AMMON CJ	2	0.227
ANDERSON JR	2	0.227
ANDERSSON B	2	0.227
ANDRE N	2	0.227
ANONYMOUS	2	0.227
ARMSTRONG TP	2	0.227
ARRIDGE CS	2	0.227
ARVIDSON R	2	0.227
ASANO T	2	0.227
ATTIPOE P	2	0.227
AYCOCK J	2	0.227
AYE KM	2	0.227
BAKER D	2	0.227
BALMFORD A	2	0.227
BARDGETT RD	2	0.227
BARRIOS-RODILES M	2	0.227
BARTEL DP	2	0.227
BARUCCI A	2	0.227
BAZER-BACHI AR	2	0.227
BEILICKE M	2	0.227
BELTON MJS	2	0.227
BENBOW W	2	0.227
BERGE D	2	0.227
BERGHAUS P	2	0.227
BERNLOHR K	2	0.227
BERTAUX JL	2	0.227
BERTUCCI C	2	0.227
BEZARD B	2	0.227
BISHOP R	2	0.227
BJORAKER GL	2	0.227
BOISSON C	2	0.227
BOLTON S	2	0.227
BOLZ O	2	0.227
BONEV BP	2	0.227
BOSE R	2	0.227
BOSTROM R	2	0.227
BOUCHEZ AH	2	0.227
BOURGUET D	2	0.227
BOWLES N	2	0.227
BRANDT PC	2	0.227
BRASUNAS J	2	0.227
BRAUN I	2	0.227
