Authors	records	% of 85130
LI J	396	0.465
BANERJEE S	385	0.452
ALAM MS	362	0.425
BODEK A	348	0.409
BARNETT BA	343	0.403
AMIDEI D	342	0.402
HARA K	342	0.402
FORD WT	341	0.401
KASS R	338	0.397
KAGAN H	336	0.395
KONDO K	335	0.394
BINKLEY M	329	0.386
ERREDE S	329	0.386
SMITH JG	328	0.385
BARNES VE	327	0.384
GOULIANOS K	324	0.381
BERETVAS A	323	0.379
CASTRO A	323	0.379
GARFINKEL AF	323	0.379
WILLIAMS HH	323	0.379
HOCKER A	322	0.378
SLIWA K	321	0.377
PONDROM L	320	0.376
TIPTON P	320	0.376
NODULMAN L	319	0.375
LAASANEN AT	318	0.374
SAKUMOTO WK	317	0.372
BORTOLETTO D	316	0.371
GLADNEY L	316	0.371
CARLSMITH D	315	0.370
NAKANO I	315	0.370
MAESHIMA K	314	0.369
MUKHERJEE A	314	0.369
SINERVO P	314	0.369
BISELLO D	313	0.368
KAMON T	313	0.368
DEMORTIER L	312	0.366
HABER C	312	0.366
APOLLINARI G	311	0.365
YEH GP	311	0.365
BELLETTINI G	310	0.364
CAMPBELL M	310	0.364
BLOCKER C	309	0.363
GOLD M	309	0.363
KIRSCH L	309	0.363
WAGNER RL	309	0.363
WICKLUND AB	309	0.363
BAUER G	308	0.362
CHIARELLI G	308	0.362
CORDELLI M	308	0.362
HAHN SR	308	0.362
JESSOP CP	308	0.362
PATRICK J	308	0.362
PUNZI G	308	0.362
RIMONDI F	308	0.362
RISTORI L	308	0.362
SCHLABACH P	308	0.362
SCHMIDT EE	308	0.362
SCRIBANO A	308	0.362
SHOCHET M	308	0.362
UKEGAWA F	308	0.362
ZHANG J	308	0.362
BELLINGER J	307	0.361
EIGEN G	307	0.361
FRANKLIN M	307	0.361
YOH J	307	0.361
BEDESCHI F	306	0.359
GIANNETTI P	306	0.359
LEE J	306	0.359
MENZIONE A	306	0.359
PHILLIPS TJ	306	0.359
BYRUM KL	305	0.358
KATO Y	305	0.358
SNIDER FD	305	0.358
WAGNER RG	305	0.358
KIM SH	304	0.357
TKACZYK S	302	0.355
BUDD HS	301	0.354
MULLER T	301	0.354
YOSHIDA T	301	0.354
KEPHART R	300	0.352
PAULETTA G	300	0.352
WINER BL	300	0.352
MCINTYRE P	299	0.351
SEIYA Y	299	0.351
TANAKA M	298	0.350
KIM YK	297	0.349
KONIGSBERG J	297	0.349
LEWIS JD	296	0.348
