1.0,1.0,1.0,20.307
3.0,1.0,-1.0,20.307
1.0,2.0,1.0,162.16
5.0,2.0,-1.0,162.16
1.0,3.0,1.0,51.203
247.0,3.0,-1.0,51.203
2.0,4.0,1.0,20.116
3.0,4.0,-1.0,20.116
2.0,5.0,1.0,109.76
6.0,5.0,-1.0,109.76
2.0,6.0,1.0,35.294
8.0,6.0,-1.0,35.294
2.0,7.0,1.0,68.173
248.0,7.0,-1.0,68.173
3.0,8.0,1.0,205.97
4.0,8.0,-1.0,205.97
3.0,9.0,1.0,333.33
7.0,9.0,-1.0,333.33
3.0,10.0,1.0,14.301
18.0,10.0,-1.0,14.301
3.0,11.0,1.0,140.0
129.0,11.0,-1.0,140.0
3.0,12.0,1.0,94.877
249.0,12.0,-1.0,94.877
4.0,13.0,1.0,52.055
16.0,13.0,-1.0,52.055
5.0,14.0,1.0,27.047
7.0,14.0,-1.0,27.047
5.0,15.0,1.0,33.067
9.0,15.0,-1.0,33.067
6.0,16.0,1.0,26.737
7.0,16.0,-1.0,26.737
7.0,17.0,1.0,109.76
12.0,17.0,-1.0,109.76
7.0,18.0,1.0,140.0
110.0,18.0,-1.0,140.0
8.0,19.0,1.0,16.041
11.0,19.0,-1.0,16.041
8.0,20.0,1.0,21.728
14.0,20.0,-1.0,21.728
9.0,21.0,1.0,35.294
11.0,21.0,-1.0,35.294
10.0,22.0,1.0,10.742
11.0,22.0,-1.0,10.742
10.0,23.0,1.0,19.155
12.0,23.0,-1.0,19.155
11.0,24.0,1.0,27.869
13.0,24.0,-1.0,27.869
11.0,25.0,1.0,52.002
250.0,25.0,-1.0,52.002
12.0,26.0,1.0,65.502
20.0,26.0,-1.0,65.502
12.0,27.0,1.0,32.051
251.0,27.0,-1.0,32.051
13.0,28.0,1.0,28.523
19.0,28.0,-1.0,28.523
14.0,29.0,1.0,21.429
15.0,29.0,-1.0,21.429
15.0,30.0,1.0,27.083
16.0,30.0,-1.0,27.083
15.0,31.0,1.0,24.21
17.0,31.0,-1.0,24.21
15.0,32.0,1.0,3.7731
31.0,32.0,-1.0,3.7731
15.0,33.0,1.0,3.478
74.0,33.0,-1.0,3.478
15.0,34.0,1.0,2.5747
75.0,34.0,-1.0,2.5747
16.0,35.0,1.0,45.082
36.0,35.0,-1.0,45.082
17.0,36.0,1.0,64.182
252.0,36.0,-1.0,64.182
18.0,37.0,1.0,54.878
20.0,37.0,-1.0,54.878
18.0,38.0,1.0,12.178
72.0,38.0,-1.0,12.178
19.0,39.0,1.0,75.03
20.0,39.0,-1.0,75.03
19.0,40.0,1.0,24.535
21.0,40.0,-1.0,24.535
19.0,41.0,1.0,4.726
26.0,41.0,-1.0,4.726
20.0,42.0,1.0,29.01
23.0,42.0,-1.0,29.01
21.0,43.0,1.0,7.3877
22.0,43.0,-1.0,7.3877
22.0,44.0,1.0,16.569
23.0,44.0,-1.0,16.569
22.0,45.0,1.0,20.723
24.0,45.0,-1.0,20.723
22.0,46.0,1.0,43.478
253.0,46.0,-1.0,43.478
23.0,47.0,1.0,14.552
231.0,47.0,-1.0,14.552
23.0,48.0,1.0,34.602
254.0,48.0,-1.0,34.602
24.0,49.0,1.0,11.204
25.0,49.0,-1.0,11.204
25.0,50.0,1.0,7.3059
26.0,50.0,-1.0,7.3059
25.0,51.0,1.0,6.9337
232.0,51.0,-1.0,6.9337
27.0,52.0,1.0,15.873
28.0,52.0,-1.0,15.873
27.0,53.0,1.0,79.867
32.0,53.0,-1.0,79.867
27.0,54.0,1.0,33.067
34.0,54.0,-1.0,33.067
27.0,55.0,1.0,22.655
35.0,55.0,-1.0,22.655
28.0,56.0,1.0,123.08
36.0,56.0,-1.0,123.08
29.0,57.0,1.0,21.066
30.0,57.0,-1.0,21.066
29.0,58.0,1.0,16.026
60.0,58.0,-1.0,16.026
29.0,59.0,1.0,60.345
63.0,59.0,-1.0,60.345
29.0,60.0,1.0,30.818
64.0,60.0,-1.0,30.818
30.0,61.0,1.0,36.242
73.0,61.0,-1.0,36.242
31.0,62.0,1.0,20.678
32.0,62.0,-1.0,20.678
31.0,63.0,1.0,13.974
34.0,63.0,-1.0,13.974
31.0,64.0,1.0,25.788
35.0,64.0,-1.0,25.788
31.0,65.0,1.0,11.825
43.0,65.0,-1.0,11.825
31.0,66.0,1.0,3.3903
74.0,66.0,-1.0,3.3903
31.0,67.0,1.0,6.9255
75.0,67.0,-1.0,6.9255
31.0,68.0,1.0,2120.2
266.0,68.0,-1.0,2120.2
