Authors	records	% of 63579
BANERJEE S	568	0.893
ZHANG J	526	0.827
KIM H	444	0.698
LI J	441	0.694
LIU Y	420	0.661
ZHANG L	415	0.653
JONES M	398	0.626
BOCCI A	394	0.620
KIM SH	394	0.620
STROM D	391	0.615
HOCKER A	389	0.612
KIM DH	384	0.604
HARA K	382	0.601
BODEK A	381	0.599
MALIK S	378	0.595
XIE Y	374	0.588
LEE J	373	0.587
MULLER T	367	0.577
CASTRO A	365	0.574
LIU H	363	0.571
DE BARBARO P	361	0.568
WANG J	361	0.568
KAMON T	360	0.566
CONWAY J	359	0.565
YU I	359	0.565
BERETVAS A	358	0.563
BURKETT K	358	0.563
CHERTOK M	358	0.563
CHEN S	356	0.560
PAULINI M	356	0.560
KONIGSBERG J	354	0.557
OLSEN J	354	0.557
BORTOLETTO D	351	0.552
IVANOV A	350	0.550
OH SH	350	0.550
WU X	350	0.550
BARNES VE	348	0.547
CARLSMITH D	346	0.544
LUCCHESI D	346	0.544
NAKANO I	346	0.544
PUNZI G	346	0.544
BARNETT BA	345	0.543
BEDESCHI F	345	0.543
GOULIANOS K	345	0.543
SLIWA K	345	0.543
TENG PK	345	0.543
DEMORTIER L	343	0.539
KROLL J	342	0.538
HUSTON J	341	0.536
LEE SW	341	0.536
ZHANG Y	341	0.536
BOUDREAU J	340	0.535
ERREDE S	340	0.535
HOU S	340	0.535
WINER BL	340	0.535
APOLLINARI G	339	0.533
CERRI A	339	0.533
SHIMOJIMA M	339	0.533
UKEGAWA F	339	0.533
WILLIAMS HH	339	0.533
BISELLO D	337	0.530
GALLINARO M	337	0.530
GOMEZ G	337	0.530
MAESHIMA K	336	0.528
BHATTI A	335	0.527
DORIGO T	335	0.527
RODRIGO T	335	0.527
TOLLEFSON K	334	0.525
ANTOS J	333	0.524
CHLEBANA F	333	0.524
FRANKLIN M	333	0.524
HATAKEYAMA K	333	0.524
NACHTMAN J	333	0.524
ROLLI S	333	0.524
SCODELLARO L	333	0.524
WARBURTON A	331	0.521
BLUMENFELD B	330	0.519
TOBACK D	330	0.519
BROMBERG C	328	0.516
CHOI S	326	0.513
PAUS C	326	0.513
HERNDON M	325	0.511
LAASANEN AT	325	0.511
LECOMPTE T	325	0.511
LIU F	325	0.511
FORD WT	324	0.510
SINERVO P	324	0.510
MESROPIAN C	323	0.508
NODULMAN L	323	0.508
LI Y	321	0.505
WEBER M	321	0.505
SEVERINI H	319	0.502
GOSHAW AT	318	0.500
ANASTASSOV A	316	0.497
BAUER G	316	0.497
TKACZYK S	316	0.497
NEU C	315	0.495
KATO Y	314	0.494
LIPELES E	314	0.494
ERBACHER R	313	0.492
LATH A	313	0.492
BLOOM K	310	0.488
MAKSIMOVIC P	310	0.488
SMITH JG	310	0.488
YOSHIDA T	310	0.488
MANCA G	309	0.486
COCHRAN J	308	0.484
GONCHAROV M	308	0.484
SHARMA V	308	0.484
BUSETTO G	307	0.483
MIAO T	307	0.483
DONATI S	306	0.481
KILMINSTER B	306	0.481
PRELL S	306	0.481
KIM YK	305	0.480
LYS J	305	0.480
THOM J	305	0.480
TONELLI D	305	0.480
AMIDEI D	304	0.478
BEAN A	304	0.478
ZUCCHELLI S	304	0.478
JAMES E	303	0.477
MUKHERJEE A	301	0.473
SAFONOV A	301	0.473
CAUZ D	300	0.472
GARFINKEL AF	300	0.472
LEONE S	300	0.472
YU J	300	0.472
HABER C	299	0.470
PATRIGNANI C	299	0.470
EIGEN G	298	0.469
SOHA A	298	0.469
BOZZI C	297	0.467
GORELOV I	297	0.467
KONDO K	297	0.467
LANNON K	297	0.467
RAVEN G	297	0.467
WAGNER P	297	0.467
BARLOW RJ	296	0.466
HALKIADAKIS E	296	0.466
KORYTOV A	296	0.466
PALANO A	296	0.466
TISSERAND V	296	0.466
WILSON FF	296	0.466
KUMAR A	295	0.464
LAMMEL S	295	0.464
PLAGER C	295	0.464
SHEARS T	295	0.464
SPAAN B	294	0.462
D'ONOFRIO M	293	0.461
GRINSTEIN S	293	0.461
MANCINELLI G	293	0.461
PLAYFER S	293	0.461
WAGNER SR	293	0.461
MOGGI N	292	0.459
WANG SM	292	0.459
PETERS K	291	0.458
RISTORI L	291	0.458
ZANETTI A	291	0.458
BARINGER P	290	0.456
DEMINA R	290	0.456
KIM MJ	290	0.456
SOFFER A	290	0.456
STROLOGAS J	290	0.456
VILA I	290	0.456
YANG UK	290	0.456
YI K	290	0.456
ZHANG X	290	0.456
KIM HS	289	0.455
SAKUMOTO WK	289	0.455
SOKOLOFF MD	289	0.455
WITTICH P	289	0.455
KHAN A	288	0.453
TANAKA M	288	0.453
WALDI R	288	0.453
WANG P	288	0.453
WHITESON D	288	0.453
CUEVAS J	287	0.451
DASU S	287	0.451
INCANDELA J	287	0.451
KLIMENKO S	287	0.451
MCNULTY R	287	0.451
OKUSAWA T	287	0.451
SEIYA Y	287	0.451
CHIARELLI G	286	0.450
CHOI Y	286	0.450
SCHUNE MH	286	0.450
HAHN SR	285	0.448
