Authors	records	% of 4221
KURTHS J	108	2.559
LAI YC	41	0.971
CHEN GR	39	0.924
WANG J	39	0.924
OTT E	35	0.829
DENG B	32	0.758
SMALL M	29	0.687
ZASLAVSKY GM	27	0.640
MALOMED BA	24	0.569
CARROLL TL	23	0.545
AIHARA K	22	0.521
DANA SK	21	0.498
LETELLIER C	21	0.498
WEI XL	21	0.498
BOCCALETTI S	20	0.474
GLASS L	18	0.426
HIRATA Y	18	0.426
YU HT	18	0.426
GREBOGI C	17	0.403
PORTER MA	17	0.403
SANJUAN MAF	16	0.379
BAPTISTA MS	15	0.355
CRUTCHFIELD JP	15	0.355
FRASCA M	15	0.355
HALLER G	15	0.355
PARMANANDA P	15	0.355
SCHOLL E	15	0.355
TANG M	15	0.355
YAN ZY	15	0.355
ANTONSEN TM	14	0.332
BOLLT EM	14	0.332
KISS IZ	14	0.332
LAI CH	14	0.332
NEISHTADT AI	14	0.332
SHOWALTER K	14	0.332
ZHAN M	14	0.332
ARECCHI FT	13	0.308
CALDAS IL	13	0.308
CAO JD	13	0.308
EPSTEIN IR	13	0.308
FORTUNA L	13	0.308
GIRVAN M	13	0.308
LEHNERTZ K	13	0.308
WANG XY	13	0.308
XU W	13	0.308
AGUIRRE LA	12	0.284
BULDU JM	12	0.284
DONNER RV	12	0.284
EDELMAN M	12	0.284
GAUTHIER DJ	12	0.284
KANTZ H	12	0.284
LAKSHMANAN M	12	0.284
LIU C	12	0.284
LU JA	12	0.284
LU JH	12	0.284
MARWAN N	12	0.284
MOSEKILDE E	12	0.284
OSIPOV GV	12	0.284
PIKOVSKY A	12	0.284
TEL T	12	0.284
WANG L	12	0.284
WU XQ	12	0.284
BLAKELY JN	11	0.261
CORRON NJ	11	0.261
KAPITANIAK T	11	0.261
LI CD	11	0.261
LIU Y	11	0.261
MEISS JD	11	0.261
PARLITZ U	11	0.261
PERC M	11	0.261
POJMAN JA	11	0.261
PRASAD A	11	0.261
SCHWARTZ IB	11	0.261
SUJITH RI	11	0.261
TRESSER C	11	0.261
URIAS J	11	0.261
WANG W	11	0.261
WANG XG	11	0.261
BRADLEY E	10	0.237
CAI SM	10	0.237
FEUDEL U	10	0.237
GARCIA-OJALVO J	10	0.237
HOU ZH	10	0.237
KAPRAL R	10	0.237
LEONEL ED	10	0.237
LIU ZH	10	0.237
MINATI L	10	0.237
SORRENTINO F	10	0.237
SPROTT JC	10	0.237
ASHWIN P	9	0.213
BUNIMOVICH LA	9	0.213
BUSH JWM	9	0.213
CHERRY EM	9	0.213
CRIADO R	9	0.213
DITTO WL	9	0.213
GHOSH D	9	0.213
GOTODA H	9	0.213
GOTTWALD GA	9	0.213
GUNARATNE GH	9	0.213
HUANG L	9	0.213
KANEKO K	9	0.213
KEVREKIDIS PG	9	0.213
KOFANE TC	9	0.213
KORONOVSKII AA	9	0.213
LIAO XF	9	0.213
LIMA R	9	0.213
LIU F	9	0.213
MACAU EEN	9	0.213
MEZIC I	9	0.213
PALUS M	9	0.213
RAMASWAMY R	9	0.213
ROMANCE M	9	0.213
TIMME M	9	0.213
VIANA RL	9	0.213
WESSEL N	9	0.213
YANG XL	9	0.213
ZAKHAROVA A	9	0.213
ZHANG Y	9	0.213
ANISHCHENKO VS	8	0.190
CARRERAS BA	8	0.190
COLLINS JJ	8	0.190
CVITANOVIC P	8	0.190
DE WIT A	8	0.190
DETTMANN CP	8	0.190
FU XC	8	0.190
GRIGORIEV RO	8	0.190
HAI WH	8	0.190
HRAMOV AE	8	0.190
HUDSON JL	8	0.190
KEVREKIDIS IG	8	0.190
LIN W	8	0.190
MAHONEY JR	8	0.190
MITCHELL KA	8	0.190
NAKAO H	8	0.190
NEKORKIN VI	8	0.190
PECORA LM	8	0.190
RABINOVICH MI	8	0.190
SENTHILKUMAR DV	8	0.190
SINHA S	8	0.190
SUN ZK	8	0.190
THIEL M	8	0.190
WANG WX	8	0.190
WOLFRUM M	8	0.190
XU DL	8	0.190
YANCHUK S	8	0.190
YANG YX	8	0.190
ZHANG J	8	0.190
ZOU W	8	0.190
BAR M	7	0.166
BERENSTEIN I	7	0.166
BIKTASHEV VN	7	0.166
BODENSCHATZ E	7	0.166
CHAKRABORTY S	7	0.166
CHEN HS	7	0.166
CZECHOWSKI Z	7	0.166
GOMEZ-GARDENES J	7	0.166
GU CG	7	0.166
GUAN SG	7	0.166
HERNANDEZ-GARCIA E	7	0.166
HLINKA J	7	0.166
HOLDEN AV	7	0.166
HUANG TW	7	0.166
JAMES RG	7	0.166
JUNG C	7	0.166
KAPER TJ	7	0.166
KORI H	7	0.166
KULAGIN NE	7	0.166
LIU ZR	7	0.166
LONGTIN A	7	0.166
LOWENSTEIN JH	7	0.166
MOSS F	7	0.166
MOTTER AE	7	0.166
MULLER SC	7	0.166
NEWMAN DE	7	0.166
NIJMEIJER H	7	0.166
PALACIOS A	7	0.166
PORFIRI M	7	0.166
RESTREPO JG	7	0.166
RONDONI L	7	0.166
SHUAI JW	7	0.166
SPANO ML	7	0.166
STEINBOCK O	7	0.166
STROGATZ SH	7	0.166
SUN YZ	7	0.166
TORCINI A	7	0.166
VAIENTI S	7	0.166
YANG HJ	7	0.166
YANG XS	7	0.166
YUDOVICH VI	7	0.166
ZHOU J	7	0.166
ZOU Y	7	0.166
ALTMANN EG	6	0.142
AMIGO JM	6	0.142
ARMBRUSTER D	6	0.142
BALMFORTH NJ	6	0.142
BANERJEE S	6	0.142
BANERJEE T	6	0.142
BEIMS MW	6	0.142
BILLINGS L	6	0.142
BUSCARINO A	6	0.142
CARATI A	6	0.142
CHAN WL	6	0.142
CHE YQ	6	0.142
CHEN Y	6	0.142
COULLET P	6	0.142
DENG Y	6	0.142
DOBSON I	6	0.142
ELEONSKY VM	6	0.142
FALCKE M	6	0.142
FENTON FH	6	0.142
FLACH S	6	0.142
FROYLAND G	6	0.142
GALGANI L	6	0.142
GALLAVOTTI G	6	0.142
GAO ZK	6	0.142
GASPARD P	6	0.142
GHIL M	6	0.142
GOLDBETER A	6	0.142
GRAY RA	6	0.142
HAVLIN S	6	0.142
HOOVER WG	6	0.142
HUNT BR	6	0.142
JUANG J	6	0.142
JUNG P	6	0.142
KRAMER L	6	0.142
KRAUSKOPF B	6	0.142
KRISCHER K	6	0.142
KURAKIN LG	6	0.142
LAING CR	6	0.142
LI CP	6	0.142
LI LX	6	0.142
LI W	6	0.142
LI Y	6	0.142
LIANG YH	6	0.142
LITAK G	6	0.142
LOPES SR	6	0.142
LUTHER S	6	0.142
MA J	6	0.142
MA ZJ	6	0.142
MASOLLER C	6	0.142
MERON E	6	0.142
MIKHAILOV AS	6	0.142
MINDLIN GB	6	0.142
MOHAMADOU A	6	0.142
MUCHA PJ	6	0.142
OSINGA HM	6	0.142
OSTROVSKY LA	6	0.142
OTTINO JM	6	0.142
PIREDDU M	6	0.142
POSCH HA	6	0.142
ROTSTEIN HG	6	0.142
ROY R	6	0.142
SCHREIBER T	6	0.142
SHRIER A	6	0.142
TANG Y	6	0.142
TARASOV VE	6	0.142
THIFFEAULT JL	6	0.142
TSANG KM	6	0.142
WANG C	6	0.142
WANG QY	6	0.142
WANG Y	6	0.142
WU J	6	0.142
WU Y	6	0.142
XIAO JH	6	0.142
XU Y	6	0.142
YAMAGUCHI T	6	0.142
YU WW	6	0.142
ZHANG X	6	0.142
ZHANG XY	6	0.142
ABDULLAEV SS	5	0.118
AFRAIMOVICH V	5	0.118
AFRAIMOVICH VS	5	0.118
AKHMEDIEV N	5	0.118
ALBUQUERQUE HA	5	0.118
ALONSO LM	5	0.118
ALONSO S	5	0.118
ALVAREZ G	5	0.118
AMEMIYA T	5	0.118
BATISTA AM	5	0.118
BERMAN GP	5	0.118
BHOWMICK SK	5	0.118
CAMPOS-CANTON E	5	0.118
CERDEIRA HA	5	0.118
CHEN SH	5	0.118
D'ONOFRIO A	5	0.118
DI BERNARDO M	5	0.118
DO Y	5	0.118
DONGES JF	5	0.118
DUANE GS	5	0.118
ECKHARDT B	5	0.118
ELLISON CJ	5	0.118
FANG JA	5	0.118
FARAZMAND M	5	0.118
FEMAT R	5	0.118
FISCHER I	5	0.118
FOX RF	5	0.118
FRANOVIC I	5	0.118
FUJIOKA J	5	0.118
FUJIWARA N	5	0.118
GALLAS JAC	5	0.118
GAO QY	5	0.118
GORMAN M	5	0.118
GRIMSHAW RHJ	5	0.118
HADZIEVSKI L	5	0.118
HAGBERG A	5	0.118
HARTMAN D	5	0.118
HIKIHARA T	5	0.118
HOVEL P	5	0.118
HUANG LH	5	0.118
IYENGAR ANS	5	0.118
JALAN S	5	0.118
JALILI M	5	0.118
JIANG JJ	5	0.118
KARMA A	5	0.118
KNOBLOCH E	5	0.118
KUZNETSOV SP	5	0.118
LEPRI S	5	0.118
LERMAN LM	5	0.118
LEYVA I	5	0.118
LI J	5	0.118
LI K	5	0.118
LI X	5	0.118
LIU J	5	0.118
LU JQ	5	0.118
MACKEY MC	5	0.118
MALUCKOV A	5	0.118
METCALFE G	5	0.118
MEUCCI R	5	0.118
MILLER BN	5	0.118
MURPHY TE	5	0.118
NAIMZADA A	5	0.118
NISHIKAWA T	5	0.118
OMEL'CHENKO OE	5	0.118
OSORIO I	5	0.118
OSWIECIMKA P	5	0.118
OUYANG Q	5	0.118
PANFILOV AV	5	0.118
PARK J	5	0.118
PELINOVSKY E	5	0.118
PENZEL T	5	0.118
PEREZ-MUNUZURI V	5	0.118
PERLIKOWSKI P	5	0.118
PUMIR A	5	0.118
RAPPEL WJ	5	0.118
RIECKE H	5	0.118
RIVERA M	5	0.118
ROM-KEDAR V	5	0.118
ROMANO MC	5	0.118
ROSENBLUM M	5	0.118
ROSS SD	5	0.118
RULKOV NF	5	0.118
SARTORELLI JC	5	0.118
SCHREIBER I	5	0.118
SENDINA-NADAL I	5	0.118
SHANG PJ	5	0.118
SHEN Y	5	0.118
SKARDAL PS	5	0.118
SKOKOS C	5	0.118
SKORDAS ES	5	0.118
SOSNOVTSEVA OV	5	0.118
STANLEY HE	5	0.118
STEMLER T	5	0.118
STOOP R	5	0.118
SUN J	5	0.118
SUN XJ	5	0.118
SUYKENS JAK	5	0.118
TAO C	5	0.118
TELESCA L	5	0.118
TIMMER J	5	0.118
TLIDI M	5	0.118
TURCHETTI G	5	0.118
VASQUEZ DA	5	0.118
VIVALDI F	5	0.118
VULPIANI A	5	0.118
WACKERBAUER R	5	0.118
WANG F	5	0.118
WANG HL	5	0.118
WANG RF	5	0.118
WOAFO P	5	0.118
XIAO YZ	5	0.118
XIN HW	5	0.118
YANG H	5	0.118
YOSHIKAWA K	5	0.118
ZANIN M	5	0.118
ZDRAVKOVIC S	5	0.118
ZEBROWSKI JJ	5	0.118
ZHANG H	5	0.118
ZHANG HF	5	0.118
ZHANG HQ	5	0.118
ZHAO DH	5	0.118
ZHOU CS	5	0.118
ZHOU CT	5	0.118
ZHOU TS	5	0.118
ABBOTT D	4	0.095
AHAMMER H	4	0.095
AI BQ	4	0.095
AL-BENDER F	4	0.095
ALFIMOV GL	4	0.095
ALLARIA E	4	0.095
AMRITKAR RE	4	0.095
ANKIEWICZ A	4	0.095
APTE A	4	0.095
ARAI K	4	0.095
ARENAS A	4	0.095
ARTEMYEV AV	4	0.095
BAHAR S	4	0.095
BALEANU D	4	0.095
BARKLEY D	4	0.095
BARLEV G	4	0.095
BELYKH I	4	0.095
BENITO RM	4	0.095
BEUTER A	4	0.095
BICK C	4	0.095
BRUNO OM	4	0.095
BUDRONI MA	4	0.095
CAMPBELL SA	4	0.095
CENCINI M	4	0.095
CHAVEZ M	4	0.095
CHEN L	4	0.095
CHEN W	4	0.095
CHEN X	4	0.095
CHIAN ACL	4	0.095
CHRISTINI DJ	4	0.095
COMTOIS P	4	0.095
COURBAGE M	4	0.095
DANIELS KE	4	0.095
DAROONEH AH	4	0.095
DE DECKER Y	4	0.095
DING MZ	4	0.095
DOLNIK M	4	0.095
DROZDZ S	4	0.095
DUDKOWSKI D	4	0.095
EDWARDS R	4	0.095
EL GA	4	0.095
EL HASI C	4	0.095
ERMENTROUT B	4	0.095
FREIRE JG	4	0.095
GARDINI L	4	0.095
GILET T	4	0.095
GLIGORIC G	4	0.095
GOLDBERGER AL	4	0.095
GORI L	4	0.095
GRIMSHAW R	4	0.095
GUEVARA MR	4	0.095
GUZZO M	4	0.095
HANGGI P	4	0.095
HARRIS DM	4	0.095
HASLER M	4	0.095
HENRIQUEZ CS	4	0.095
HERRERO H	4	0.095
HERZEL H	4	0.095
HORVATH D	4	0.095
HUERTA R	4	0.095
IN V	4	0.095
ITOH K	4	0.095
IU HHC	4	0.095
JACQUEMET V	4	0.095
JALIFE J	4	0.095
KAWAMURA Y	4	0.095
KOCAREV L	4	0.095
KONISHI K	4	0.095
KOROLEV VG	4	0.095
KOSHEL KV	4	0.095
KULP CW	4	0.095
KYRYCHKO YN	4	0.095
LATORA V	4	0.095
LEE J	4	0.095
LENCI M	4	0.095
LESTER DR	4	0.095
LEVNAJIC Z	4	0.095
LI BW	4	0.095
LI HY	4	0.095
LI KZ	4	0.095
LI QD	4	0.095
LI YX	4	0.095
LOPEZ C	4	0.095
LOSKUTOV A	4	0.095
LU X	4	0.095
LU ZX	4	0.095
LYNCH VE	4	0.095
MAISTRENKO Y	4	0.095
MAJHI S	4	0.095
MANCHEIN C	4	0.095
MARCOTTE CD	4	0.095
MCCULLOUGH M	4	0.095
MENG J	4	0.095
MILTON J	4	0.095
MIRASSO CR	4	0.095
MIYANO T	4	0.095
MORRISON PJ	4	0.095
MUIR JF	4	0.095
NAIMZADA AK	4	0.095
NEIMAN AB	4	0.095
NEWELL KM	4	0.095
NEWMAN WI	4	0.095
OTANI NF	4	0.095
OUYANG M	4	0.095
PARK K	4	0.095
PARMENTER RH	4	0.095
PENG HP	4	0.095
PENG MS	4	0.095
PETROV VS	4	0.095
PIRO O	4	0.095
POLITI A	4	0.095
PONOMARENKO VI	4	0.095
PORSEZIAN K	4	0.095
POSTNOV DE	4	0.095
QIN YM	4	0.095
RACHFORD FJ	4	0.095
RAJASEKAR S	4	0.095
REMPEL EL	4	0.095
RIEDL M	4	0.095
RODRIGUEZ RF	4	0.095
ROOPAEI M	4	0.095
ROY PK	4	0.095
RUBINGER RM	4	0.095
RUSTICI M	4	0.095
RYZHOV EA	4	0.095
SANCHEZ A	4	0.095
SARLIS NV	4	0.095
SAUER T	4	0.095
SCHIMANSKY-GEIER L	4	0.095
SER-GIACOMI E	4	0.095
SEVRYUK MB	4	0.095
SHEN CS	4	0.095
SHU PP	4	0.095
SO P	4	0.095
SONNINO G	4	0.095
SPIEGEL EA	4	0.095
STAHL MT	4	0.095
STEFANSKI A	4	0.095
SULTAN R	4	0.095
SZALAI I	4	0.095
SZEZECH JD	4	0.095
TABI CB	4	0.095
TAMBASCO LD	4	0.095
TANAKA G	4	0.095
TANIKAWA K	4	0.095
TINSLEY MR	4	0.095
TORRENT MC	4	0.095
TOTH A	4	0.095
TSUDA I	4	0.095
ULEYSKY MY	4	0.095
VASILIEV AA	4	0.095
VIROVLYANSKY AL	4	0.095
WAGEMAKERS A	4	0.095
WANG BH	4	0.095
WANG GY	4	0.095
WANG ZH	4	0.095
WEINBERG SH	4	0.095
WEN XY	4	0.095
WEN ZC	4	0.095
WITTHAUT D	4	0.095
WONG KW	4	0.095
WU QC	4	0.095
XIE QT	4	0.095
XU J	4	0.095
YAMAPI R	4	0.095
YANG QG	4	0.095
YANG R	4	0.095
YAO CG	4	0.095
YU LY	4	0.095
YUAN F	4	0.095
ZAKYNTHINAKI MS	4	0.095
ZALTS A	4	0.095
ZHANG G	4	0.095
ZHANG ZZ	4	0.095
ZHAO Y	4	0.095
ZHUSUBALIYEV ZT	4	0.095
AGUIAR MAD	3	0.071
ALIAKBARY S	3	0.071
AMANCIO DR	3	0.071
ANISHCHENKO V	3	0.071
ANTONOPOULOS CG	3	0.071
ARENA P	3	0.071
ARTUSO R	3	0.071
ASHIKAGA H	3	0.071
AZIZ-ALAOUI MA	3	0.071
BAETENS JM	3	0.071
BALAKRISHNAN J	3	0.071
BALAZSI G	3	0.071
BARAHONA M	3	0.071
BARELKO VV	3	0.071
BARREIRO M	3	0.071
BARRETO E	3	0.071
BASHKIRTSEVA I	3	0.071
BASSETT DS	3	0.071
BELYKH VN	3	0.071
BEN-JACOB E	3	0.071
BENKADDA S	3	0.071
BERTRAM R	3	0.071
BEZRUKOV SM	3	0.071
BHATTACHARJEE JK	3	0.071
BIALONSKI S	3	0.071
BINDA L	3	0.071
BISWAL B	3	0.071
BLAZEVSKI D	3	0.071
BLYUSS KB	3	0.071
BOHR T	3	0.071
BORONDO J	3	0.071
BORRERO-ECHEVERRY D	3	0.071
BOUNTIS T	3	0.071
BRAGARD J	3	0.071
BRANDT-POLLMANN U	3	0.071
BRAUN HA	3	0.071
BROCKER J	3	0.071
BULSARA AR	3	0.071
CABRERA JL	3	0.071
CAI Q	3	0.071
CALLEJA R	3	0.071
CAMPBELL DK	3	0.071
CANO P	3	0.071
CAO JC	3	0.071
CAO YZ	3	0.071
CARBALLIDO-LANDEIRA J	3	0.071
CAVALCANTE HLDD	3	0.071
CAVALLI F	3	0.071
CELLETTI A	3	0.071
CHANDRASEKAR VK	3	0.071
CHATTOPADHYAY S	3	0.071
CHAUDHURI JR	3	0.071
CHEN H	3	0.071
CHEN J	3	0.071
CHEN JY	3	0.071
CHEN MY	3	0.071
CHEN QF	3	0.071
CHERNIKOV AA	3	0.071
CHIALVO DR	3	0.071
CHIBA H	3	0.071
CLAYTON RH	3	0.071
CLERC MG	3	0.071
COSTA LD	3	0.071
CROSS MC	3	0.071
D'HUYS O	3	0.071
DAHLEM MA	3	0.071
DAI MF	3	0.071
DANCA MF	3	0.071
DANCKAERT J	3	0.071
DANG WD	3	0.071
DAW CS	3	0.071
DE BAETS B	3	0.071
DE KEPPER P	3	0.071
DE LA LLAVE R	3	0.071
DE LUCA J	3	0.071
DEL-CASTILLO-NEGRETE D	3	0.071
DELOGU F	3	0.071
DELOS JB	3	0.071
DENISOV S	3	0.071
DESROCHES M	3	0.071
DIAKONOS FK	3	0.071
DIAS APS	3	0.071
DIJKSTRA HA	3	0.071
DOERING CR	3	0.071
DUAN JQ	3	0.071
DUAN ZS	3	0.071
DUARTE J	3	0.071
ECHEVERRIA JC	3	0.071
EISWIRTH M	3	0.071
EL-NASHAR HF	3	0.071
ELEONSKII VM	3	0.071
ELGER CE	3	0.071
ENCISO A	3	0.071
ENGBERT R	3	0.071
ENGEL H	3	0.071
ERNEUX T	3	0.071
EROCHENKOVA G	3	0.071
ESPINOSA A	3	0.071
ESTEVEZ-RAMS E	3	0.071
ESTRADA E	3	0.071
FAES L	3	0.071
FENG G	3	0.071
FERNANDEZ B	3	0.071
FINKE C	3	0.071
FINN JM	3	0.071
FLORES J	3	0.071
FLORIA LM	3	0.071
FORGOSTON E	3	0.071
FOUDA HPE	3	0.071
FOURNIER-PRUNARET D	3	0.071
FREI MG	3	0.071
FRIEDLANDER S	3	0.071
FRIEDMAN EJ	3	0.071
FU ZQ	3	0.071
GADE PM	3	0.071
GALIAS Z	3	0.071
GAN QT	3	0.071
GARLAND J	3	0.071
GASPAR V	3	0.071
GENDELMAN OV	3	0.071
GEORGIOU O	3	0.071
GHOSH S	3	0.071
GILMORE R	3	0.071
GLENDINNING P	3	0.071
GODO B	3	0.071
GOLLUB JP	3	0.071
GOLUBITSKY M	3	0.071
GONG XF	3	0.071
GONG YB	3	0.071
GONZE D	3	0.071
GROSS T	3	0.071
GUAN ZH	3	0.071
GUERRINI L	3	0.071
GURALNIK Z	3	0.071
HALLOY J	3	0.071
HARO A	3	0.071
HARRISON MAF	3	0.071
HASAL P	3	0.071
HAYDN N	3	0.071
HEGGER R	3	0.071
HENS C	3	0.071
HO DWC	3	0.071
HOLMES P	3	0.071
HOLSTEIN-RATHLOU NH	3	0.071
HONG SL	3	0.071
HORITA T	3	0.071
HU G	3	0.071
HUANG Y	3	0.071
IAROSZ KC	3	0.071
ILLING L	3	0.071
JAJCAY N	3	0.071
JALALI P	3	0.071
JANAKI MS	3	0.071
JANUARIO C	3	0.071
JAVALOYES J	3	0.071
JIANG HJ	3	0.071
JIANG J	3	0.071
JOST J	3	0.071
JUDD K	3	0.071
JUNGE O	3	0.071
KABIRAJ L	3	0.071
KAHNG B	3	0.071
KAKMENI FMM	3	0.071
KAMENEV DI	3	0.071
KANTELHARDT JW	3	0.071
KARIMAGHAEE P	3	0.071
KAROLYI G	3	0.071
KAZANTSEV VB	3	0.071
KEENER JP	3	0.071
KELLEY DH	3	0.071
KHAKHAR DV	3	0.071
KHUSNUTDINOVA KR	3	0.071
KIA B	3	0.071
KISH LB	3	0.071
KITAJIMA H	3	0.071
KLAGES R	3	0.071
KLINSHOV V	3	0.071
KOMAROV MA	3	0.071
KRAMER S	3	0.071
KRINSKY V	3	0.071
KRINSKY VI	3	0.071
KROGH-MADSEN T	3	0.071
KRUPA M	3	0.071
KUDROLLI A	3	0.071
KURAMOTO Y	3	0.071
KUSKE R	3	0.071
LACASA L	3	0.071
LAINSCSEK C	3	0.071
LAMEU EL	3	0.071
LANCHARES V	3	0.071
LANDSBERG AS	3	0.071
LANGE S	3	0.071
LANGFIELD P	3	0.071
LARGER L	3	0.071
LEBIEDZ D	3	0.071
LEBOWITZ JL	3	0.071
LEVINE H	3	0.071
LI P	3	0.071
LI XC	3	0.071
LI XM	3	0.071
LI XY	3	0.071
LIANG XM	3	0.071
LINDNER JF	3	0.071
LIU HF	3	0.071
LIU Q	3	0.071
LIU WQ	3	0.071
LIU XB	3	0.071
LIU ZZ	3	0.071
LIVI R	3	0.071
LOSADA JC	3	0.071
LOSERT W	3	0.071
LU QS	3	0.071
LUCZKA J	3	0.071
LUEPTOW RM	3	0.071
LUO RZ	3	0.071
MAGNASCO MO	3	0.071
MAINIERI R	3	0.071
MALBERG H	3	0.071
MALIK N	3	0.071
MALOMED B	3	0.071
MAMUN AA	3	0.071
MANCHO AM	3	0.071
MANGIAROTTI S	3	0.071
MARCHESONI F	3	0.071
MAREK M	3	0.071
MARTENS EA	3	0.071
MARTINS N	3	0.071
MASLENNIKOV OV	3	0.071
MAUROY A	3	0.071
MCCLINTOCK PVE	3	0.071
MENDES EMAM	3	0.071
MEYER-ORTMANNS H	3	0.071
MOEHLIS J	3	0.071
MONDAL S	3	0.071
