Authors	records	% of 1606
KURTHS J	47	2.927
LAI YC	33	2.055
CHEN GR	24	1.494
OTT E	19	1.183
CAO JD	13	0.809
CARROLL TL	13	0.809
DENG B	13	0.809
LAI CH	13	0.809
WANG J	13	0.809
BOCCALETTI S	12	0.747
DANA SK	12	0.747
MALOMED BA	12	0.747
LI CD	11	0.685
SMALL M	11	0.685
WANG XG	11	0.685
BULDU JM	10	0.623
FORTUNA L	10	0.623
LETELLIER C	10	0.623
SANJUAN MAF	10	0.623
AIHARA K	9	0.560
ANTONSEN TM	9	0.560
FRASCA M	9	0.560
LIAO XF	9	0.560
WANG XY	9	0.560
ZHAN M	9	0.560
CRUTCHFIELD JP	8	0.498
GARCIA-OJALVO J	8	0.498
HUANG L	8	0.498
LEONEL ED	8	0.498
LIU F	8	0.498
OSIPOV GV	8	0.498
WANG WX	8	0.498
WEI XL	8	0.498
ZASLAVSKY GM	8	0.498
BLAKELY JN	7	0.436
CORRON NJ	7	0.436
GIRVAN M	7	0.436
GREBOGI C	7	0.436
LAKSHMANAN M	7	0.436
PORTER MA	7	0.436
SCHWARTZ IB	7	0.436
SENTHILKUMAR DV	7	0.436
THIEL M	7	0.436
AGUIRRE LA	6	0.374
ARECCHI FT	6	0.374
CALDAS IL	6	0.374
FU XC	6	0.374
HIRATA Y	6	0.374
HOU ZH	6	0.374
HUANG TW	6	0.374
LEHNERTZ K	6	0.374
LU JH	6	0.374
MOSEKILDE E	6	0.374
PERC M	6	0.374
RAMASWAMY R	6	0.374
SPROTT JC	6	0.374
TARASOV VE	6	0.374
WESSEL N	6	0.374
BUSCARINO A	5	0.311
CARATI A	5	0.311
DE WIT A	5	0.311
EDELMAN M	5	0.311
ELLISON CJ	5	0.311
GALGANI L	5	0.311
GALLAVOTTI G	5	0.311
GLASS L	5	0.311
GOTTWALD GA	5	0.311
JIANG JJ	5	0.311
KAPITANIAK T	5	0.311
KISS IZ	5	0.311
KORONOVSKII AA	5	0.311
KUZNETSOV SP	5	0.311
LI LX	5	0.311
LIU ZR	5	0.311
LU JA	5	0.311
LU JQ	5	0.311
MEISS JD	5	0.311
MIKHAILOV AS	5	0.311
NEISHTADT AI	5	0.311
OSORIO I	5	0.311
PALACIOS A	5	0.311
PALUS M	5	0.311
PARMANANDA P	5	0.311
ROMANO MC	5	0.311
SCHOLL E	5	0.311
SORRENTINO F	5	0.311
SUN YZ	5	0.311
SUYKENS JAK	5	0.311
TEL T	5	0.311
VAIENTI S	5	0.311
XIN HW	5	0.311
XU DL	5	0.311
YU HT	5	0.311
YU WW	5	0.311
ZHANG J	5	0.311
ZHANG Y	5	0.311
ZHOU CS	5	0.311
ZHOU CT	5	0.311
AL-BENDER F	4	0.249
ALTMANN EG	4	0.249
ALVAREZ G	4	0.249
AMRITKAR RE	4	0.249
BAPTISTA MS	4	0.249
BARLEV G	4	0.249
BEIMS MW	4	0.249
BHOWMICK SK	4	0.249
BILLINGS L	4	0.249
BRADLEY E	4	0.249
BUNIMOVICH LA	4	0.249
CAI SM	4	0.249
CHAN WL	4	0.249
COULLET P	4	0.249
CRIADO R	4	0.249
DITTO WL	4	0.249
ECKHARDT B	4	0.249
EPSTEIN IR	4	0.249
FANG JA	4	0.249
FLACH S	4	0.249
GAUTHIER DJ	4	0.249
GOMEZ-GARDENES J	4	0.249
GUAN SG	4	0.249
GUNARATNE GH	4	0.249
HAI WH	4	0.249
HALLER G	4	0.249
HASLER M	4	0.249
HRAMOV AE	4	0.249
JALILI M	4	0.249
JAMES RG	4	0.249
JUNG P	4	0.249
KEVREKIDIS PG	4	0.249
KOFANE TC	4	0.249
KORI H	4	0.249
