Authors	records	% of 53043
BIGELOW GH	65	0.123
KASSIRER JP	60	0.113
RELMAN AS	60	0.113
TRIMBLE GX	60	0.113
SPODICK DH	55	0.104
ANNAS GJ	48	0.090
RUSHMORE S	47	0.089
ANGELL M	46	0.087
CHALMERS TC	37	0.070
GALLUPE HQ	36	0.068
BRAUNWALD E	35	0.066
CURRAN WJ	32	0.060
MOORE FD	32	0.060
PUCKNER WA	31	0.058
WILLETT WC	30	0.057
VOLPINTESTA EJ	29	0.055
COUES WP	28	0.053
ROSNER F	28	0.053
BEUTLER E	27	0.051
HECHT F	27	0.051
SHAPIRO S	27	0.051
TOPOL EJ	27	0.051
DRAZEN JM	26	0.049
HIMMELSTEIN DU	26	0.049
KAUFMAN JL	26	0.049
LEECH PN	26	0.049
STAMPFER MJ	26	0.049
CHENG TO	25	0.047
KAMI M	25	0.047
PAUKER SG	25	0.047
SPITAL A	25	0.047
YUSUF S	25	0.047
JEWETT JF	24	0.045
SCHWARTZ WB	24	0.045
WOOLHANDLER S	24	0.045
BUCK RW	23	0.043
FRIEDMAN EA	23	0.043
JAKMAUH PJ	23	0.043
BADER M	22	0.041
FELIG P	22	0.041
FEDER HM	21	0.040
HENNEKENS CH	21	0.040
HERBERT V	21	0.040
HOLMES KK	21	0.040
MATZ R	21	0.040
PFEFFER MA	21	0.040
WELCH HG	21	0.040
CHADWICK HD	20	0.038
EPSTEIN AM	20	0.038
FEINSTEIN AR	20	0.038
GOLDMAN L	20	0.038
HAIGH GW	20	0.038
SILEN W	20	0.038
IGLEHART JK	19	0.036
LOWENFELS AB	19	0.036
STEAD WW	19	0.036
VIETS HR	19	0.036
BUTLER AM	18	0.034
COREY L	18	0.034
EPSTEIN SE	18	0.034
HALL FM	18	0.034
HIRSH J	18	0.034
HOFFMAN RS	18	0.034
LEINER S	18	0.034
LEVY HL	18	0.034
PACKER M	18	0.034
SCULLY RE	18	0.034
WEINBERGER M	18	0.034
BISTRIAN BR	17	0.032
DEVITA VT	17	0.032
EMANUEL EJ	17	0.032
HILLIS LD	17	0.032
KAPLAN MM	17	0.032
LOWN B	17	0.032
MCMURRAY JJV	17	0.032
NEWMAN TB	17	0.032
SALZMAN EW	17	0.032
TANIMOTO T	17	0.032
TERASAKI PI	17	0.032
TESSLER S	17	0.032
THIBAULT GE	17	0.032
TOMODA H	17	0.032
VAN DEN BERGHE G	17	0.032
WURTMAN RJ	17	0.032
BELLOMO R	16	0.030
BROOK RH	16	0.030
CALIFF RM	16	0.030
CAMPION EW	16	0.030
EDSALL G	16	0.030
FROTHINGHAM C	16	0.030
GOLDSTEIN MR	16	0.030
KUPFER Y	16	0.030
KYLE RA	16	0.030
LARAGH JH	16	0.030
MANNUCCI PM	16	0.030
MOERTEL CG	16	0.030
OSTERHOLM MT	16	0.030
SCHRIER RW	16	0.030
SOLOMON SD	16	0.030
SWARTZ MN	16	0.030
THOMAS ED	16	0.030
VASH G	16	0.030
ATKINS CD	15	0.028
AYUS JC	15	0.028
BLUMENTHAL D	15	0.028
COCHRANE RC	15	0.028
CROSBY WH	15	0.028
HADDOW JE	15	0.028
HUGHESDAVIES TH	15	0.028
JOHNSON JR	15	0.028
JONAS S	15	0.028
MARON BJ	15	0.028
MILLER FG	15	0.028
MILUNSKY A	15	0.028
MOSS AJ	15	0.028
NATHAN DG	15	0.028
PLATT R	15	0.028
STERN RS	15	0.028
WALLWORK DW	15	0.028
WOOD AJJ	15	0.028
WOODWARD SB	15	0.028
WORMSER GP	15	0.028
YAFFEE HS	15	0.028
ALBERT BL	14	0.026
AMMANN AJ	14	0.026
BRAVERMAN LE	14	0.026
BULLER HR	14	0.026
COHEN HJ	14	0.026
COHEN S	14	0.026
COHN JN	14	0.026
CRAWSHAW R	14	0.026
FAUCI AS	14	0.026
FUSTER V	14	0.026
GORLIN R	14	0.026
GUPTA S	14	0.026
HAMBURGER JI	14	0.026
HELLMAN S	14	0.026
JICK H	14	0.026
KESSELHEIM AS	14	0.026
LYNN J	14	0.026
MALONE C	14	0.026
MANSON JE	14	0.026
MOORE GE	14	0.026
MORITA H	14	0.026
MUSHER DM	14	0.026
OKAMOTO H	14	0.026
PETO R	14	0.026
RANSOHOFF DF	14	0.026
RAOULT D	14	0.026
RIDKER PM	14	0.026
SPEIZER FE	14	0.026
TASHIMA CK	14	0.026
TRUOG RD	14	0.026
WHITE PD	14	0.026
AVORN J	13	0.025
BAILAR JC	13	0.025
BIGGAR RJ	13	0.025
CADY B	13	0.025
COLDITZ GA	13	0.025
CONNOLLY SJ	13	0.025
COPUR MS	13	0.025
ELTZSCHIG HK	13	0.025
ENGEL WK	13	0.025
FINUCANE TE	13	0.025
GARDNER LI	13	0.025
GENT M	13	0.025
GOEDERT JJ	13	0.025
HIRSCHEL B	13	0.025
KASHYAP S	13	0.025
LASAGNA L	13	0.025
LIEBER CS	13	0.025
LIPPI G	13	0.025
LOCKSHIN MD	13	0.025
LONGO DL	13	0.025
LOSCALZO J	13	0.025
MESSERLI FH	13	0.025
NEWHOUSE JP	13	0.025
PARADISE JL	13	0.025
PITT B	13	0.025
QUINN TC	13	0.025
RAJKUMAR SV	13	0.025
REDELMEIER DA	13	0.025
ROTHMAN KJ	13	0.025
SHERRARD DJ	13	0.025
WARKENTIN TE	13	0.025
WEINER WJ	13	0.025
BALDESSARINI RJ	12	0.023
CAPLAN LR	12	0.023
CASSEL CK	12	0.023
CHABNER BA	12	0.023
CHANG TW	12	0.023
CHRISTIAN HA	12	0.023
COHEN J	12	0.023
CUNNINGHAM FG	12	0.023
DIAMOND GA	12	0.023
DIAMOND LK	12	0.023
EAGLE KA	12	0.023
ELDRIDGE R	12	0.023
FAHN S	12	0.023
FISHER B	12	0.023
FOULKES WD	12	0.023
FREI E	12	0.023
FRIEDMAN HS	12	0.023
FRUCHTER O	12	0.023
GARNICK MB	12	0.023
GREENBLATT DJ	12	0.023
GROSSMAN MI	12	0.023
GUREWICH V	12	0.023
HOLMES LB	12	0.023
HORWITZ RI	12	0.023
KLAWANS HL	12	0.023
KLIMAN A	12	0.023
KOPELMAN RI	12	0.023
KRUMHOLZ HM	12	0.023
LAFORET EG	12	0.023
LANE JM	12	0.023
LEWIS EJ	12	0.023
MASCITELLI L	12	0.023
MUGGIA FM	12	0.023
NEEDLEMAN HL	12	0.023
PIZZO PA	12	0.023
REMUZZI G	12	0.023
