Authors	records	% of 2844
YEH HM	35	1.231
ANG BW	25	0.879
PENNER SS	24	0.844
FLETCHER EA	22	0.774
SAXENA SC	21	0.738
HIRST E	18	0.633
ZUBAIR SM	18	0.633
BHATTACHARYA SC	16	0.563
GARG HP	16	0.563
STEINFELD A	15	0.527
VINE EL	15	0.527
HARADEN J	13	0.457
TASDEMIROGLU E	13	0.457
VINE E	13	0.457
BOJIC M	12	0.422
REISTER DB	12	0.422
TAMAURA Y	12	0.422
TIWARI GN	12	0.422
BEJAN A	11	0.387
GROSCURTH HM	11	0.387
KUMMEL R	11	0.387
WOO CK	11	0.387
ARAI N	10	0.352
BAHEL V	10	0.352
CEN KF	10	0.352
GOKTUN S	10	0.352
KIM SD	10	0.352
SHARMA VC	10	0.352
URI ND	10	0.352
WORRELL E	10	0.352
WU C	10	0.352
BLOK K	9	0.316
BRAMBLEY MR	9	0.316
CAMBEL AB	9	0.316
ISHIDA M	9	0.316
KANDPAL TC	9	0.316
KODAMA T	9	0.316
MEIER A	9	0.316
SCHIPPER L	9	0.316
WOREK WM	9	0.316
ANTONOPOULOS KA	8	0.281
BHARGAVA AK	8	0.281
CRAIG PP	8	0.281
GUSTAVSSON L	8	0.281
HERBERT JH	8	0.281
HO CD	8	0.281
KUDISH AI	8	0.281
LAM JC	8	0.281
RENTZ O	8	0.281
ZAHEERUDDIN M	8	0.281
ALAM MS	7	0.246
ARIKOL M	7	0.246
BAKHSH H	7	0.246
BALA BK	7	0.246
BISIO G	7	0.246
CHANDRASHEKAR M	7	0.246
HABIB MA	7	0.246
HYMAN B	7	0.246
KASHIWAGI T	7	0.246
KITAGAWA K	7	0.246
KITAYAMA Y	7	0.246
LABYS WC	7	0.246
LIN WX	7	0.246
MEYERS S	7	0.246
OZDOGAN S	7	0.246
RAMANATHAN R	7	0.246
RAO NS	7	0.246
SHRESTHA RM	7	0.246
SOLER A	7	0.246
TIRIS M	7	0.246
TSUJI M	7	0.246
YAMASAKI A	7	0.246
YAN TY	7	0.246
AKBARI H	6	0.211
AKISAWA A	6	0.211
ALVARADO S	6	0.211
BRUCKNER T	6	0.211
CHEN LC	6	0.211
DATTA G	6	0.211
HAASIS HD	6	0.211
HIRAI S	6	0.211
HUQ AMZ	6	0.211
KOOMEY JG	6	0.211
LAZZARETTO A	6	0.211
MAK FK	6	0.211
MILLS E	6	0.211
OHSUMI T	6	0.211
PALUMBO R	6	0.211
ROBINSON JB	6	0.211
SANTAMOURIS M	6	0.211
SHARMA A	6	0.211
SRINIVASAN R	6	0.211
STREETS DG	6	0.211
VALERO A	6	0.211
VANGOOL W	6	0.211
WALL G	6	0.211
WIESENHAHN DF	6	0.211
BADESCU V	5	0.176
BALARAS CA	5	0.176
CHEN JC	5	0.176
CHEN QL	5	0.176
DIVER RB	5	0.176
ERTESVAG IS	5	0.176
FESHARAKI F	5	0.176
FWA TF	5	0.176
GALE J	5	0.176
GOWDY JM	5	0.176
HUA B	5	0.176
JASH T	5	0.176
JIN HG	5	0.176
KAMIUTO K	5	0.176
KHUMMONGKOL D	5	0.176
KREITH F	5	0.176
KUCZMOWSKI T	5	0.176
KYDES AS	5	0.176
LEVINE MD	5	0.176
LI DHW	5	0.176
LUO ZY	5	0.176
MEYER JP	5	0.176
OZKAYNAK S	5	0.176
PERLACK RD	5	0.176
PHUNG DL	5	0.176
RAKOPOULOS CD	5	0.176
RAO AR	5	0.176
RICHARDS MB	5	0.176
ROSE DJ	5	0.176
ROSEN MA	5	0.176
RUBIN ES	5	0.176
SAID SAM	5	0.176
SAITO S	5	0.176
SATHAYE J	5	0.176
SCIUBBA E	5	0.176
SHIMIZU T	5	0.176
SIDDIQI TA	5	0.176
SUN JW	5	0.176
SZARGUT J	5	0.176
TENG H	5	0.176
TIRIS C	5	0.176
TSATSARONIS G	5	0.176
WANG XH	5	0.176
WEYANT JP	5	0.176
YAVUZ H	5	0.176
AGGARWAL GC	4	0.141
AKAI M	4	0.141
AKIMOTO K	4	0.141
AKYURT M	4	0.141
ALADOS-ARBOLEDAS L	4	0.141
ALMARAFIE AMR	4	0.141
ALPERT SB	4	0.141
ALSMILLER RG	4	0.141
ANONYMOUS	4	0.141
APPLEBY AJ	4	0.141
AYRES RU	4	0.141
BAILEY RA	4	0.141
BANSAL NK	4	0.141
BEZDEK RH	4	0.141
BHOWMIK BB	4	0.141
CHATURVEDI SK	4	0.141
CHEN LG	4	0.141
CHERNIKOV AS	4	0.141
CHOU SK	4	0.141
CORTI A	4	0.141
CRAMER JC	4	0.141
DAS S	4	0.141
DAS TK	4	0.141
DIETZ TM	4	0.141
DINCER I	4	0.141
ELSEBAII AA	4	0.141
FAAIJ APC	4	0.141
FAN JR	4	0.141
FANG MX	4	0.141
FENG ZM	4	0.141
FRANGOPOULOS CA	4	0.141
GANDHIDASAN P	4	0.141
GOPINATHAN KK	4	0.141
GREENE DL	4	0.141
GULDMANN JM	4	0.141
GUSTAFSSON SI	4	0.141
GUVEN H	4	0.141
HANNON B	4	0.141
HASEGAWA N	4	0.141
HIJIKATA K	4	0.141
IBRAHIM SMA	4	0.141
ICERMAN L	4	0.141
JOHANSSON B	4	0.141
KAHN E	4	0.141
KANG YT	4	0.141
KARLSSON BG	4	0.141
KEMPTON W	4	0.141
KHESHGI HS	4	0.141
KIM TS	4	0.141
KUMAR A	4	0.141
KUMAR S	4	0.141
KYRITSIS S	4	0.141
LEE JM	4	0.141
LEVINE M	4	0.141
LEVY M	4	0.141
LI XT	4	0.141
LIOR N	4	0.141
LIU XQ	4	0.141
LUND H	4	0.141
MA YT	4	0.141
MARLAND G	4	0.141
MARTINEZ M	4	0.141
MEIER AK	4	0.141
MENA JG	4	0.141
MORCOS VH	4	0.141
MUNEER T	4	0.141
NORDMAN B	4	0.141
OKAZAKI K	4	0.141
PALUMBO RD	4	0.141
PAPADAKIS G	4	0.141
PARIKH J	4	0.141
PARIKH JK	4	0.141
PRICE L	4	0.141
REDDY BS	4	0.141
REDDY TA	4	0.141
RO ST	4	0.141
ROBLEDO L	4	0.141
ROSS M	4	0.141
SAHIN AZ	4	0.141
SAILOR DJ	4	0.141
SALAMA CAT	4	0.141
SHARMA VK	4	0.141
SHEIKH AK	4	0.141
SPARROW FT	4	0.141
SRIRAMULU V	4	0.141
SUMATHY K	4	0.141
TRAIN K	4	0.141
TRAIN KE	4	0.141
TSHITEYA M	4	0.141
TURE IE	4	0.141
TURIEL I	4	0.141
TWIDELL JW	4	0.141
VENKATESH A	4	0.141
VERDA V	4	0.141
VOSS A	4	0.141
WILLIAMS RH	4	0.141
YANG Z	4	0.141
YILMAZ T	4	0.141
YIN QH	4	0.141
YOSHIKAWA K	4	0.141
ZHANG LZ	4	0.141
ABDELAAL RE	3	0.105
ACHALABHUTI C	3	0.105
AKARAKIRI JB	3	0.105
AKBARZADEH A	3	0.105
AKINOGLU BG	3	0.105
ALGARNI AZ	3	0.105
ALNASER WE	3	0.105
AN S	3	0.105
ARGIRIOU A	3	0.105
ATIKOL U	3	0.105
AYRES LW	3	0.105
AYYASH S	3	0.105
BANERJEE R	3	0.105
BARNES BK	3	0.105
BATLLES FJ	3	0.105
BEER JM	3	0.105
BERRY L	3	0.105
BHATTACHARYYA SC	3	0.105
BILGEN E	3	0.105
BOYD R	3	0.105
BRADY M	3	0.105
BROGLI R	3	0.105
BUYUKALACA O	3	0.105
CACCIOLA G	3	0.105
