Authors	records	% of 75713
BANERJEE S	719	0.950
ZHANG L	562	0.742
EIGEN G	538	0.711
ALAM MS	530	0.700
SOFFER A	519	0.685
KIM H	517	0.683
FORD WT	515	0.680
ZHANG J	510	0.674
PRELL S	503	0.664
SMITH JG	498	0.658
COCHRAN J	491	0.649
IZEN JM	487	0.643
LANKFORD AJ	487	0.643
CHEN C	486	0.642
OLSEN J	486	0.642
LIU H	485	0.641
SEIDEN A	485	0.641
KASS R	484	0.639
CALCATERRA A	478	0.631
MALLIK U	477	0.630
STROM D	476	0.629
KOWALEWSKI R	475	0.627
SCHUMM BA	475	0.627
SU D	473	0.625
HONSCHEID K	469	0.619
WU SL	467	0.617
ADYE T	465	0.614
COWAN G	465	0.614
OCARIZ J	465	0.614
WANG P	465	0.614
ALBERT J	464	0.613
CALDERINI G	464	0.613
ROBERTSON SH	464	0.613
ANULLI F	462	0.610
KAGAN H	462	0.610
LOCKMAN WS	462	0.610
LOU XC	460	0.608
MARCHIORI G	460	0.608
SINEV NB	459	0.606
STUGU B	456	0.602
KIM SH	455	0.601
MORII M	454	0.600
TORRENCE E	454	0.600
PASSAGGIO S	453	0.598
WAGNER SR	453	0.598
PAN Y	450	0.594
ZALLO A	449	0.593
CAMPAGNARI C	448	0.592
KHAN A	444	0.586
SEKULA SJ	444	0.586
GRITSAN AV	443	0.585
HARRISON PF	441	0.582
FREY R	435	0.575
MARGONI M	435	0.575
DASU S	434	0.573
PLAYFER S	434	0.573
LIU Y	433	0.572
SIMONETTO F	433	0.572
PATEL PM	432	0.571
GARY JW	431	0.569
JESSOP CP	431	0.569
OH SH	430	0.568
LIU F	429	0.567
PATRIGNANI C	429	0.567
HOCKER A	425	0.561
SCIOLLA G	425	0.561
HARA K	424	0.560
BOCCI A	423	0.559
BETTONI D	422	0.557
DALLAPICCOLA C	421	0.556
SOKOLOFF MD	421	0.556
CLARK PJ	420	0.555
PATTERI P	420	0.555
TISSERAND V	420	0.555
BARLOW RJ	419	0.553
BARTOLDUS R	419	0.553
SPAAN B	419	0.553
BIANCHI F	418	0.552
JAWAHERY A	418	0.552
WILSON FF	418	0.552
RAVEN G	417	0.551
GODANG R	416	0.549
BHUYAN B	415	0.548
CHEN X	415	0.548
PALANO A	415	0.548
WITTGEN M	415	0.548
BOZZI C	414	0.547
HUSTON J	413	0.545
GRADL W	411	0.543
WALDI R	411	0.543
LEES JP	410	0.542
CIBINETTO G	407	0.538
DAVIER M	407	0.538
HONG TM	407	0.538
DE MONCHENAULT GH	405	0.535
GRENIER P	405	0.535
LANGE DJ	405	0.535
NAUENBERG U	405	0.535
NAKANO I	404	0.534
RICHMAN JD	404	0.534
ROBUTTI E	404	0.534
FULSOM BG	403	0.532
KOVALSKYI D	403	0.532
BIASINI M	402	0.531
MACFARLANE DB	402	0.531
BEVAN AJ	401	0.530
LI J	401	0.530
ERREDE S	400	0.528
SLIWA K	399	0.527
WILLIAMS HH	398	0.526
WU X	397	0.524
BOMBEN M	396	0.523
LONG O	396	0.523
PACETTI S	396	0.523
CALABRESE R	395	0.522
FRITSCH M	395	0.522
RAMA M	395	0.522
WORMSER G	395	0.522
BODEK A	394	0.520
LUPPI E	394	0.520
ROTONDO M	394	0.520
SIMI G	394	0.520
UKEGAWA F	394	0.520
YI K	393	0.519
HITLIN DG	392	0.518
NERI N	392	0.518
PICCOLO M	392	0.518
WISNIEWSKI WJ	392	0.518
NEAL H	391	0.516
VASSEUR G	390	0.515
SCIACCA C	389	0.514
GOSHAW AT	388	0.512
LOSECCO JM	388	0.512
PALOMBO F	388	0.512
PREPOST R	388	0.512
FRANKLIN M	387	0.511
MOHANTY GB	386	0.510
BORTOLETTO D	385	0.508
INNES WR	385	0.508
CASTRO A	384	0.507
KROSEBERG J	384	0.507
MORANDIN M	383	0.506
ROODMAN A	383	0.506
LUTH V	382	0.505
SHIMOJIMA M	382	0.505
TENG PK	382	0.505
RATCLIFF BN	381	0.503
ASTON D	380	0.502
BAND HR	380	0.502
CHEN S	380	0.502
DUNWOODIE W	380	0.502
SCHINDLER RH	380	0.502
TOURAMANIS C	380	0.502
GOLUBEV VB	379	0.501
KAMON T	379	0.501
KROLL J	379	0.501
MEADOWS BT	379	0.501
SEREDNYAKOV SI	379	0.501
SEVERINI H	379	0.501
BARNES VE	378	0.499
BURCHAT PR	378	0.499
FIELD RC	378	0.499
SNYDER A	378	0.499
FINOCCHIARO G	377	0.498
LUSIANI A	377	0.498
BROWN DN	376	0.497
CONVERY MR	376	0.497
PORTER FC	376	0.497
SHARMA V	376	0.497
BERETVAS A	375	0.495
HEARTY C	375	0.495
LEITH DWGS	374	0.494
ZHANG ZP	374	0.494
PUROHIT MV	373	0.493
EISNER AM	372	0.491
LEE J	372	0.491
MONGE MR	372	0.491
SCHUNE MH	372	0.491
STROILI R	372	0.491
BOUDREAU J	371	0.490
GRAUGES E	371	0.490
LO VETERE M	371	0.490
NUGENT IM	371	0.490
VA'VRA J	371	0.490
WRIGHT DM	371	0.490
SCHWIERZ R	370	0.489
MEYER WT	369	0.487
SULLIVAN MK	369	0.487
YAMAMOTO K	369	0.487
BARNETT BA	368	0.486
SUMMERS DJ	368	0.486
UWER U	368	0.486
WILSON JR	368	0.486
CARPINELLI M	367	0.485
COWAN R	367	0.485
GAN KK	367	0.485
MANDELKERN M	367	0.485
MULLER T	367	0.485
ROBERTS DA	367	0.485
EMERY S	366	0.483
HAWKES CM	366	0.483
KOCH H	366	0.483
KONIGSBERG J	366	0.483
POSOCCO M	366	0.483
RONEY JM	366	0.483
SMITH AJS	366	0.483
WARBURTON A	366	0.483
AMIDEI D	365	0.482
ANTOS J	365	0.482
BERNARD D	365	0.482
CHAUVEAU J	365	0.482
MUKHERJEE A	365	0.482
NODULMAN L	365	0.482
WINER BL	365	0.482
CERRI A	364	0.481
DE SANGRO R	364	0.481
BONNEAUD GR	363	0.479
DI LODOVICO F	363	0.479
DORFAN J	363	0.479
FACCINI R	363	0.479
LAFFERTY GD	363	0.479
LYNCH HL	363	0.479
NEGRINI M	363	0.479
