Authors	records	% of 20023
FELDMAN GJ	85	0.425
HANSON G	80	0.400
PERL ML	80	0.400
PIPKIN FM	75	0.375
RICHTER B	73	0.365
GOLDHABER G	72	0.360
TRILLING GH	71	0.355
BOYARSKI AM	70	0.350
ABRAMS GS	69	0.345
KADYK JA	68	0.340
LARSEN RR	67	0.335
LUTH V	66	0.330
BREIDENBACH M	62	0.310
ALAM MS	59	0.295
JAROS JA	55	0.275
WILSON R	54	0.270
HARTILL DL	53	0.265
DORFAN JM	52	0.260
INNES WR	52	0.260
DIAMOND RM	49	0.245
STEPHENS FS	49	0.245
SCHWITTERS RF	48	0.240
SILVERMAN A	47	0.235
GIDAL G	46	0.230
HOLLEBEEK RJ	46	0.230
CLINE D	45	0.225
THORNDIKE EH	45	0.225
CASSEL DG	44	0.220
BERKELMAN K	43	0.215
CHINOWSKY W	43	0.215
BURKE DL	42	0.210
BIRGENEAU RJ	41	0.205
FERGUSON T	41	0.205
GILCHRIESE MGD	41	0.205
LANKFORD AJ	41	0.205
MANN AK	41	0.205
REEDER DD	41	0.205
CHANG CC	40	0.200
GOLDBERG M	40	0.200
NELSON ME	40	0.200
BECKER U	39	0.195
COHEN ML	39	0.195
HORWITZ N	39	0.195
IMLAY R	39	0.195
MADARAS RJ	39	0.195
MONETI GC	39	0.195
SADOFF AJ	39	0.195
STONE S	39	0.195
DAWSON JM	38	0.190
GITTELMAN B	38	0.190
NORDBERG E	38	0.190
PANVINI RS	37	0.185
AVERY P	36	0.180
CHEN M	36	0.180
HEEGER AJ	36	0.180
HERRUP D	36	0.180
KAGAN H	36	0.180
KANDASWAMY J	36	0.180
PERUZZI I	36	0.180
PICCOLO M	36	0.180
SANNES F	36	0.180
SHEN YR	36	0.180
BEBEK C	35	0.175
CSORNA SE	35	0.175
DEWIRE JW	35	0.175
EASTMAN DE	35	0.175
EHRLICH R	35	0.175
KREINICK DL	35	0.175
MARTIN JF	35	0.175
MISTRY NB	35	0.175
POLING R	35	0.175
SHIRANE G	35	0.175
TING SCC	35	0.175
VANNUCCI F	35	0.175
BARBAROGALTIERI A	34	0.170
CHEN A	34	0.170
FUJII T	34	0.170
KASS R	34	0.170
PUN TP	34	0.170
RONAN MT	34	0.170
ROSS RR	34	0.170
FISHER ME	33	0.165
GENTILE T	33	0.165
GREINER W	33	0.165
PETERSON D	33	0.165
WEISS JM	33	0.165
LUCKEY D	32	0.160
SKUBIC P	32	0.160
TANENBAUM W	32	0.160
FORD WT	31	0.155
JOHNSON AD	31	0.155
LOKEN SC	31	0.155
LUKE D	31	0.155
LYNCH HL	31	0.155
ROHDE M	31	0.155
ROSENFELD C	31	0.155
STEIN PC	31	0.155
STEVENSON ML	31	0.155
BULOS F	30	0.150
CLARK AR	30	0.150
GOSSARD AC	30	0.150
HEMPSTEAD M	30	0.150
KERTH LT	30	0.150
LING TY	30	0.150
MATTEUZZI C	30	0.150
MILLER DH	30	0.150
MORROW F	30	0.150
PRIPSTEIN M	30	0.150
TSUI DC	30	0.150
WENZEL WA	30	0.150
WILCZEK F	30	0.150
BRANSON JG	29	0.145
BROWN CN	29	0.145
HOLZNER S	29	0.145
KENNEY RW	29	0.145
LYNCH GR	29	0.145
MESTAYER MD	29	0.145
NEMETHY P	29	0.145
STONE R	29	0.145
ALSTONGARNJOST M	28	0.140
AMIDEI D	28	0.140
DAHL OI	28	0.140
EISNER AM	28	0.140
GOBBI B	28	0.140
HUGHES VW	28	0.140
KINOSHITA K	28	0.140
KUBOTA Y	28	0.140
LEDERMAN LM	28	0.140
LEE PA	28	0.140
PATERSON JM	28	0.140
SHAPIRO G	28	0.140
STRAIT J	28	0.140
BARNES AV	27	0.135
BARNETT BA	27	0.135
DYNES RC	27	0.135
FREEMAN AJ	27	0.135
GLADNEY L	27	0.135
GORN W	27	0.135
ITO M	27	0.135
LIU CS	27	0.135
MATTHEWS JAJ	27	0.135
SCHAAD T	27	0.135
SCHINDLER RH	27	0.135
STANLEY HE	27	0.135
YELTON JM	27	0.135
BARGER V	26	0.130
BEHRENDS S	26	0.130
DERRICK M	26	0.130
GARREN L	26	0.130
GRAY SW	26	0.130
GREEN J	26	0.130
GUIDA JA	26	0.130
GUIDA JM	26	0.130
HELTSLEY BK	26	0.130
JAWAHERY A	26	0.130
KAMAE T	26	0.130
KAYE HS	26	0.130
OLSEN SL	26	0.130
RUBBIA C	26	0.130
SCHARRE DL	26	0.130
SCHELLMAN H	26	0.130
THALER JJ	26	0.130
WONG AY	26	0.130
ZAISER C	26	0.130
AHARONY A	25	0.125
AHLERS G	25	0.125
BARISH BC	25	0.125
CHADWICK GB	25	0.125
FRIEDBERG CE	25	0.125
HORN PM	25	0.125
JENSEN T	25	0.125
KETTERSON JB	25	0.125
LITKE AM	25	0.125
MELISSINOS AC	25	0.125
NEWMAN H	25	0.125
NYGREN DR	25	0.125
OGG M	25	0.125
RITSON DM	25	0.125
SCHIFFER JP	25	0.125
SLATER WE	25	0.125
STORK DH	25	0.125
SULAK L	25	0.125
WHITAKER JS	25	0.125
YAMAMOTO H	25	0.125
YOH JK	25	0.125
BAK P	24	0.120
BENVENUTI A	24	0.120
BUCHER E	24	0.120
CALDWELL DO	24	0.120
CHEN HS	24	0.120
FISK Z	24	0.120
GLADDING G	24	0.120
HAGGERTY J	24	0.120
HAUPTMAN JM	24	0.120
HITLIN DG	24	0.120
JOHNSON JR	24	0.120
MOHAPATRA RN	24	0.120
MOREHOUSE CC	24	0.120
OTT E	24	0.120
PLUMMER EW	24	0.120
PRENTICE JD	24	0.120
RUSSELL JJ	24	0.120
WATTENBERG A	24	0.120
FERBEL T	23	0.115
FLYNN CP	23	0.115
FRYBERGER D	23	0.115
GROOM DE	23	0.115
HAMANN DR	23	0.115
HAPPER W	23	0.115
HASEGAWA A	23	0.115
HASSARD J	23	0.115
HERSKIND B	23	0.115
HICKS RG	23	0.115
HIMPSEL FJ	23	0.115
KOFLER RR	23	0.115
LANDER RL	23	0.115
LAYTER JG	23	0.115
LEE YC	23	0.115
MARX JN	23	0.115
MATSUDA T	23	0.115
MUSGRAVE B	23	0.115
NARAYANAMURTI V	23	0.115
PHILLIPS JC	23	0.115
PORKOLAB M	23	0.115
RICE TM	23	0.115
RIPIN BH	23	0.115
SADROZINSKI HFW	23	0.115
SANDERS GH	23	0.115
SHAMBROOM WD	23	0.115
SLATTERY P	23	0.115
STEFANSKI R	23	0.115
VARMA CM	23	0.115
WEBER D	23	0.115
AIHARA H	22	0.110
APPEL JA	22	0.110
BLOCKER CA	22	0.110
BODEK A	22	0.110
BUCHANAN CD	22	0.110
CAMPAGNA M	22	0.110
CARITHERS WC	22	0.110
CHAIKIN PM	22	0.110
CLARK NA	22	0.110
DELAVAISSIERE C	22	0.110
EBERHARD PH	22	0.110
GARRETT JD	22	0.110
GELBKE CK	22	0.110
GOLD MS	22	0.110
GREST GS	22	0.110
JOANNOPOULOS JD	22	0.110
KLEPPNER D	22	0.110
LOBKOWICZ F	22	0.110
LOOS JS	22	0.110
MORRIS CL	22	0.110
ODDONE PJ	22	0.110
PREPOST R	22	0.110
PRICE PB	22	0.110
ROWSON PC	22	0.110
SHELDON PD	22	0.110
SHEN BC	22	0.110
SMITH JL	22	0.110
SMITH JR	22	0.110
WHEATLEY JC	22	0.110
ZHANG WM	22	0.110
BADEN AR	21	0.105
BOBBINK GJ	21	0.105
BOWMAN JD	21	0.105
CHADWICK K	21	0.105
COWARD DH	21	0.105
DERBY KA	21	0.105
FELDMAN LC	21	0.105
FRANKLIN MEB	21	0.105
GARY JW	21	0.105
GEORGI H	21	0.105
HEUSCH CA	21	0.105
HOFMANN W	21	0.105
HOFSTADTER R	21	0.105
HUTH JE	21	0.105
HYLEN J	21	0.105
KO W	21	0.105
KODA RI	21	0.105
KWONG KK	21	0.105
LEVI M	21	0.105
LINDSEY CS	21	0.105
LU XQ	21	0.105
MELNIKOFF SO	21	0.105
MEYER DI	21	0.105
MILLS AP	21	0.105
MOSES W	21	0.105
ONG RA	21	0.105
PARK DA	21	0.105
ROUSE FR	21	0.105
RUDDICK K	21	0.105
SADOULET B	21	0.105
SEIDL AA	21	0.105
SELLIN IA	21	0.105
SENS JC	21	0.105
SHAPIRO MD	21	0.105
SILVERA IF	21	0.105
SONI A	21	0.105
SPICER WE	21	0.105
STOHR J	21	0.105
SUDAN RN	21	0.105
THIESSEN HA	21	0.105
THUN R	21	0.105
TIPTON P	21	0.105
TOGE N	21	0.105
VANDALEN GJ	21	0.105
VANTYEN R	21	0.105
WAYNE MR	21	0.105
WEINSTEIN R	21	0.105
WERTHEIM GK	21	0.105
WOLFE JP	21	0.105
YAMAZAKI T	21	0.105
YELLIN SJ	21	0.105
ANDREWS D	20	0.100
ASH WW	20	0.100
BINKLEY M	20	0.100
BLINC R	20	0.100
BROSS AD	20	0.100
CANNELL DS	20	0.100
DELEPLANQUE MA	20	0.100
DIETERLE WE	20	0.100
ECONOMOU EN	20	0.100
FORSLUND DW	20	0.100
GOLDING B	20	0.100
GRAM PAM	20	0.100
GRUNER G	20	0.100
JACKSON HE	20	0.100
JURICIC I	20	0.100
LONGO MJ	20	0.100
LU A	20	0.100
MACKAY WW	20	0.100
MCCARTHY JS	20	0.100
MCLEAN EA	20	0.100
MORI S	20	0.100
OSHEROFF DD	20	0.100
ROSENBLUTH MN	20	0.100
ROWE JE	20	0.100
SCALAPINO DJ	20	0.100
SHAH J	20	0.100
SHIBATA EI	20	0.100
SICK I	20	0.100
WEBB RA	20	0.100
WEINBERG S	20	0.100
WIEGMANN W	20	0.100
WISS JE	20	0.100
ABE K	19	0.095
BESSON D	19	0.095
BRODSKY SJ	19	0.095
BURNETT TH	19	0.095
CHAMBERLAIN O	19	0.095
CLARKE J	19	0.095
COHEN MH	19	0.095
COOPER MD	19	0.095
DILLON JB	19	0.095
EATON MW	19	0.095
ENGLER A	19	0.095
FERNANDEZ E	19	0.095
GETTNER MW	19	0.095
GLASHOW SL	19	0.095
GOLDBERG H	19	0.095
HAAS P	19	0.095
LITSTER JD	19	0.095
LOCKYER NS	19	0.095
MALAMUD E	19	0.095
MATIS HS	19	0.095
MULLER KA	19	0.095
