Authors	records	% of 729
ZASLAVSKY GM	12	1.646
URIAS J	8	1.097
KANTZ H	7	0.960
POJMAN JA	7	0.960
YUDOVICH VI	7	0.960
COLLINS JJ	6	0.823
GLASS L	6	0.823
LIMA R	6	0.823
MOSS F	6	0.823
CARROLL TL	5	0.686
GAUTHIER DJ	5	0.686
TRESSER C	5	0.686
ABBOTT D	4	0.549
BALMFORTH NJ	4	0.549
HUDSON JL	4	0.549
KANEKO K	4	0.549
KURAKIN LG	4	0.549
MOSEKILDE E	4	0.549
NEISHTADT AI	4	0.549
PECORA LM	4	0.549
PUMIR A	4	0.549
SCHREIBER T	4	0.549
SHOWALTER K	4	0.549
SPANO ML	4	0.549
VULPIANI A	4	0.549
AFRAIMOVICH V	3	0.412
ARMBRUSTER D	3	0.412
ASHWIN P	3	0.412
BARELKO VV	3	0.412
BENKADDA S	3	0.412
BERMAN GP	3	0.412
BIKTASHEV VN	3	0.412
BRADLEY E	3	0.412
CHRISTINI DJ	3	0.412
DENG B	3	0.412
DITTO WL	3	0.412
EDELMAN M	3	0.412
ENCISO A	3	0.412
FEUDEL U	3	0.412
FINN JM	3	0.412
FOX RF	3	0.412
GRAY RA	3	0.412
GREBOGI C	3	0.412
GRIMSHAW R	3	0.412
GUEVARA MR	3	0.412
GUNARATNE GH	3	0.412
HAVLIN S	3	0.412
HENRIQUEZ CS	3	0.412
HERNANDEZ-GARCIA E	3	0.412
HOLDEN AV	3	0.412
JALIFE J	3	0.412
JUNG C	3	0.412
KAMENEV DI	3	0.412
KAPRAL R	3	0.412
KEENER JP	3	0.412
KHAKHAR DV	3	0.412
KISH LB	3	0.412
KISS IZ	3	0.412
KRINSKY V	3	0.412
KURTHS J	3	0.412
LANCHARES V	3	0.412
LETELLIER C	3	0.412
MEISS JD	3	0.412
NEWMAN WI	3	0.412
NOSZTICZIUS Z	3	0.412
OTTINO JM	3	0.412
PARRONDO JMR	3	0.412
PEI X	3	0.412
PEREZ-MUNUZURI V	3	0.412
PIRO O	3	0.412
POSCH HA	3	0.412
PROVENZALE A	3	0.412
RONDONI L	3	0.412
RUSTICI M	3	0.412
SALAZAR G	3	0.412
SANJUAN MAF	3	0.412
SAUER T	3	0.412
STRIZHAK PE	3	0.412
TANIKAWA K	3	0.412
UGALDE E	3	0.412
VASILIEV AA	3	0.412
VIVALDI F	3	0.412
WANG W	3	0.412
WIGGINS S	3	0.412
XU DL	3	0.412
YAMAGUCHI T	3	0.412
AGUIRRE LA	2	0.274
AIHARA K	2	0.274
AMEMIYA T	2	0.274
ARECCHI FT	2	0.274
ASTUMIAN RD	2	0.274
AUBRY N	2	0.274
BALAZSI G	2	0.274
BAPTISTA MS	2	0.274
BELAIR J	2	0.274
BEUTER A	2	0.274
BEZRUKOV SM	2	0.274
BOCCALETTI S	2	0.274
BOHR T	2	0.274
BOOZER AH	2	0.274
BOYARSKY A	2	0.274
BROWN R	2	0.274
BUNIMOVICH L	2	0.274
BUNIMOVICH LA	2	0.274
CARRERAS BA	2	0.274
CENCINI M	2	0.274
CERDEIRA HA	2	0.274
CHANG HC	2	0.274
CHEN GR	2	0.274
CHEN JY	2	0.274
CHEN PS	2	0.274
CHERNOV NI	2	0.274
CLARKE S	2	0.274
CONTOPOULOS G	2	0.274
DAVIDENKO JM	2	0.274
DAW CS	2	0.274
DEL-CASTILLO-NEGRETE D	2	0.274
DELOGU F	2	0.274
DELOS JB	2	0.274
DIAKONOS FK	2	0.274
DING MZ	2	0.274
DOLNIK M	2	0.274
DULLIN HR	2	0.274
EDWARDS R	2	0.274
ELEONSKY VM	2	0.274
ELIPE A	2	0.274
FARKAS H	2	0.274
FEMAT R	2	0.274
FERNANDEZ B	2	0.274
FISTUL MV	2	0.274
FLACH S	2	0.274
FLORIANI E	2	0.274
FORSTERLING HD	2	0.274
FRONZONI L	2	0.274
FUCHIKAMI N	2	0.274
FUKUYAMA A	2	0.274
GOLDBERGER AL	2	0.274
GOLLUB JP	2	0.274
GORA P	2	0.274
GORMAN M	2	0.274
