Authors	records	% of 8189
API AM	76	0.928
LETIZIA CS	57	0.696
BHATIA SP	50	0.611
HIROSE M	43	0.525
CHOI JH	40	0.488
JEONG HG	38	0.464
COLLINS TFX	36	0.440
TAKAHASHI M	36	0.440
FERREIRA ICFR	35	0.427
LEE JH	33	0.403
NISHIKAWA A	33	0.403
CHUNG YC	32	0.391
PESTKA JJ	32	0.391
SPRANDO RL	31	0.379
BLACK TN	30	0.366
BORZELLECA JF	29	0.354
KIM SH	29	0.354
LEE SH	29	0.354
TSATSAKIS AM	29	0.354
KIM HG	28	0.342
KIM SK	28	0.342
BASKETTER DA	26	0.317
CALDWELL J	26	0.317
DELANEY B	26	0.317
DOMINGO JL	26	0.317
HAGIWARA A	26	0.317
KIM JH	26	0.317
OLEJNIK N	26	0.317
KIM JC	25	0.305
KOURETAS D	25	0.305
LAPCZYNSKI A	25	0.305
MAIBACH HI	25	0.305
LAKE BG	24	0.293
MANES J	24	0.293
MCGINTY D	24	0.293
CHUNG JG	23	0.281
HWANG YP	23	0.281
LEE HS	23	0.281
SOYLAK M	23	0.281
CHOI YH	22	0.269
JEON YJ	22	0.269
SHIRAI T	22	0.269
FONT G	21	0.256
FUKUSHIMA S	21	0.256
KIM YS	21	0.256
LI X	21	0.256
VERHAGEN H	21	0.256
BAE JS	20	0.244
BARROS L	20	0.244
FURUKAWA F	20	0.244
IMAZAWA T	20	0.244
ITO N	20	0.244
KIM HJ	20	0.244
KIMBER I	20	0.244
PEREIRA JA	20	0.244
RENWICK AG	20	0.244
RIETJENS IMCM	20	0.244
ROUDOT AC	20	0.244
WANG Y	20	0.244
KIM JS	19	0.232
KIM MJ	19	0.232
KIM S	19	0.232
LEE S	19	0.232
LI J	19	0.232
PARK HJ	19	0.232
ROWLAND IR	19	0.232
SPIEGELHALDER B	19	0.232
VAN DER VOET H	19	0.232
WANG J	19	0.232
WANG X	19	0.232
YOUSEF MI	19	0.232
HAN EH	18	0.220
KIM HS	18	0.220
KIM JY	18	0.220
KU SK	18	0.220
MECA G	18	0.220
PRICE RJ	18	0.220
SHIBUTANI M	18	0.220
WALKER R	18	0.220
YANG X	18	0.220
ANDRADE PB	17	0.208
DOERGE DR	17	0.208
GAUNT IF	17	0.208
LEE J	17	0.208
LEE KT	17	0.208
LI Y	17	0.208
TAMANO S	17	0.208
VALENTAO P	17	0.208
ZHANG Y	17	0.208
ZHAO Y	17	0.208
BJELDANES LF	16	0.195
BOON PE	16	0.195
CHEN CH	16	0.195
FERRANTE M	16	0.195
FICHEUX AS	16	0.195
KIM GY	16	0.195
KIM YJ	16	0.195
LEBLANC JC	16	0.195
LEE JY	16	0.195
LEE MK	16	0.195
LEE SJ	16	0.195
LII CK	16	0.195
TUZEN M	16	0.195
UMEMURA T	16	0.195
VAN KLAVEREN JD	16	0.195
VAN RAVENZWAAY B	16	0.195
WANG CJ	16	0.195
ZHANG L	16	0.195
ANDERSON RL	15	0.183
CHOI JS	15	0.183
DAS M	15	0.183
FELTON JS	15	0.183
FERON VJ	15	0.183
FRIEDMAN M	15	0.183
HSEU YC	15	0.183
INOUE K	15	0.183
JONKER D	15	0.183
KANG SC	15	0.183
KNIZE MG	15	0.183
LEE KY	15	0.183
LEE YJ	15	0.183
LI L	15	0.183
LU FJ	15	0.183
PARK SH	15	0.183
RILEY RT	15	0.183
RUIZ MJ	15	0.183
SHIBAMOTO T	15	0.183
TAYLOR SL	15	0.183
WILLIAMS GM	15	0.183
YANG HL	15	0.183
ARNOLD DL	14	0.171
CHEN C	14	0.171
CHEN SC	14	0.171
CONTI GO	14	0.171
HUANG KL	14	0.171
KIM HC	14	0.171
KIM J	14	0.171
KIM Y	14	0.171
MORITA O	14	0.171
ONODERA H	14	0.171
PARK SJ	14	0.171
RUGGLES DI	14	0.171
SCHLATTER J	14	0.171
SMITH RL	14	0.171
WALTERS DG	14	0.171
YANG L	14	0.171
ZENGIN G	14	0.171
ZHANG H	14	0.171
ALEXANDER J	13	0.159
BAJPAI VK	13	0.159
BARBISAN LF	13	0.159
BARTSCH H	13	0.159
BLACK T	13	0.159
CARLTON WW	13	0.159
CHAPPEL CI	13	0.159
COHEN SM	13	0.159
DE CERAIN AL	13	0.159
HAYASHI Y	13	0.159
JEONG TC	13	0.159
KHANAL T	13	0.159
KIM YC	13	0.159
LEE BH	13	0.159
LEE HK	13	0.159
LINA BAR	13	0.159
NORRED WP	13	0.159
PREUSSMANN R	13	0.159
SAPIENZA PP	13	0.159
SONI MG	13	0.159
STAGOS D	13	0.159
TIL HP	13	0.159
TSITSIMPIKOU C	13	0.159
WOUTERSEN RA	13	0.159
YONEYAMA M	13	0.159
ALDEN CL	12	0.147
ANDERSON D	12	0.147
BENTO A	12	0.147
BRYCE F	12	0.147
BURDOCK GA	12	0.147
CAMEAN AM	12	0.147
DEARMAN RJ	12	0.147
GELDERBLOM WCA	12	0.147
HAYES AW	12	0.147
HAYWARD S	12	0.147
HEPBURN PA	12	0.147
HILL RN	12	0.147
HOENG J	12	0.147
KUMAR R	12	0.147
LEE JK	12	0.147
LEE SY	12	0.147
LI YC	12	0.147
LIN CC	12	0.147
LIU J	12	0.147
MITSUMORI K	12	0.147
NIKIFOROV AI	12	0.147
NOGUEIRA CW	12	0.147
RIHNER MO	12	0.147
RITIENI A	12	0.147
SETZER RW	12	0.147
SHIN IS	12	0.147
SIESS MH	12	0.147
TANAKA T	12	0.147
TOYODA K	12	0.147
VOSS KA	12	0.147
YEN GC	12	0.147
YOSHIDA M	12	0.147
ZHANG W	12	0.147
ZHOU Y	12	0.147
BAILEY GS	11	0.134
BEAMAND JA	11	0.134
GANGOLLI SD	11	0.134
HASEGAWA R	11	0.134
HE XY	11	0.134
HELLWIG J	11	0.134
HEO SJ	11	0.134
HOUBEN GF	11	0.134
IMAI T	11	0.134
IOANNIDES C	11	0.134
JUNG HA	11	0.134
KANERVA RL	11	0.134
KAWABE M	11	0.134
KHAN S	11	0.134
KIM JA	11	0.134
KIM SJ	11	0.134
KIM SY	11	0.134
KUMAR A	11	0.134
KUMAR S	11	0.134
KUO YH	11	0.134
KUPER CF	11	0.134
LEE CC	11	0.134
LEE H	11	0.134
LEHMANN M	11	0.134
LIU Y	11	0.134
MARIN S	11	0.134
MUKHERJEE A	11	0.134
OGATA A	11	0.134
OGAWA K	11	0.134
PEDRAZA-CHAVERRI J	11	0.134
PEITSCH MC	11	0.134
RAMOS AJ	11	0.134
SANCHIS V	11	0.134
SHARMA A	11	0.134
SHEPHARD GS	11	0.134
SPANO MA	11	0.134
SULTANA S	11	0.134
WELSH JJ	11	0.134
WU CH	11	0.134
XU WT	11	0.134
ZHANG S	11	0.134
ANADON A	10	0.122
BATTINO M	10	0.122
BELAND FA	10	0.122
CHEN HW	10	0.122
CREVEL RWR	10	0.122
DE HENAUW S	10	0.122
DECKARDT K	10	0.122
DOOLITTLE DJ	10	0.122
ESTEVINHO LM	10	0.122
