Authors	records	% of 96998
ZHANG Y	94	0.097
WANG J	84	0.087
LI Y	79	0.081
LANDER ES	77	0.079
LIU Y	71	0.073
KIM J	67	0.069
LI J	65	0.067
LOCKYER WJS	65	0.067
KULKARNI SR	64	0.066
WANG Y	61	0.063
WILSON RK	59	0.061
ZHANG J	59	0.061
ROSENFELD MG	58	0.060
CHEN J	57	0.059
CHEN L	57	0.059
CHEN Y	55	0.057
TANAKA T	51	0.053
EVANS RM	50	0.052
ROGERS J	50	0.052
HEWLETT RT	49	0.051
LEHMANN H	49	0.051
ZHANG L	49	0.051
DENNING WF	48	0.049
GALLO RC	48	0.049
LI H	48	0.049
LEE S	47	0.048
LOCKYER N	47	0.048
WANG H	46	0.047
KARIN M	45	0.046
WANG L	45	0.046
TANAKA Y	44	0.045
HADDON AC	43	0.044
JAENISCH R	43	0.044
LEE J	43	0.044
CHEN X	42	0.043
FABIAN AC	42	0.043
LIU J	42	0.043
LYNE AG	42	0.043
TAKAHASHI T	42	0.043
SMITH EC	41	0.042
ZHANG X	41	0.042
ALLISON AC	40	0.041
FLAVELL RA	40	0.041
MARDIS ER	40	0.041
SHI Y	40	0.041
CUNNINGHAM B	39	0.040
DAVISON C	39	0.040
DEISSEROTH K	39	0.040
JOHNSTON HH	39	0.040
NUMA S	39	0.040
TAKAHASHI H	39	0.040
WEISSENBACH J	39	0.040
YAMAMOTO M	39	0.040
GREENGARD P	38	0.039
HARRIS H	38	0.039
HOYLE F	38	0.039
LEE C	38	0.039
ORKIN SH	38	0.039
XU X	38	0.039
CHAMBON P	37	0.038
CHREE C	37	0.038
EICHLER EE	37	0.038
GETZ G	37	0.038
GIBBS RA	37	0.038
GREEN MR	37	0.038
HARRISON SC	37	0.038
MEYERSON M	37	0.038
TANIGUCHI T	37	0.038
WU J	37	0.038
YANG J	37	0.038
BALTIMORE D	36	0.037
BROWN F	36	0.037
DINGLE H	36	0.037
HOOD L	36	0.037
JONES D	36	0.037
ZHANG F	36	0.037
ZHOU Y	36	0.037
LI W	35	0.036
NAKAMURA Y	35	0.036
TONEGAWA S	35	0.036
WANG X	35	0.036
ALLEGRE CJ	34	0.035
BAKER D	34	0.035
KOBILKA BK	34	0.035
ROEDER RG	34	0.035
RUSSELL CT	34	0.035
SNYDER SH	34	0.035
WEISSMAN IL	34	0.035
JAN YN	33	0.034
KINGHELE DG	33	0.034
KLEIN J	33	0.034
LI L	33	0.034
MADDOX J	33	0.034
MAK TW	33	0.034
REES MJ	33	0.034
RICH A	33	0.034
SMITH M	33	0.034
WILSON R	33	0.034
CAVA RJ	32	0.033
LEE K	32	0.033
TSIEN RW	32	0.033
VANE JR	32	0.033
WANG T	32	0.033
WANG W	32	0.033
ZHANG W	32	0.033
BRADLEY A	31	0.032
DAVIS MM	31	0.032
DEPINHO RA	31	0.032
DING L	31	0.032
GABRIEL SB	31	0.032
GREGORY JW	31	0.032
JAN LY	31	0.032
KLEIN G	31	0.032
KOUVELIOTOU C	31	0.032
MA J	31	0.032
MILNER HB	31	0.032
PATEL DJ	31	0.032
PTASHNE M	31	0.032
SEEBURG PH	31	0.032
WILEY DC	31	0.032
CLEVERS H	30	0.031
COHEN S	30	0.031
GAGE FH	30	0.031
GERMAIN RN	30	0.031
HUBER R	30	0.031
KIM Y	30	0.031
KLUG A	30	0.031
MILSTEIN C	30	0.031
SATO T	30	0.031
STACEY M	30	0.031
STRATTON MR	30	0.031
SUZUKI T	30	0.031
TANAKA K	30	0.031
ALT FW	29	0.030
CHAPMAN S	29	0.030
DALY MJ	29	0.030
FRAIL DA	29	0.030
GOUAUX E	29	0.030
IP WH	29	0.030
JOUZEL J	29	0.030
KIM S	29	0.030
LI X	29	0.030
MILLER JA	29	0.030
PAABO S	29	0.030
SASAKI T	29	0.030
SUDHOF TC	29	0.030
UCHIDA S	29	0.030
WANG B	29	0.030
WANG Q	29	0.030
WATANABE Y	29	0.030
WEINBERG RA	29	0.030
WEISS A	29	0.030
WICKRAMASINGHE NC	29	0.030
YANG Y	29	0.030
GYGI SP	28	0.029
HANNON GJ	28	0.029
IMMS AD	28	0.029
LEDER P	28	0.029
NAKAMURA T	28	0.029
NICOLL RA	28	0.029
NODA M	28	0.029
PERUTZ MF	28	0.029
QUASTEL JH	28	0.029
REICH D	28	0.029
STANLEY HE	28	0.029
STROMINGER JL	28	0.029
ZHANG H	28	0.029
AARONSON SA	27	0.028
ALEXANDER P	27	0.028
CHIN L	27	0.028
GEHRELS N	27	0.028
GERSHON D	27	0.028
HAUSSLER D	27	0.028
JOHNSON D	27	0.028
KIM H	27	0.028
LEE JH	27	0.028
LEFKOWITZ RJ	27	0.028
LEHRACH H	27	0.028
MANN M	27	0.028
NAGAI K	27	0.028
NOWAK MA	27	0.028
NUSSENZWEIG MC	27	0.028
PENNINGER JM	27	0.028
SATO S	27	0.028
SWINBANKS D	27	0.028
TJIAN R	27	0.028
TODARO GJ	27	0.028
VOGELSTEIN B	27	0.028
WANG XL	27	0.028
WEATHERALL DJ	27	0.028
YANG L	27	0.028
ZHANG JH	27	0.028
ZINKERNAGEL RM	27	0.028
BARKER SA	26	0.027
BARRELL BG	26	0.027
BROWN D	26	0.027
DELOUKAS P	26	0.027
EVANS HJ	26	0.027
GLASS CK	26	0.027
GREEN J	26	0.027
HORVITZ HR	26	0.027
HUANG J	26	0.027
KEMP M	26	0.027
KOBAYASHI T	26	0.027
LITTMAN DR	26	0.027
LODGE O	26	0.027
MALENKA RC	26	0.027
PALMITER RD	26	0.027
PATTERSON N	26	0.027
SHEN Y	26	0.027
STEFANSSON K	26	0.027
TAKAHASHI K	26	0.027
WANG C	26	0.027
WANG JW	26	0.027
WANG M	26	0.027
YAMAMOTO Y	26	0.027
YOUNG RA	26	0.027
ZHU J	26	0.027
AKIRA S	25	0.026
BORK P	25	0.026
BRINSTER RL	25	0.026
CHEN H	25	0.026
CHEN K	25	0.026
CLEGG JB	25	0.026
CRABTREE GR	25	0.026
EGLINTON G	25	0.026
FULTON RS	25	0.026
GEBBIE HA	25	0.026
ITO T	25	0.026
KELLIS M	25	0.026
LAPAGE G	25	0.026
LI B	25	0.026
LOVELOCK JE	25	0.026
MANCHESTER RN	25	0.026
MILLER J	25	0.026
NICOL T	25	0.026
NURSE P	25	0.026
REN B	25	0.026
SCHUBERT G	25	0.026
SHIMIZU N	25	0.026
SZOSTAK JW	25	0.026
ULLRICH A	25	0.026
VANPARADIJS J	25	0.026
WANG F	25	0.026
WEINTROUB S	25	0.026
WEISSMAN JS	25	0.026
WONGSTAAL F	25	0.026
YAU KW	25	0.026
ZHANG K	25	0.026
ZHANG Q	25	0.026
AHLBERG PE	24	0.025
BENTLEY DR	24	0.025
BRAGG W	24	0.025
CARPENTER HCH	24	0.025
CROMMELIN ACD	24	0.025
GOEDDEL DV	24	0.025
GOOD RA	24	0.025
GUPTA S	24	0.025
ITO K	24	0.025
JACKS T	24	0.025
LAWRENCE MS	24	0.025
LEE D	24	0.025
LEE H	24	0.025
LIU H	24	0.025
LIU L	24	0.025
LU J	24	0.025
MARRA MA	24	0.025
MASSAGUE J	24	0.025
MORGAN WTJ	24	0.025
NAKAMURA M	24	0.025
